RegionName,state,utility_name,ownership,service_type,avg_price_2021,avg_price_2022,avg_price_2023,avg_price_2024,comm_rate_2021,comm_rate_2022,comm_rate_2023,comm_rate_2024,ind_rate_2021,ind_rate_2022,ind_rate_2023,ind_rate_2024,pct_change_2021,pct_change_2022,pct_change_2023,pct_change_2024,res_rate_2021,res_rate_2022,res_rate_2023,res_rate_2024
10312,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,619098.118024522,672656.478946071,684493.848281891,701540.868484674,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.66625423716456,8.65102951571691,1.75979414550008,2.4904563051329,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10314,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,572235.35935203,618121.257484326,626860.9362056,643901.264928642,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.13310841254389,8.01871072494619,1.41391007273294,2.71835868832208,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10451,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,,,330526.885281513,318008.959498533,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,,,,-3.78726401403588,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10452,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,337581.260342003,333826.426331639,299349.621195195,286829.797784338,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,0.0539384988010249,-1.11227560634123,-10.3277638967364,-4.18234149115346,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10453,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,483557.781755224,508963.955255615,545299.461296089,569525.789011096,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,7.8584606980862,5.2540098534184,7.13911184972335,4.44275658322217,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10454,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,681587.531530318,725671.557062395,695846.62431665,721551.979035139,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,5.70618823630081,6.46784506651669,-4.10997681464597,3.69411215348396,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10455,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,445556.479861681,449181.198227795,455006.788252136,438942.395415256,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,-4.44784247699535,0.813526125181504,1.29693541210673,-3.53058311472463,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10456,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,440574.338279015,429798.932979649,400867.528268172,398023.811343282,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,-0.394268465877129,-2.44576326017025,-6.73138123236019,-0.70939069003058,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10457,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,529603.408406626,541500.817267185,504329.588527098,482525.024639779,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,1.31938894849078,2.24647513058007,-6.8644824817958,-4.3234750415892,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10458,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,465818.186868978,455403.033119701,408182.097749251,391475.549479558,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,-4.13355502912308,-2.23588387977788,-10.3690427898485,-4.09291548105953,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10459,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,418332.270464253,436773.712775664,439529.168943803,462338.416625707,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,2.29561131069544,4.40832410345621,0.63086584369476,5.18947303013258,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10460,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,534219.338399841,553683.071964815,489373.862820216,477645.936273843,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,0.385325646467455,3.64339741486602,-11.6148050032286,-2.39651674055209,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10461,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,592078.49919532,622692.713480338,624999.218616371,653004.038006171,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,5.10882679442345,5.17063435450294,0.370408242476654,4.48077670429682,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
10462,NY,Consolidated Edison Co-NY Inc,Investor Owned,Bundled,222415.657897033,213651.738212428,208398.521218767,221849.2356624,0.1702453984472475,0.182531232383441,0.179864874729394,0.195811436252485,0.146959581110625,0.164650546868825,0.1642105160155665,0.27427918290178,3.65706763216182,-3.94033395286487,-2.45877568683189,6.45432336322239,0.22334047113841948,0.234053323574988,0.254881543617693,0.301360876511574
