GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,U2TE001,NAME_M,U2TM001
"G28312","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28312",,,,,,,"86000US28312",,"ZCTA5 28312",788,"ZCTA5 28312",39
"G28314","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28314",,,,,,,"86000US28314",,"ZCTA5 28314",997,"ZCTA5 28314",19
"G28315","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28315",,,,,,,"86000US28315",,"ZCTA5 28315",788,"ZCTA5 28315",78
"G28318","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28318",,,,,,,"86000US28318",,"ZCTA5 28318",618,"ZCTA5 28318",52
"G28320","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28320",,,,,,,"86000US28320",,"ZCTA5 28320",658,"ZCTA5 28320",54
"G28323","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28323",,,,,,,"86000US28323",,"ZCTA5 28323",1003,"ZCTA5 28323",239
"G28325","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28325",,,,,,,"86000US28325",,"ZCTA5 28325",622,"ZCTA5 28325",149
"G28326","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28326",,,,,,,"86000US28326",,"ZCTA5 28326",1060,"ZCTA5 28326",50
"G28327","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28327",,,,,,,"86000US28327",,"ZCTA5 28327",741,"ZCTA5 28327",52
"G28328","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28328",,,,,,,"86000US28328",,"ZCTA5 28328",643,"ZCTA5 28328",24
"G28330","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28330",,,,,,,"86000US28330",,"ZCTA5 28330",568,"ZCTA5 28330",278
"G28332","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28332",,,,,,,"86000US28332",,"ZCTA5 28332",764,"ZCTA5 28332",201
"G28333","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28333",,,,,,,"86000US28333",,"ZCTA5 28333",669,"ZCTA5 28333",61
"G28334","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28334",,,,,,,"86000US28334",,"ZCTA5 28334",652,"ZCTA5 28334",33
"G28337","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28337",,,,,,,"86000US28337",,"ZCTA5 28337",644,"ZCTA5 28337",67
"G28338","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28338",,,,,,,"86000US28338",,"ZCTA5 28338",559,"ZCTA5 28338",109
"G28339","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28339",,,,,,,"86000US28339",,"ZCTA5 28339",727,"ZCTA5 28339",39
"G28340","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28340",,,,,,,"86000US28340",,"ZCTA5 28340",560,"ZCTA5 28340",85
"G28341","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28341",,,,,,,"86000US28341",,"ZCTA5 28341",474,"ZCTA5 28341",106
"G28342","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28342",,,,,,,"86000US28342",,"ZCTA5 28342",758,"ZCTA5 28342",394
"G28343","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28343",,,,,,,"86000US28343",,"ZCTA5 28343",664,"ZCTA5 28343",174
"G28344","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28344",,,,,,,"86000US28344",,"ZCTA5 28344",581,"ZCTA5 28344",31
"G28345","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28345",,,,,,,"86000US28345",,"ZCTA5 28345",596,"ZCTA5 28345",29
"G28347","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28347",,,,,,,"86000US28347",,"ZCTA5 28347",657,"ZCTA5 28347",71
"G28348","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28348",,,,,,,"86000US28348",,"ZCTA5 28348",976,"ZCTA5 28348",38
"G28349","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28349",,,,,,,"86000US28349",,"ZCTA5 28349",739,"ZCTA5 28349",199
"G28350","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28350",,,,,,,"86000US28350",,"ZCTA5 28350",997,"ZCTA5 28350",179
"G28351","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28351",,,,,,,"86000US28351",,"ZCTA5 28351",701,"ZCTA5 28351",142
"G28352","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28352",,,,,,,"86000US28352",,"ZCTA5 28352",654,"ZCTA5 28352",40
"G28356","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28356",,,,,,,"86000US28356",,"ZCTA5 28356",1023,"ZCTA5 28356",130
"G28357","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28357",,,,,,,"86000US28357",,"ZCTA5 28357",624,"ZCTA5 28357",47
"G28358","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28358",,,,,,,"86000US28358",,"ZCTA5 28358",632,"ZCTA5 28358",21
"G28360","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28360",,,,,,,"86000US28360",,"ZCTA5 28360",594,"ZCTA5 28360",28
"G28363","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28363",,,,,,,"86000US28363",,"ZCTA5 28363",679,"ZCTA5 28363",79
"G28364","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28364",,,,,,,"86000US28364",,"ZCTA5 28364",499,"ZCTA5 28364",32
"G28365","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28365",,,,,,,"86000US28365",,"ZCTA5 28365",581,"ZCTA5 28365",35
"G28366","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28366",,,,,,,"86000US28366",,"ZCTA5 28366",714,"ZCTA5 28366",56
"G28367","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28367",,,,,,,"86000US28367",,"ZCTA5 28367",531,"ZCTA5 28367",43
"G28369","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28369",,,,,,,"86000US28369",,"ZCTA5 28369",528,"ZCTA5 28369",133
"G28371","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28371",,,,,,,"86000US28371",,"ZCTA5 28371",787,"ZCTA5 28371",51
"G28372","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28372",,,,,,,"86000US28372",,"ZCTA5 28372",515,"ZCTA5 28372",28
"G28373","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28373",,,,,,,"86000US28373",,"ZCTA5 28373",800,"ZCTA5 28373",112
"G28374","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28374",,,,,,,"86000US28374",,"ZCTA5 28374",1197,"ZCTA5 28374",92
"G28375","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28375",,,,,,,"86000US28375",,"ZCTA5 28375",732,"ZCTA5 28375",118
"G28376","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28376",,,,,,,"86000US28376",,"ZCTA5 28376",968,"ZCTA5 28376",45
"G28377","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28377",,,,,,,"86000US28377",,"ZCTA5 28377",560,"ZCTA5 28377",53
"G28379","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28379",,,,,,,"86000US28379",,"ZCTA5 28379",583,"ZCTA5 28379",30
"G28382","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28382",,,,,,,"86000US28382",,"ZCTA5 28382",631,"ZCTA5 28382",65
"G28383","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28383",,,,,,,"86000US28383",,"ZCTA5 28383",530,"ZCTA5 28383",35
"G28384","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28384",,,,,,,"86000US28384",,"ZCTA5 28384",607,"ZCTA5 28384",65
"G28385","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28385",,,,,,,"86000US28385",,"ZCTA5 28385",604,"ZCTA5 28385",126
"G28386","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28386",,,,,,,"86000US28386",,"ZCTA5 28386",528,"ZCTA5 28386",29
"G28387","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28387",,,,,,,"86000US28387",,"ZCTA5 28387",774,"ZCTA5 28387",36
"G28390","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28390",,,,,,,"86000US28390",,"ZCTA5 28390",839,"ZCTA5 28390",26
"G28391","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28391",,,,,,,"86000US28391",,"ZCTA5 28391",850,"ZCTA5 28391",117
"G28392","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28392",,,,,,,"86000US28392",,"ZCTA5 28392",426,"ZCTA5 28392",55
"G28393","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28393",,,,,,,"86000US28393",,"ZCTA5 28393",473,"ZCTA5 28393",111
"G28394","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28394",,,,,,,"86000US28394",,"ZCTA5 28394",605,"ZCTA5 28394",57
"G28395","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28395",,,,,,,"86000US28395",,"ZCTA5 28395",661,"ZCTA5 28395",64
"G28396","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28396",,,,,,,"86000US28396",,"ZCTA5 28396",736,"ZCTA5 28396",72
"G28398","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28398",,,,,,,"86000US28398",,"ZCTA5 28398",587,"ZCTA5 28398",53
"G28399","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28399",,,,,,,"86000US28399",,"ZCTA5 28399",525,"ZCTA5 28399",83
"G28401","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28401",,,,,,,"86000US28401",,"ZCTA5 28401",828,"ZCTA5 28401",28
"G28403","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28403",,,,,,,"86000US28403",,"ZCTA5 28403",886,"ZCTA5 28403",31
"G28405","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28405",,,,,,,"86000US28405",,"ZCTA5 28405",1093,"ZCTA5 28405",36
"G28409","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28409",,,,,,,"86000US28409",,"ZCTA5 28409",1294,"ZCTA5 28409",78
"G28411","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28411",,,,,,,"86000US28411",,"ZCTA5 28411",1229,"ZCTA5 28411",50
"G28412","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28412",,,,,,,"86000US28412",,"ZCTA5 28412",972,"ZCTA5 28412",27
"G28420","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28420",,,,,,,"86000US28420",,"ZCTA5 28420",574,"ZCTA5 28420",246
"G28421","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28421",,,,,,,"86000US28421",,"ZCTA5 28421",497,"ZCTA5 28421",222
"G28422","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28422",,,,,,,"86000US28422",,"ZCTA5 28422",838,"ZCTA5 28422",46
"G28423","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28423",,,,,,,"86000US28423",,"ZCTA5 28423",688,"ZCTA5 28423",90
"G28424","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28424",,,,,,,"86000US28424",,"ZCTA5 28424",656,"ZCTA5 28424",122
"G28425","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28425",,,,,,,"86000US28425",,"ZCTA5 28425",698,"ZCTA5 28425",55
"G28428","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28428",,,,,,,"86000US28428",,"ZCTA5 28428",1253,"ZCTA5 28428",111
"G28429","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28429",,,,,,,"86000US28429",,"ZCTA5 28429",1000,"ZCTA5 28429",70
"G28430","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28430",,,,,,,"86000US28430",,"ZCTA5 28430",420,"ZCTA5 28430",126
"G28431","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28431",,,,,,,"86000US28431",,"ZCTA5 28431",573,"ZCTA5 28431",59
"G28432","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28432",,,,,,,"86000US28432",,"ZCTA5 28432",725,"ZCTA5 28432",178
"G28433","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28433",,,,,,,"86000US28433",,"ZCTA5 28433",444,"ZCTA5 28433",94
"G28434","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28434",,,,,,,"86000US28434",,"ZCTA5 28434",530,"ZCTA5 28434",42
"G28435","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28435",,,,,,,"86000US28435",,"ZCTA5 28435",778,"ZCTA5 28435",303
"G28436","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28436",,,,,,,"86000US28436",,"ZCTA5 28436",724,"ZCTA5 28436",99
"G28438","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28438",,,,,,,"86000US28438",,"ZCTA5 28438",646,"ZCTA5 28438",149
"G28439","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28439",,,,,,,"86000US28439",,"ZCTA5 28439",526,"ZCTA5 28439",112
"G28441","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28441",,,,,,,"86000US28441",,"ZCTA5 28441",566,"ZCTA5 28441",82
"G28442","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28442",,,,,,,"86000US28442",,"ZCTA5 28442",549,"ZCTA5 28442",42
"G28443","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28443",,,,,,,"86000US28443",,"ZCTA5 28443",1049,"ZCTA5 28443",105
"G28444","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28444",,,,,,,"86000US28444",,"ZCTA5 28444",696,"ZCTA5 28444",280
"G28445","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28445",,,,,,,"86000US28445",,"ZCTA5 28445",1153,"ZCTA5 28445",76
"G28447","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28447",,,,,,,"86000US28447",,"ZCTA5 28447",804,"ZCTA5 28447",150
"G28448","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28448",,,,,,,"86000US28448",,"ZCTA5 28448",709,"ZCTA5 28448",153
"G28449","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28449",,,,,,,"86000US28449",,"ZCTA5 28449",1201,"ZCTA5 28449",125
"G28450","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28450",,,,,,,"86000US28450",,"ZCTA5 28450",844,"ZCTA5 28450",143
"G28451","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28451",,,,,,,"86000US28451",,"ZCTA5 28451",978,"ZCTA5 28451",41
"G28452","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28452",,,,,,,"86000US28452",,"ZCTA5 28452",596,"ZCTA5 28452",229
"G28453","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28453",,,,,,,"86000US28453",,"ZCTA5 28453",643,"ZCTA5 28453",115
"G28454","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28454",,,,,,,"86000US28454",,"ZCTA5 28454",618,"ZCTA5 28454",110
"G28455","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28455",,,,,,,"86000US28455",,"ZCTA5 28455",476,"ZCTA5 28455",93
"G28456","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28456",,,,,,,"86000US28456",,"ZCTA5 28456",694,"ZCTA5 28456",113
"G28457","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28457",,,,,,,"86000US28457",,"ZCTA5 28457",775,"ZCTA5 28457",40
"G28458","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28458",,,,,,,"86000US28458",,"ZCTA5 28458",569,"ZCTA5 28458",53
"G28460","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28460",,,,,,,"86000US28460",,"ZCTA5 28460",1098,"ZCTA5 28460",112
"G28461","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28461",,,,,,,"86000US28461",,"ZCTA5 28461",1022,"ZCTA5 28461",60
"G28462","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28462",,,,,,,"86000US28462",,"ZCTA5 28462",662,"ZCTA5 28462",69
"G28463","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28463",,,,,,,"86000US28463",,"ZCTA5 28463",599,"ZCTA5 28463",48
"G28464","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28464",,,,,,,"86000US28464",,"ZCTA5 28464",688,"ZCTA5 28464",105
"G28465","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28465",,,,,,,"86000US28465",,"ZCTA5 28465",1022,"ZCTA5 28465",97
"G28466","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28466",,,,,,,"86000US28466",,"ZCTA5 28466",687,"ZCTA5 28466",65
"G28467","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28467",,,,,,,"86000US28467",,"ZCTA5 28467",861,"ZCTA5 28467",97
"G28468","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28468",,,,,,,"86000US28468",,"ZCTA5 28468",869,"ZCTA5 28468",91
"G28469","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28469",,,,,,,"86000US28469",,"ZCTA5 28469",978,"ZCTA5 28469",96
"G28470","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28470",,,,,,,"86000US28470",,"ZCTA5 28470",790,"ZCTA5 28470",65
"G28472","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28472",,,,,,,"86000US28472",,"ZCTA5 28472",649,"ZCTA5 28472",39
"G28478","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28478",,,,,,,"86000US28478",,"ZCTA5 28478",665,"ZCTA5 28478",117
"G28479","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28479",,,,,,,"86000US28479",,"ZCTA5 28479",1096,"ZCTA5 28479",247
"G28480","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28480",,,,,,,"86000US28480",,"ZCTA5 28480",1547,"ZCTA5 28480",136
"G28501","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28501",,,,,,,"86000US28501",,"ZCTA5 28501",634,"ZCTA5 28501",26
"G28504","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28504",,,,,,,"86000US28504",,"ZCTA5 28504",763,"ZCTA5 28504",36
"G28508","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28508",,,,,,,"86000US28508",,"ZCTA5 28508",531,"ZCTA5 28508",199
"G28510","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28510",,,,,,,"86000US28510",,"ZCTA5 28510",745,"ZCTA5 28510",196
"G28511","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28511",,,,,,,"86000US28511",,"ZCTA5 28511",556,"ZCTA5 28511",314
"G28512","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28512",,,,,,,"86000US28512",,"ZCTA5 28512",949,"ZCTA5 28512",66
"G28513","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28513",,,,,,,"86000US28513",,"ZCTA5 28513",707,"ZCTA5 28513",83
"G28515","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28515",,,,,,,"86000US28515",,"ZCTA5 28515",613,"ZCTA5 28515",66
"G28516","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28516",,,,,,,"86000US28516",,"ZCTA5 28516",681,"ZCTA5 28516",49
"G28518","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28518",,,,,,,"86000US28518",,"ZCTA5 28518",702,"ZCTA5 28518",64
"G28519","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28519",,,,,,,"86000US28519",,"ZCTA5 28519",919,"ZCTA5 28519",306
"G28520","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28520",,,,,,,"86000US28520",,"ZCTA5 28520",418,"ZCTA5 28520",163
"G28521","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28521",,,,,,,"86000US28521",,"ZCTA5 28521",518,"ZCTA5 28521",100
"G28523","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28523",,,,,,,"86000US28523",,"ZCTA5 28523",619,"ZCTA5 28523",118
"G28524","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28524",,,,,,,"86000US28524",,"ZCTA5 28524",1555,"ZCTA5 28524",1275
"G28525","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28525",,,,,,,"86000US28525",,"ZCTA5 28525",631,"ZCTA5 28525",86
"G28526","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28526",,,,,,,"86000US28526",,"ZCTA5 28526",633,"ZCTA5 28526",99
"G28527","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28527",,,,,,,"86000US28527",,"ZCTA5 28527",580,"ZCTA5 28527",83
"G28528","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28528",,,,,,,"86000US28528",,"ZCTA5 28528",728,"ZCTA5 28528",235
"G28529","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28529",,,,,,,"86000US28529",,"ZCTA5 28529",782,"ZCTA5 28529",65
"G28530","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28530",,,,,,,"86000US28530",,"ZCTA5 28530",660,"ZCTA5 28530",55
"G28531","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28531",,,,,,,"86000US28531",,"ZCTA5 28531",852,"ZCTA5 28531",216
"G28532","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28532",,,,,,,"86000US28532",,"ZCTA5 28532",1002,"ZCTA5 28532",44
"G28533","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28533",,,,,,,"86000US28533",,"ZCTA5 28533",.,"ZCTA5 28533",.
"G28537","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28537",,,,,,,"86000US28537",,"ZCTA5 28537",630,"ZCTA5 28537",198
"G28538","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28538",,,,,,,"86000US28538",,"ZCTA5 28538",711,"ZCTA5 28538",158
"G28539","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28539",,,,,,,"86000US28539",,"ZCTA5 28539",968,"ZCTA5 28539",61
"G28540","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28540",,,,,,,"86000US28540",,"ZCTA5 28540",912,"ZCTA5 28540",41
"G28543","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28543",,,,,,,"86000US28543",,"ZCTA5 28543",1125,"ZCTA5 28543",16
"G28544","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28544",,,,,,,"86000US28544",,"ZCTA5 28544",956,"ZCTA5 28544",57
"G28546","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28546",,,,,,,"86000US28546",,"ZCTA5 28546",1024,"ZCTA5 28546",31
"G28547","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28547",,,,,,,"86000US28547",,"ZCTA5 28547",1365,"ZCTA5 28547",36
"G28551","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28551",,,,,,,"86000US28551",,"ZCTA5 28551",724,"ZCTA5 28551",75
"G28552","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28552",,,,,,,"86000US28552",,"ZCTA5 28552",236,"ZCTA5 28552",2053
"G28553","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28553",,,,,,,"86000US28553",,"ZCTA5 28553",463,"ZCTA5 28553",110
"G28554","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28554",,,,,,,"86000US28554",,"ZCTA5 28554",727,"ZCTA5 28554",150
"G28555","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28555",,,,,,,"86000US28555",,"ZCTA5 28555",741,"ZCTA5 28555",120
"G28556","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28556",,,,,,,"86000US28556",,"ZCTA5 28556",593,"ZCTA5 28556",51
"G28557","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28557",,,,,,,"86000US28557",,"ZCTA5 28557",805,"ZCTA5 28557",49
"G28560","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28560",,,,,,,"86000US28560",,"ZCTA5 28560",834,"ZCTA5 28560",38
"G28562","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28562",,,,,,,"86000US28562",,"ZCTA5 28562",1006,"ZCTA5 28562",52
"G28570","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28570",,,,,,,"86000US28570",,"ZCTA5 28570",861,"ZCTA5 28570",72
"G28571","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28571",,,,,,,"86000US28571",,"ZCTA5 28571",1090,"ZCTA5 28571",107
"G28572","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28572",,,,,,,"86000US28572",,"ZCTA5 28572",580,"ZCTA5 28572",111
"G28573","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28573",,,,,,,"86000US28573",,"ZCTA5 28573",629,"ZCTA5 28573",35
"G28574","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28574",,,,,,,"86000US28574",,"ZCTA5 28574",916,"ZCTA5 28574",52
"G28575","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28575",,,,,,,"86000US28575",,"ZCTA5 28575",870,"ZCTA5 28575",327
"G28577","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28577",,,,,,,"86000US28577",,"ZCTA5 28577",488,"ZCTA5 28577",29
"G28578","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28578",,,,,,,"86000US28578",,"ZCTA5 28578",517,"ZCTA5 28578",89
"G28579","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28579",,,,,,,"86000US28579",,"ZCTA5 28579",917,"ZCTA5 28579",820
"G28580","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28580",,,,,,,"86000US28580",,"ZCTA5 28580",645,"ZCTA5 28580",27
"G28581","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"28581",,,,,,,"86000US28581",,"ZCTA5 28581",1042,"ZCTA5 28581",1196
