GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,NAEE001,NAME_M,NAEM001
"G18224","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18224",,,,,,,"86000US18224",,"ZCTA5 18224",562,"ZCTA5 18224",43
"G18225","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18225",,,,,,,"86000US18225",,"ZCTA5 18225",.,"ZCTA5 18225",.
"G18229","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18229",,,,,,,"86000US18229",,"ZCTA5 18229",904,"ZCTA5 18229",113
"G18230","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18230",,,,,,,"86000US18230",,"ZCTA5 18230",645,"ZCTA5 18230",311
"G18231","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18231",,,,,,,"86000US18231",,"ZCTA5 18231",702,"ZCTA5 18231",170
"G18232","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18232",,,,,,,"86000US18232",,"ZCTA5 18232",595,"ZCTA5 18232",94
"G18234","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18234",,,,,,,"86000US18234",,"ZCTA5 18234",866,"ZCTA5 18234",273
"G18235","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18235",,,,,,,"86000US18235",,"ZCTA5 18235",845,"ZCTA5 18235",54
"G18237","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18237",,,,,,,"86000US18237",,"ZCTA5 18237",656,"ZCTA5 18237",53
"G18239","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18239",,,,,,,"86000US18239",,"ZCTA5 18239",692,"ZCTA5 18239",555
"G18240","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18240",,,,,,,"86000US18240",,"ZCTA5 18240",754,"ZCTA5 18240",60
"G18241","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18241",,,,,,,"86000US18241",,"ZCTA5 18241",598,"ZCTA5 18241",95
"G18242","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18242",,,,,,,"86000US18242",,"ZCTA5 18242",525,"ZCTA5 18242",158
"G18244","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18244",,,,,,,"86000US18244",,"ZCTA5 18244",691,"ZCTA5 18244",80
"G18245","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18245",,,,,,,"86000US18245",,"ZCTA5 18245",593,"ZCTA5 18245",393
"G18246","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18246",,,,,,,"86000US18246",,"ZCTA5 18246",741,"ZCTA5 18246",338
"G18248","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18248",,,,,,,"86000US18248",,"ZCTA5 18248",735,"ZCTA5 18248",125
"G18249","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18249",,,,,,,"86000US18249",,"ZCTA5 18249",1034,"ZCTA5 18249",142
"G18250","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18250",,,,,,,"86000US18250",,"ZCTA5 18250",712,"ZCTA5 18250",72
"G18251","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18251",,,,,,,"86000US18251",,"ZCTA5 18251",232,"ZCTA5 18251",432
"G18252","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18252",,,,,,,"86000US18252",,"ZCTA5 18252",588,"ZCTA5 18252",15
"G18254","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18254",,,,,,,"86000US18254",,"ZCTA5 18254",591,"ZCTA5 18254",173
"G18255","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18255",,,,,,,"86000US18255",,"ZCTA5 18255",721,"ZCTA5 18255",71
"G18256","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18256",,,,,,,"86000US18256",,"ZCTA5 18256",508,"ZCTA5 18256",238
"G18301","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18301",,,,,,,"86000US18301",,"ZCTA5 18301",1242,"ZCTA5 18301",97
"G18302","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18302",,,,,,,"86000US18302",,"ZCTA5 18302",1440,"ZCTA5 18302",89
"G18321","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18321",,,,,,,"86000US18321",,"ZCTA5 18321",1244,"ZCTA5 18321",279
"G18322","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18322",,,,,,,"86000US18322",,"ZCTA5 18322",1459,"ZCTA5 18322",250
"G18323","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18323",,,,,,,"86000US18323",,"ZCTA5 18323",646,"ZCTA5 18323",307
"G18324","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18324",,,,,,,"86000US18324",,"ZCTA5 18324",1515,"ZCTA5 18324",93
"G18325","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18325",,,,,,,"86000US18325",,"ZCTA5 18325",959,"ZCTA5 18325",100
"G18326","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18326",,,,,,,"86000US18326",,"ZCTA5 18326",1340,"ZCTA5 18326",196
"G18327","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18327",,,,,,,"86000US18327",,"ZCTA5 18327",1238,"ZCTA5 18327",184
"G18328","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18328",,,,,,,"86000US18328",,"ZCTA5 18328",1255,"ZCTA5 18328",87
"G18330","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18330",,,,,,,"86000US18330",,"ZCTA5 18330",1453,"ZCTA5 18330",130
"G18331","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18331",,,,,,,"86000US18331",,"ZCTA5 18331",941,"ZCTA5 18331",76
"G18332","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18332",,,,,,,"86000US18332",,"ZCTA5 18332",1635,"ZCTA5 18332",200
"G18333","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18333",,,,,,,"86000US18333",,"ZCTA5 18333",1165,"ZCTA5 18333",665
"G18334","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18334",,,,,,,"86000US18334",,"ZCTA5 18334",1384,"ZCTA5 18334",195
"G18335","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18335",,,,,,,"86000US18335",,"ZCTA5 18335",688,"ZCTA5 18335",1548
"G18336","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18336",,,,,,,"86000US18336",,"ZCTA5 18336",1114,"ZCTA5 18336",90
"G18337","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18337",,,,,,,"86000US18337",,"ZCTA5 18337",1542,"ZCTA5 18337",107
"G18340","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18340",,,,,,,"86000US18340",,"ZCTA5 18340",596,"ZCTA5 18340",987
"G18342","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18342",,,,,,,"86000US18342",,"ZCTA5 18342",1131,"ZCTA5 18342",360
"G18343","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18343",,,,,,,"86000US18343",,"ZCTA5 18343",907,"ZCTA5 18343",157
"G18344","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18344",,,,,,,"86000US18344",,"ZCTA5 18344",1180,"ZCTA5 18344",153
"G18346","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18346",,,,,,,"86000US18346",,"ZCTA5 18346",1361,"ZCTA5 18346",124
"G18347","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18347",,,,,,,"86000US18347",,"ZCTA5 18347",1003,"ZCTA5 18347",229
"G18349","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18349",,,,,,,"86000US18349",,"ZCTA5 18349",2027,"ZCTA5 18349",2584
"G18350","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18350",,,,,,,"86000US18350",,"ZCTA5 18350",899,"ZCTA5 18350",242
"G18351","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18351",,,,,,,"86000US18351",,"ZCTA5 18351",929,"ZCTA5 18351",213
"G18352","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18352",,,,,,,"86000US18352",,"ZCTA5 18352",986,"ZCTA5 18352",326
"G18353","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18353",,,,,,,"86000US18353",,"ZCTA5 18353",1252,"ZCTA5 18353",107
"G18354","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18354",,,,,,,"86000US18354",,"ZCTA5 18354",763,"ZCTA5 18354",861
"G18355","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18355",,,,,,,"86000US18355",,"ZCTA5 18355",879,"ZCTA5 18355",299
"G18356","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18356",,,,,,,"86000US18356",,"ZCTA5 18356",976,"ZCTA5 18356",300
"G18357","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18357",,,,,,,"86000US18357",,"ZCTA5 18357",.,"ZCTA5 18357",.
"G18360","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18360",,,,,,,"86000US18360",,"ZCTA5 18360",1185,"ZCTA5 18360",67
"G18370","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18370",,,,,,,"86000US18370",,"ZCTA5 18370",1406,"ZCTA5 18370",397
"G18371","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18371",,,,,,,"86000US18371",,"ZCTA5 18371",2016,"ZCTA5 18371",297
"G18372","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18372",,,,,,,"86000US18372",,"ZCTA5 18372",1104,"ZCTA5 18372",415
"G18403","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18403",,,,,,,"86000US18403",,"ZCTA5 18403",795,"ZCTA5 18403",64
"G18405","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18405",,,,,,,"86000US18405",,"ZCTA5 18405",941,"ZCTA5 18405",275
"G18407","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18407",,,,,,,"86000US18407",,"ZCTA5 18407",717,"ZCTA5 18407",34
"G18411","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18411",,,,,,,"86000US18411",,"ZCTA5 18411",1145,"ZCTA5 18411",53
"G18413","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18413",,,,,,,"86000US18413",,"ZCTA5 18413",1154,"ZCTA5 18413",905
"G18414","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18414",,,,,,,"86000US18414",,"ZCTA5 18414",1025,"ZCTA5 18414",68
"G18415","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18415",,,,,,,"86000US18415",,"ZCTA5 18415",950,"ZCTA5 18415",335
"G18417","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18417",,,,,,,"86000US18417",,"ZCTA5 18417",671,"ZCTA5 18417",195
"G18419","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18419",,,,,,,"86000US18419",,"ZCTA5 18419",732,"ZCTA5 18419",60
"G18420","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18420",,,,,,,"86000US18420",,"ZCTA5 18420",832,"ZCTA5 18420",166
"G18421","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18421",,,,,,,"86000US18421",,"ZCTA5 18421",677,"ZCTA5 18421",52
"G18424","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18424",,,,,,,"86000US18424",,"ZCTA5 18424",943,"ZCTA5 18424",96
"G18425","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18425",,,,,,,"86000US18425",,"ZCTA5 18425",839,"ZCTA5 18425",296
"G18426","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18426",,,,,,,"86000US18426",,"ZCTA5 18426",877,"ZCTA5 18426",150
"G18427","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18427",,,,,,,"86000US18427",,"ZCTA5 18427",937,"ZCTA5 18427",36
"G18428","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18428",,,,,,,"86000US18428",,"ZCTA5 18428",995,"ZCTA5 18428",69
"G18430","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18430",,,,,,,"86000US18430",,"ZCTA5 18430",595,"ZCTA5 18430",501
"G18431","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18431",,,,,,,"86000US18431",,"ZCTA5 18431",739,"ZCTA5 18431",41
"G18433","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18433",,,,,,,"86000US18433",,"ZCTA5 18433",761,"ZCTA5 18433",86
"G18434","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18434",,,,,,,"86000US18434",,"ZCTA5 18434",707,"ZCTA5 18434",88
"G18435","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18435",,,,,,,"86000US18435",,"ZCTA5 18435",730,"ZCTA5 18435",185
"G18436","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18436",,,,,,,"86000US18436",,"ZCTA5 18436",998,"ZCTA5 18436",85
"G18437","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18437",,,,,,,"86000US18437",,"ZCTA5 18437",930,"ZCTA5 18437",351
"G18438","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18438",,,,,,,"86000US18438",,"ZCTA5 18438",935,"ZCTA5 18438",432
"G18439","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18439",,,,,,,"86000US18439",,"ZCTA5 18439",1000,"ZCTA5 18439",221
"G18441","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18441",,,,,,,"86000US18441",,"ZCTA5 18441",808,"ZCTA5 18441",180
"G18443","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18443",,,,,,,"86000US18443",,"ZCTA5 18443",468,"ZCTA5 18443",376
"G18444","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18444",,,,,,,"86000US18444",,"ZCTA5 18444",999,"ZCTA5 18444",64
"G18445","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18445",,,,,,,"86000US18445",,"ZCTA5 18445",913,"ZCTA5 18445",203
"G18446","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18446",,,,,,,"86000US18446",,"ZCTA5 18446",674,"ZCTA5 18446",57
"G18447","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18447",,,,,,,"86000US18447",,"ZCTA5 18447",821,"ZCTA5 18447",93
"G18451","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18451",,,,,,,"86000US18451",,"ZCTA5 18451",736,"ZCTA5 18451",357
"G18452","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18452",,,,,,,"86000US18452",,"ZCTA5 18452",727,"ZCTA5 18452",85
"G18453","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18453",,,,,,,"86000US18453",,"ZCTA5 18453",864,"ZCTA5 18453",140
"G18454","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18454",,,,,,,"86000US18454",,"ZCTA5 18454",1100,"ZCTA5 18454",799
"G18455","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18455",,,,,,,"86000US18455",,"ZCTA5 18455",1156,"ZCTA5 18455",118
"G18456","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18456",,,,,,,"86000US18456",,"ZCTA5 18456",813,"ZCTA5 18456",238
"G18457","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18457",,,,,,,"86000US18457",,"ZCTA5 18457",.,"ZCTA5 18457",.
"G18458","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18458",,,,,,,"86000US18458",,"ZCTA5 18458",1216,"ZCTA5 18458",144
"G18459","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18459",,,,,,,"86000US18459",,"ZCTA5 18459",581,"ZCTA5 18459",267
"G18460","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18460",,,,,,,"86000US18460",,"ZCTA5 18460",971,"ZCTA5 18460",59
"G18461","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18461",,,,,,,"86000US18461",,"ZCTA5 18461",436,"ZCTA5 18461",70
"G18462","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18462",,,,,,,"86000US18462",,"ZCTA5 18462",750,"ZCTA5 18462",270
"G18463","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18463",,,,,,,"86000US18463",,"ZCTA5 18463",1111,"ZCTA5 18463",258
"G18464","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18464",,,,,,,"86000US18464",,"ZCTA5 18464",974,"ZCTA5 18464",180
"G18465","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18465",,,,,,,"86000US18465",,"ZCTA5 18465",805,"ZCTA5 18465",130
"G18466","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18466",,,,,,,"86000US18466",,"ZCTA5 18466",1400,"ZCTA5 18466",127
"G18469","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18469",,,,,,,"86000US18469",,"ZCTA5 18469",725,"ZCTA5 18469",462
"G18470","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18470",,,,,,,"86000US18470",,"ZCTA5 18470",709,"ZCTA5 18470",85
"G18471","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18471",,,,,,,"86000US18471",,"ZCTA5 18471",2609,"ZCTA5 18471",1488
"G18472","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18472",,,,,,,"86000US18472",,"ZCTA5 18472",852,"ZCTA5 18472",62
"G18473","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18473",,,,,,,"86000US18473",,"ZCTA5 18473",740,"ZCTA5 18473",123
"G18503","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18503",,,,,,,"86000US18503",,"ZCTA5 18503",538,"ZCTA5 18503",166
"G18504","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18504",,,,,,,"86000US18504",,"ZCTA5 18504",763,"ZCTA5 18504",31
"G18505","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18505",,,,,,,"86000US18505",,"ZCTA5 18505",700,"ZCTA5 18505",27
"G18507","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18507",,,,,,,"86000US18507",,"ZCTA5 18507",767,"ZCTA5 18507",61
"G18508","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18508",,,,,,,"86000US18508",,"ZCTA5 18508",699,"ZCTA5 18508",34
"G18509","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18509",,,,,,,"86000US18509",,"ZCTA5 18509",739,"ZCTA5 18509",39
"G18510","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18510",,,,,,,"86000US18510",,"ZCTA5 18510",715,"ZCTA5 18510",34
"G18512","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18512",,,,,,,"86000US18512",,"ZCTA5 18512",775,"ZCTA5 18512",42
"G18517","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18517",,,,,,,"86000US18517",,"ZCTA5 18517",675,"ZCTA5 18517",60
"G18518","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18518",,,,,,,"86000US18518",,"ZCTA5 18518",714,"ZCTA5 18518",61
"G18519","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18519",,,,,,,"86000US18519",,"ZCTA5 18519",635,"ZCTA5 18519",62
"G18602","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18602",,,,,,,"86000US18602",,"ZCTA5 18602",1306,"ZCTA5 18602",311
"G18603","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18603",,,,,,,"86000US18603",,"ZCTA5 18603",683,"ZCTA5 18603",36
"G18610","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18610",,,,,,,"86000US18610",,"ZCTA5 18610",1180,"ZCTA5 18610",250
"G18612","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18612",,,,,,,"86000US18612",,"ZCTA5 18612",944,"ZCTA5 18612",48
"G18614","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18614",,,,,,,"86000US18614",,"ZCTA5 18614",499,"ZCTA5 18614",48
"G18615","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18615",,,,,,,"86000US18615",,"ZCTA5 18615",809,"ZCTA5 18615",77
"G18616","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18616",,,,,,,"86000US18616",,"ZCTA5 18616",520,"ZCTA5 18616",108
"G18617","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18617",,,,,,,"86000US18617",,"ZCTA5 18617",623,"ZCTA5 18617",65
"G18618","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18618",,,,,,,"86000US18618",,"ZCTA5 18618",1062,"ZCTA5 18618",106
"G18619","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18619",,,,,,,"86000US18619",,"ZCTA5 18619",475,"ZCTA5 18619",230
"G18621","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18621",,,,,,,"86000US18621",,"ZCTA5 18621",774,"ZCTA5 18621",61
"G18622","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18622",,,,,,,"86000US18622",,"ZCTA5 18622",714,"ZCTA5 18622",182
"G18623","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18623",,,,,,,"86000US18623",,"ZCTA5 18623",689,"ZCTA5 18623",73
"G18624","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18624",,,,,,,"86000US18624",,"ZCTA5 18624",1271,"ZCTA5 18624",749
"G18625","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18625",,,,,,,"86000US18625",,"ZCTA5 18625",800,"ZCTA5 18625",191
"G18626","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18626",,,,,,,"86000US18626",,"ZCTA5 18626",496,"ZCTA5 18626",258
"G18628","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18628",,,,,,,"86000US18628",,"ZCTA5 18628",566,"ZCTA5 18628",212
"G18629","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18629",,,,,,,"86000US18629",,"ZCTA5 18629",770,"ZCTA5 18629",74
"G18630","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18630",,,,,,,"86000US18630",,"ZCTA5 18630",680,"ZCTA5 18630",75
"G18631","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18631",,,,,,,"86000US18631",,"ZCTA5 18631",560,"ZCTA5 18631",108
"G18632","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18632",,,,,,,"86000US18632",,"ZCTA5 18632",580,"ZCTA5 18632",216
"G18634","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18634",,,,,,,"86000US18634",,"ZCTA5 18634",636,"ZCTA5 18634",36
"G18635","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18635",,,,,,,"86000US18635",,"ZCTA5 18635",706,"ZCTA5 18635",60
"G18636","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18636",,,,,,,"86000US18636",,"ZCTA5 18636",721,"ZCTA5 18636",61
"G18640","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18640",,,,,,,"86000US18640",,"ZCTA5 18640",751,"ZCTA5 18640",41
"G18641","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18641",,,,,,,"86000US18641",,"ZCTA5 18641",697,"ZCTA5 18641",62
"G18642","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18642",,,,,,,"86000US18642",,"ZCTA5 18642",675,"ZCTA5 18642",57
"G18643","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18643",,,,,,,"86000US18643",,"ZCTA5 18643",761,"ZCTA5 18643",51
"G18644","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18644",,,,,,,"86000US18644",,"ZCTA5 18644",776,"ZCTA5 18644",44
"G18651","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18651",,,,,,,"86000US18651",,"ZCTA5 18651",700,"ZCTA5 18651",63
"G18653","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18653",,,,,,,"86000US18653",,"ZCTA5 18653",900,"ZCTA5 18653",257
"G18655","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18655",,,,,,,"86000US18655",,"ZCTA5 18655",794,"ZCTA5 18655",60
"G18656","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18656",,,,,,,"86000US18656",,"ZCTA5 18656",900,"ZCTA5 18656",109
"G18657","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18657",,,,,,,"86000US18657",,"ZCTA5 18657",769,"ZCTA5 18657",36
"G18660","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18660",,,,,,,"86000US18660",,"ZCTA5 18660",683,"ZCTA5 18660",117
"G18661","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18661",,,,,,,"86000US18661",,"ZCTA5 18661",817,"ZCTA5 18661",54
"G18701","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18701",,,,,,,"86000US18701",,"ZCTA5 18701",664,"ZCTA5 18701",90
"G18702","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18702",,,,,,,"86000US18702",,"ZCTA5 18702",676,"ZCTA5 18702",18
"G18704","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18704",,,,,,,"86000US18704",,"ZCTA5 18704",776,"ZCTA5 18704",27
"G18705","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18705",,,,,,,"86000US18705",,"ZCTA5 18705",682,"ZCTA5 18705",23
"G18706","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18706",,,,,,,"86000US18706",,"ZCTA5 18706",640,"ZCTA5 18706",48
"G18707","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18707",,,,,,,"86000US18707",,"ZCTA5 18707",1032,"ZCTA5 18707",74
"G18708","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18708",,,,,,,"86000US18708",,"ZCTA5 18708",1079,"ZCTA5 18708",121
"G18709","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18709",,,,,,,"86000US18709",,"ZCTA5 18709",582,"ZCTA5 18709",59
"G18801","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18801",,,,,,,"86000US18801",,"ZCTA5 18801",728,"ZCTA5 18801",25
