GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,NAEE001,NAME_M,NAEM001
"G18810","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18810",,,,,,,"86000US18810",,"ZCTA5 18810",681,"ZCTA5 18810",108
"G18812","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18812",,,,,,,"86000US18812",,"ZCTA5 18812",1062,"ZCTA5 18812",140
"G18814","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18814",,,,,,,"86000US18814",,"ZCTA5 18814",653,"ZCTA5 18814",139
"G18816","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18816",,,,,,,"86000US18816",,"ZCTA5 18816",880,"ZCTA5 18816",99
"G18817","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18817",,,,,,,"86000US18817",,"ZCTA5 18817",580,"ZCTA5 18817",83
"G18818","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18818",,,,,,,"86000US18818",,"ZCTA5 18818",719,"ZCTA5 18818",80
"G18821","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18821",,,,,,,"86000US18821",,"ZCTA5 18821",602,"ZCTA5 18821",70
"G18822","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18822",,,,,,,"86000US18822",,"ZCTA5 18822",753,"ZCTA5 18822",39
"G18823","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18823",,,,,,,"86000US18823",,"ZCTA5 18823",741,"ZCTA5 18823",419
"G18824","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18824",,,,,,,"86000US18824",,"ZCTA5 18824",666,"ZCTA5 18824",83
"G18825","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18825",,,,,,,"86000US18825",,"ZCTA5 18825",700,"ZCTA5 18825",334
"G18826","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18826",,,,,,,"86000US18826",,"ZCTA5 18826",590,"ZCTA5 18826",43
"G18828","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18828",,,,,,,"86000US18828",,"ZCTA5 18828",733,"ZCTA5 18828",150
"G18829","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18829",,,,,,,"86000US18829",,"ZCTA5 18829",681,"ZCTA5 18829",135
"G18830","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18830",,,,,,,"86000US18830",,"ZCTA5 18830",740,"ZCTA5 18830",77
"G18831","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18831",,,,,,,"86000US18831",,"ZCTA5 18831",620,"ZCTA5 18831",76
"G18832","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18832",,,,,,,"86000US18832",,"ZCTA5 18832",634,"ZCTA5 18832",89
"G18833","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18833",,,,,,,"86000US18833",,"ZCTA5 18833",624,"ZCTA5 18833",61
"G18834","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18834",,,,,,,"86000US18834",,"ZCTA5 18834",819,"ZCTA5 18834",82
"G18837","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18837",,,,,,,"86000US18837",,"ZCTA5 18837",676,"ZCTA5 18837",78
"G18840","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18840",,,,,,,"86000US18840",,"ZCTA5 18840",699,"ZCTA5 18840",42
"G18842","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18842",,,,,,,"86000US18842",,"ZCTA5 18842",1042,"ZCTA5 18842",176
"G18843","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18843",,,,,,,"86000US18843",,"ZCTA5 18843",643,"ZCTA5 18843",89
"G18844","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18844",,,,,,,"86000US18844",,"ZCTA5 18844",858,"ZCTA5 18844",111
"G18845","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18845",,,,,,,"86000US18845",,"ZCTA5 18845",666,"ZCTA5 18845",96
"G18846","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18846",,,,,,,"86000US18846",,"ZCTA5 18846",729,"ZCTA5 18846",187
"G18847","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18847",,,,,,,"86000US18847",,"ZCTA5 18847",663,"ZCTA5 18847",21
"G18848","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18848",,,,,,,"86000US18848",,"ZCTA5 18848",704,"ZCTA5 18848",53
"G18850","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18850",,,,,,,"86000US18850",,"ZCTA5 18850",768,"ZCTA5 18850",85
"G18851","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18851",,,,,,,"86000US18851",,"ZCTA5 18851",529,"ZCTA5 18851",103
"G18853","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18853",,,,,,,"86000US18853",,"ZCTA5 18853",642,"ZCTA5 18853",67
"G18854","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18854",,,,,,,"86000US18854",,"ZCTA5 18854",634,"ZCTA5 18854",60
"G18901","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18901",,,,,,,"86000US18901",,"ZCTA5 18901",1618,"ZCTA5 18901",72
"G18902","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18902",,,,,,,"86000US18902",,"ZCTA5 18902",2351,"ZCTA5 18902",126
"G18912","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18912",,,,,,,"86000US18912",,"ZCTA5 18912",.,"ZCTA5 18912",.
"G18913","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18913",,,,,,,"86000US18913",,"ZCTA5 18913",884,"ZCTA5 18913",4425
"G18914","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18914",,,,,,,"86000US18914",,"ZCTA5 18914",2029,"ZCTA5 18914",82
"G18915","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18915",,,,,,,"86000US18915",,"ZCTA5 18915",1898,"ZCTA5 18915",157
"G18917","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18917",,,,,,,"86000US18917",,"ZCTA5 18917",1019,"ZCTA5 18917",69
"G18920","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18920",,,,,,,"86000US18920",,"ZCTA5 18920",886,"ZCTA5 18920",198
"G18923","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18923",,,,,,,"86000US18923",,"ZCTA5 18923",2230,"ZCTA5 18923",769
"G18925","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18925",,,,,,,"86000US18925",,"ZCTA5 18925",2894,"ZCTA5 18925",230
"G18929","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18929",,,,,,,"86000US18929",,"ZCTA5 18929",2350,"ZCTA5 18929",218
"G18930","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18930",,,,,,,"86000US18930",,"ZCTA5 18930",1667,"ZCTA5 18930",174
"G18932","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18932",,,,,,,"86000US18932",,"ZCTA5 18932",1223,"ZCTA5 18932",1893
"G18935","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18935",,,,,,,"86000US18935",,"ZCTA5 18935",791,"ZCTA5 18935",393
"G18936","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18936",,,,,,,"86000US18936",,"ZCTA5 18936",.,"ZCTA5 18936",.
"G18938","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18938",,,,,,,"86000US18938",,"ZCTA5 18938",1708,"ZCTA5 18938",122
"G18940","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18940",,,,,,,"86000US18940",,"ZCTA5 18940",2116,"ZCTA5 18940",81
"G18942","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18942",,,,,,,"86000US18942",,"ZCTA5 18942",1687,"ZCTA5 18942",214
"G18944","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18944",,,,,,,"86000US18944",,"ZCTA5 18944",1620,"ZCTA5 18944",67
"G18947","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18947",,,,,,,"86000US18947",,"ZCTA5 18947",2223,"ZCTA5 18947",219
"G18950","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18950",,,,,,,"86000US18950",,"ZCTA5 18950",1191,"ZCTA5 18950",2195
"G18951","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18951",,,,,,,"86000US18951",,"ZCTA5 18951",1210,"ZCTA5 18951",45
"G18954","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18954",,,,,,,"86000US18954",,"ZCTA5 18954",2094,"ZCTA5 18954",202
"G18955","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18955",,,,,,,"86000US18955",,"ZCTA5 18955",1300,"ZCTA5 18955",187
"G18960","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18960",,,,,,,"86000US18960",,"ZCTA5 18960",1349,"ZCTA5 18960",76
"G18962","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18962",,,,,,,"86000US18962",,"ZCTA5 18962",882,"ZCTA5 18962",303
"G18964","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18964",,,,,,,"86000US18964",,"ZCTA5 18964",1245,"ZCTA5 18964",146
"G18966","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18966",,,,,,,"86000US18966",,"ZCTA5 18966",1692,"ZCTA5 18966",86
"G18969","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18969",,,,,,,"86000US18969",,"ZCTA5 18969",1370,"ZCTA5 18969",93
"G18970","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18970",,,,,,,"86000US18970",,"ZCTA5 18970",882,"ZCTA5 18970",288
"G18972","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18972",,,,,,,"86000US18972",,"ZCTA5 18972",1141,"ZCTA5 18972",164
"G18974","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18974",,,,,,,"86000US18974",,"ZCTA5 18974",1411,"ZCTA5 18974",70
"G18976","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18976",,,,,,,"86000US18976",,"ZCTA5 18976",1699,"ZCTA5 18976",124
"G18977","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18977",,,,,,,"86000US18977",,"ZCTA5 18977",2622,"ZCTA5 18977",276
"G18980","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"18980",,,,,,,"86000US18980",,"ZCTA5 18980",2340,"ZCTA5 18980",683
"G19001","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19001",,,,,,,"86000US19001",,"ZCTA5 19001",1454,"ZCTA5 19001",74
"G19002","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19002",,,,,,,"86000US19002",,"ZCTA5 19002",1649,"ZCTA5 19002",93
"G19003","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19003",,,,,,,"86000US19003",,"ZCTA5 19003",1362,"ZCTA5 19003",84
"G19004","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19004",,,,,,,"86000US19004",,"ZCTA5 19004",1885,"ZCTA5 19004",158
"G19006","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19006",,,,,,,"86000US19006",,"ZCTA5 19006",1687,"ZCTA5 19006",118
"G19007","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19007",,,,,,,"86000US19007",,"ZCTA5 19007",939,"ZCTA5 19007",32
"G19008","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19008",,,,,,,"86000US19008",,"ZCTA5 19008",1241,"ZCTA5 19008",87
"G19009","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19009",,,,,,,"86000US19009",,"ZCTA5 19009",1362,"ZCTA5 19009",239
"G19010","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19010",,,,,,,"86000US19010",,"ZCTA5 19010",1691,"ZCTA5 19010",61
"G19012","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19012",,,,,,,"86000US19012",,"ZCTA5 19012",1534,"ZCTA5 19012",106
"G19013","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19013",,,,,,,"86000US19013",,"ZCTA5 19013",761,"ZCTA5 19013",30
"G19014","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19014",,,,,,,"86000US19014",,"ZCTA5 19014",1450,"ZCTA5 19014",54
"G19015","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19015",,,,,,,"86000US19015",,"ZCTA5 19015",1018,"ZCTA5 19015",53
"G19017","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19017",,,,,,,"86000US19017",,"ZCTA5 19017",2349,"ZCTA5 19017",390
"G19018","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19018",,,,,,,"86000US19018",,"ZCTA5 19018",1087,"ZCTA5 19018",43
"G19020","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19020",,,,,,,"86000US19020",,"ZCTA5 19020",1173,"ZCTA5 19020",22
"G19021","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19021",,,,,,,"86000US19021",,"ZCTA5 19021",1077,"ZCTA5 19021",87
"G19022","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19022",,,,,,,"86000US19022",,"ZCTA5 19022",913,"ZCTA5 19022",110
"G19023","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19023",,,,,,,"86000US19023",,"ZCTA5 19023",1009,"ZCTA5 19023",42
"G19025","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19025",,,,,,,"86000US19025",,"ZCTA5 19025",2117,"ZCTA5 19025",184
"G19026","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19026",,,,,,,"86000US19026",,"ZCTA5 19026",1224,"ZCTA5 19026",41
"G19027","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19027",,,,,,,"86000US19027",,"ZCTA5 19027",1338,"ZCTA5 19027",65
"G19029","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19029",,,,,,,"86000US19029",,"ZCTA5 19029",994,"ZCTA5 19029",85
"G19030","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19030",,,,,,,"86000US19030",,"ZCTA5 19030",1159,"ZCTA5 19030",74
"G19031","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19031",,,,,,,"86000US19031",,"ZCTA5 19031",1466,"ZCTA5 19031",151
"G19032","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19032",,,,,,,"86000US19032",,"ZCTA5 19032",1065,"ZCTA5 19032",61
"G19033","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19033",,,,,,,"86000US19033",,"ZCTA5 19033",1191,"ZCTA5 19033",91
"G19034","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19034",,,,,,,"86000US19034",,"ZCTA5 19034",1921,"ZCTA5 19034",147
"G19035","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19035",,,,,,,"86000US19035",,"ZCTA5 19035",2812,"ZCTA5 19035",345
"G19036","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19036",,,,,,,"86000US19036",,"ZCTA5 19036",1063,"ZCTA5 19036",54
"G19038","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19038",,,,,,,"86000US19038",,"ZCTA5 19038",1620,"ZCTA5 19038",63
"G19040","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19040",,,,,,,"86000US19040",,"ZCTA5 19040",1287,"ZCTA5 19040",114
"G19041","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19041",,,,,,,"86000US19041",,"ZCTA5 19041",2147,"ZCTA5 19041",282
"G19043","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19043",,,,,,,"86000US19043",,"ZCTA5 19043",1294,"ZCTA5 19043",245
"G19044","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19044",,,,,,,"86000US19044",,"ZCTA5 19044",1276,"ZCTA5 19044",70
"G19046","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19046",,,,,,,"86000US19046",,"ZCTA5 19046",1463,"ZCTA5 19046",102
"G19047","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19047",,,,,,,"86000US19047",,"ZCTA5 19047",1479,"ZCTA5 19047",61
"G19050","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19050",,,,,,,"86000US19050",,"ZCTA5 19050",1135,"ZCTA5 19050",50
"G19053","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19053",,,,,,,"86000US19053",,"ZCTA5 19053",1266,"ZCTA5 19053",84
"G19054","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19054",,,,,,,"86000US19054",,"ZCTA5 19054",1243,"ZCTA5 19054",80
"G19055","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19055",,,,,,,"86000US19055",,"ZCTA5 19055",1341,"ZCTA5 19055",84
"G19056","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19056",,,,,,,"86000US19056",,"ZCTA5 19056",1277,"ZCTA5 19056",78
"G19057","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19057",,,,,,,"86000US19057",,"ZCTA5 19057",1242,"ZCTA5 19057",89
"G19060","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19060",,,,,,,"86000US19060",,"ZCTA5 19060",2162,"ZCTA5 19060",103
"G19061","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19061",,,,,,,"86000US19061",,"ZCTA5 19061",1108,"ZCTA5 19061",47
"G19063","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19063",,,,,,,"86000US19063",,"ZCTA5 19063",1526,"ZCTA5 19063",72
"G19064","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19064",,,,,,,"86000US19064",,"ZCTA5 19064",1573,"ZCTA5 19064",125
"G19066","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19066",,,,,,,"86000US19066",,"ZCTA5 19066",2454,"ZCTA5 19066",224
"G19067","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19067",,,,,,,"86000US19067",,"ZCTA5 19067",1608,"ZCTA5 19067",62
"G19070","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19070",,,,,,,"86000US19070",,"ZCTA5 19070",1198,"ZCTA5 19070",84
"G19072","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19072",,,,,,,"86000US19072",,"ZCTA5 19072",1705,"ZCTA5 19072",172
"G19073","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19073",,,,,,,"86000US19073",,"ZCTA5 19073",1874,"ZCTA5 19073",143
"G19074","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19074",,,,,,,"86000US19074",,"ZCTA5 19074",1160,"ZCTA5 19074",91
"G19075","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19075",,,,,,,"86000US19075",,"ZCTA5 19075",1466,"ZCTA5 19075",166
"G19076","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19076",,,,,,,"86000US19076",,"ZCTA5 19076",981,"ZCTA5 19076",71
"G19078","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19078",,,,,,,"86000US19078",,"ZCTA5 19078",1019,"ZCTA5 19078",75
"G19079","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19079",,,,,,,"86000US19079",,"ZCTA5 19079",1059,"ZCTA5 19079",70
"G19081","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19081",,,,,,,"86000US19081",,"ZCTA5 19081",1529,"ZCTA5 19081",133
"G19082","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19082",,,,,,,"86000US19082",,"ZCTA5 19082",966,"ZCTA5 19082",31
"G19083","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19083",,,,,,,"86000US19083",,"ZCTA5 19083",1536,"ZCTA5 19083",52
"G19085","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19085",,,,,,,"86000US19085",,"ZCTA5 19085",3273,"ZCTA5 19085",318
"G19086","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19086",,,,,,,"86000US19086",,"ZCTA5 19086",1620,"ZCTA5 19086",160
"G19087","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19087",,,,,,,"86000US19087",,"ZCTA5 19087",1749,"ZCTA5 19087",80
"G19090","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19090",,,,,,,"86000US19090",,"ZCTA5 19090",1322,"ZCTA5 19090",81
"G19094","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19094",,,,,,,"86000US19094",,"ZCTA5 19094",1081,"ZCTA5 19094",106
"G19095","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19095",,,,,,,"86000US19095",,"ZCTA5 19095",1581,"ZCTA5 19095",94
"G19096","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19096",,,,,,,"86000US19096",,"ZCTA5 19096",1751,"ZCTA5 19096",126
"G19102","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19102",,,,,,,"86000US19102",,"ZCTA5 19102",1502,"ZCTA5 19102",181
"G19103","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19103",,,,,,,"86000US19103",,"ZCTA5 19103",1334,"ZCTA5 19103",66
"G19104","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19104",,,,,,,"86000US19104",,"ZCTA5 19104",778,"ZCTA5 19104",18
"G19106","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19106",,,,,,,"86000US19106",,"ZCTA5 19106",1673,"ZCTA5 19106",61
"G19107","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19107",,,,,,,"86000US19107",,"ZCTA5 19107",1089,"ZCTA5 19107",58
"G19109","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19109",,,,,,,"86000US19109",,"ZCTA5 19109",.,"ZCTA5 19109",.
"G19111","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19111",,,,,,,"86000US19111",,"ZCTA5 19111",981,"ZCTA5 19111",36
"G19112","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19112",,,,,,,"86000US19112",,"ZCTA5 19112",.,"ZCTA5 19112",.
"G19113","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19113",,,,,,,"86000US19113",,"ZCTA5 19113",1691,"ZCTA5 19113",931
"G19114","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19114",,,,,,,"86000US19114",,"ZCTA5 19114",981,"ZCTA5 19114",30
"G19115","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19115",,,,,,,"86000US19115",,"ZCTA5 19115",947,"ZCTA5 19115",28
"G19116","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19116",,,,,,,"86000US19116",,"ZCTA5 19116",989,"ZCTA5 19116",40
"G19118","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19118",,,,,,,"86000US19118",,"ZCTA5 19118",1268,"ZCTA5 19118",121
"G19119","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19119",,,,,,,"86000US19119",,"ZCTA5 19119",965,"ZCTA5 19119",35
"G19120","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19120",,,,,,,"86000US19120",,"ZCTA5 19120",857,"ZCTA5 19120",18
"G19121","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19121",,,,,,,"86000US19121",,"ZCTA5 19121",548,"ZCTA5 19121",30
"G19122","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19122",,,,,,,"86000US19122",,"ZCTA5 19122",622,"ZCTA5 19122",45
"G19123","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19123",,,,,,,"86000US19123",,"ZCTA5 19123",940,"ZCTA5 19123",92
"G19124","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19124",,,,,,,"86000US19124",,"ZCTA5 19124",810,"ZCTA5 19124",25
"G19125","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19125",,,,,,,"86000US19125",,"ZCTA5 19125",829,"ZCTA5 19125",36
"G19126","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19126",,,,,,,"86000US19126",,"ZCTA5 19126",844,"ZCTA5 19126",37
"G19127","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19127",,,,,,,"86000US19127",,"ZCTA5 19127",1081,"ZCTA5 19127",106
"G19128","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19128",,,,,,,"86000US19128",,"ZCTA5 19128",1169,"ZCTA5 19128",37
"G19129","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19129",,,,,,,"86000US19129",,"ZCTA5 19129",1000,"ZCTA5 19129",84
"G19130","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19130",,,,,,,"86000US19130",,"ZCTA5 19130",1263,"ZCTA5 19130",65
"G19131","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19131",,,,,,,"86000US19131",,"ZCTA5 19131",838,"ZCTA5 19131",19
"G19132","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19132",,,,,,,"86000US19132",,"ZCTA5 19132",548,"ZCTA5 19132",27
"G19133","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19133",,,,,,,"86000US19133",,"ZCTA5 19133",446,"ZCTA5 19133",30
"G19134","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19134",,,,,,,"86000US19134",,"ZCTA5 19134",745,"ZCTA5 19134",31
"G19135","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19135",,,,,,,"86000US19135",,"ZCTA5 19135",894,"ZCTA5 19135",32
"G19136","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19136",,,,,,,"86000US19136",,"ZCTA5 19136",834,"ZCTA5 19136",44
"G19137","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19137",,,,,,,"86000US19137",,"ZCTA5 19137",849,"ZCTA5 19137",56
"G19138","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19138",,,,,,,"86000US19138",,"ZCTA5 19138",805,"ZCTA5 19138",60
"G19139","2007-2011","US",,,,,,,,,,,,,,,,,,,,,,,,,"19139",,,,,,,"86000US19139",,"ZCTA5 19139",691,"ZCTA5 19139",25
