GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ABY2E001,NAME_M,ABY2M001
"G25502","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25502",,,,,,,"86000US25502",,"ZCTA5 25502",468,"ZCTA5 25502",37
"G25503","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25503",,,,,,,"86000US25503",,"ZCTA5 25503",255,"ZCTA5 25503",93
"G25504","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25504",,,,,,,"86000US25504",,"ZCTA5 25504",668,"ZCTA5 25504",51
"G25505","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25505",,,,,,,"86000US25505",,"ZCTA5 25505",417,"ZCTA5 25505",90
"G25506","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25506",,,,,,,"86000US25506",,"ZCTA5 25506",347,"ZCTA5 25506",51
"G25507","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25507",,,,,,,"86000US25507",,"ZCTA5 25507",593,"ZCTA5 25507",152
"G25508","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25508",,,,,,,"86000US25508",,"ZCTA5 25508",531,"ZCTA5 25508",61
"G25510","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25510",,,,,,,"86000US25510",,"ZCTA5 25510",687,"ZCTA5 25510",71
"G25511","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25511",,,,,,,"86000US25511",,"ZCTA5 25511",202,"ZCTA5 25511",126
"G25512","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25512",,,,,,,"86000US25512",,"ZCTA5 25512",242,"ZCTA5 25512",32
"G25514","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25514",,,,,,,"86000US25514",,"ZCTA5 25514",392,"ZCTA5 25514",63
"G25515","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25515",,,,,,,"86000US25515",,"ZCTA5 25515",477,"ZCTA5 25515",90
"G25517","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25517",,,,,,,"86000US25517",,"ZCTA5 25517",322,"ZCTA5 25517",48
"G25520","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25520",,,,,,,"86000US25520",,"ZCTA5 25520",426,"ZCTA5 25520",322
"G25521","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25521",,,,,,,"86000US25521",,"ZCTA5 25521",484,"ZCTA5 25521",211
"G25523","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25523",,,,,,,"86000US25523",,"ZCTA5 25523",438,"ZCTA5 25523",104
"G25524","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25524",,,,,,,"86000US25524",,"ZCTA5 25524",412,"ZCTA5 25524",79
"G25526","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25526",,,,,,,"86000US25526",,"ZCTA5 25526",801,"ZCTA5 25526",53
"G25529","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25529",,,,,,,"86000US25529",,"ZCTA5 25529",299,"ZCTA5 25529",44
"G25530","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25530",,,,,,,"86000US25530",,"ZCTA5 25530",568,"ZCTA5 25530",96
"G25534","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25534",,,,,,,"86000US25534",,"ZCTA5 25534",203,"ZCTA5 25534",396
"G25535","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25535",,,,,,,"86000US25535",,"ZCTA5 25535",603,"ZCTA5 25535",300
"G25537","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25537",,,,,,,"86000US25537",,"ZCTA5 25537",383,"ZCTA5 25537",197
"G25540","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25540",,,,,,,"86000US25540",,"ZCTA5 25540",268,"ZCTA5 25540",260
"G25541","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25541",,,,,,,"86000US25541",,"ZCTA5 25541",625,"ZCTA5 25541",77
"G25545","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25545",,,,,,,"86000US25545",,"ZCTA5 25545",642,"ZCTA5 25545",165
"G25547","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25547",,,,,,,"86000US25547",,"ZCTA5 25547",456,"ZCTA5 25547",103
"G25550","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25550",,,,,,,"86000US25550",,"ZCTA5 25550",494,"ZCTA5 25550",109
"G25555","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25555",,,,,,,"86000US25555",,"ZCTA5 25555",319,"ZCTA5 25555",91
"G25557","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25557",,,,,,,"86000US25557",,"ZCTA5 25557",245,"ZCTA5 25557",34
"G25559","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25559",,,,,,,"86000US25559",,"ZCTA5 25559",679,"ZCTA5 25559",222
"G25560","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25560",,,,,,,"86000US25560",,"ZCTA5 25560",831,"ZCTA5 25560",106
"G25564","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25564",,,,,,,"86000US25564",,"ZCTA5 25564",398,"ZCTA5 25564",84
"G25565","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25565",,,,,,,"86000US25565",,"ZCTA5 25565",361,"ZCTA5 25565",284
"G25567","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25567",,,,,,,"86000US25567",,"ZCTA5 25567",278,"ZCTA5 25567",56
"G25570","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25570",,,,,,,"86000US25570",,"ZCTA5 25570",389,"ZCTA5 25570",70
"G25571","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25571",,,,,,,"86000US25571",,"ZCTA5 25571",562,"ZCTA5 25571",142
"G25573","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25573",,,,,,,"86000US25573",,"ZCTA5 25573",541,"ZCTA5 25573",244
"G25601","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25601",,,,,,,"86000US25601",,"ZCTA5 25601",538,"ZCTA5 25601",46
"G25606","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25606",,,,,,,"86000US25606",,"ZCTA5 25606",387,"ZCTA5 25606",71
"G25607","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25607",,,,,,,"86000US25607",,"ZCTA5 25607",367,"ZCTA5 25607",66
"G25608","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25608",,,,,,,"86000US25608",,"ZCTA5 25608",264,"ZCTA5 25608",67
"G25611","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25611",,,,,,,"86000US25611",,"ZCTA5 25611",792,"ZCTA5 25611",722
"G25617","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25617",,,,,,,"86000US25617",,"ZCTA5 25617",613,"ZCTA5 25617",70
"G25621","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25621",,,,,,,"86000US25621",,"ZCTA5 25621",397,"ZCTA5 25621",107
"G25624","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25624",,,,,,,"86000US25624",,"ZCTA5 25624",569,"ZCTA5 25624",579
"G25625","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25625",,,,,,,"86000US25625",,"ZCTA5 25625",431,"ZCTA5 25625",118
"G25628","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25628",,,,,,,"86000US25628",,"ZCTA5 25628",413,"ZCTA5 25628",299
"G25630","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25630",,,,,,,"86000US25630",,"ZCTA5 25630",410,"ZCTA5 25630",118
"G25632","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25632",,,,,,,"86000US25632",,"ZCTA5 25632",540,"ZCTA5 25632",499
"G25634","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25634",,,,,,,"86000US25634",,"ZCTA5 25634",416,"ZCTA5 25634",195
"G25635","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25635",,,,,,,"86000US25635",,"ZCTA5 25635",475,"ZCTA5 25635",48
"G25637","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25637",,,,,,,"86000US25637",,"ZCTA5 25637",412,"ZCTA5 25637",47
"G25638","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25638",,,,,,,"86000US25638",,"ZCTA5 25638",403,"ZCTA5 25638",208
"G25639","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25639",,,,,,,"86000US25639",,"ZCTA5 25639",388,"ZCTA5 25639",251
"G25644","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25644",,,,,,,"86000US25644",,"ZCTA5 25644",370,"ZCTA5 25644",136
"G25646","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25646",,,,,,,"86000US25646",,"ZCTA5 25646",331,"ZCTA5 25646",108
"G25647","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25647",,,,,,,"86000US25647",,"ZCTA5 25647",511,"ZCTA5 25647",263
"G25649","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25649",,,,,,,"86000US25649",,"ZCTA5 25649",456,"ZCTA5 25649",224
"G25650","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25650",,,,,,,"86000US25650",,"ZCTA5 25650",289,"ZCTA5 25650",59
"G25651","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25651",,,,,,,"86000US25651",,"ZCTA5 25651",310,"ZCTA5 25651",45
"G25652","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25652",,,,,,,"86000US25652",,"ZCTA5 25652",530,"ZCTA5 25652",396
"G25653","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25653",,,,,,,"86000US25653",,"ZCTA5 25653",273,"ZCTA5 25653",191
"G25654","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25654",,,,,,,"86000US25654",,"ZCTA5 25654",757,"ZCTA5 25654",539
"G25661","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25661",,,,,,,"86000US25661",,"ZCTA5 25661",535,"ZCTA5 25661",44
"G25666","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25666",,,,,,,"86000US25666",,"ZCTA5 25666",286,"ZCTA5 25666",299
"G25669","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25669",,,,,,,"86000US25669",,"ZCTA5 25669",271,"ZCTA5 25669",76
"G25670","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25670",,,,,,,"86000US25670",,"ZCTA5 25670",459,"ZCTA5 25670",50
"G25671","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25671",,,,,,,"86000US25671",,"ZCTA5 25671",290,"ZCTA5 25671",301
"G25672","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25672",,,,,,,"86000US25672",,"ZCTA5 25672",225,"ZCTA5 25672",123
"G25674","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25674",,,,,,,"86000US25674",,"ZCTA5 25674",421,"ZCTA5 25674",146
"G25676","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25676",,,,,,,"86000US25676",,"ZCTA5 25676",295,"ZCTA5 25676",72
"G25678","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25678",,,,,,,"86000US25678",,"ZCTA5 25678",366,"ZCTA5 25678",124
"G25688","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25688",,,,,,,"86000US25688",,"ZCTA5 25688",430,"ZCTA5 25688",194
"G25690","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25690",,,,,,,"86000US25690",,"ZCTA5 25690",662,"ZCTA5 25690",155
"G25692","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25692",,,,,,,"86000US25692",,"ZCTA5 25692",385,"ZCTA5 25692",67
"G25696","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25696",,,,,,,"86000US25696",,"ZCTA5 25696",.,"ZCTA5 25696",.
"G25699","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25699",,,,,,,"86000US25699",,"ZCTA5 25699",352,"ZCTA5 25699",441
"G25701","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25701",,,,,,,"86000US25701",,"ZCTA5 25701",619,"ZCTA5 25701",27
"G25702","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25702",,,,,,,"86000US25702",,"ZCTA5 25702",537,"ZCTA5 25702",37
"G25703","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25703",,,,,,,"86000US25703",,"ZCTA5 25703",663,"ZCTA5 25703",56
"G25704","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25704",,,,,,,"86000US25704",,"ZCTA5 25704",615,"ZCTA5 25704",32
"G25705","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25705",,,,,,,"86000US25705",,"ZCTA5 25705",678,"ZCTA5 25705",29
"G25801","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25801",,,,,,,"86000US25801",,"ZCTA5 25801",613,"ZCTA5 25801",33
"G25810","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25810",,,,,,,"86000US25810",,"ZCTA5 25810",372,"ZCTA5 25810",185
"G25811","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25811",,,,,,,"86000US25811",,"ZCTA5 25811",421,"ZCTA5 25811",396
"G25812","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25812",,,,,,,"86000US25812",,"ZCTA5 25812",424,"ZCTA5 25812",101
"G25813","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25813",,,,,,,"86000US25813",,"ZCTA5 25813",607,"ZCTA5 25813",76
"G25817","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25817",,,,,,,"86000US25817",,"ZCTA5 25817",488,"ZCTA5 25817",718
"G25818","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25818",,,,,,,"86000US25818",,"ZCTA5 25818",673,"ZCTA5 25818",119
"G25820","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25820",,,,,,,"86000US25820",,"ZCTA5 25820",165,"ZCTA5 25820",130
"G25823","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25823",,,,,,,"86000US25823",,"ZCTA5 25823",609,"ZCTA5 25823",307
"G25825","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25825",,,,,,,"86000US25825",,"ZCTA5 25825",570,"ZCTA5 25825",229
"G25826","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25826",,,,,,,"86000US25826",,"ZCTA5 25826",766,"ZCTA5 25826",424
"G25827","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25827",,,,,,,"86000US25827",,"ZCTA5 25827",399,"ZCTA5 25827",82
"G25831","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25831",,,,,,,"86000US25831",,"ZCTA5 25831",590,"ZCTA5 25831",174
"G25832","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25832",,,,,,,"86000US25832",,"ZCTA5 25832",641,"ZCTA5 25832",206
"G25836","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25836",,,,,,,"86000US25836",,"ZCTA5 25836",300,"ZCTA5 25836",172
"G25837","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25837",,,,,,,"86000US25837",,"ZCTA5 25837",208,"ZCTA5 25837",150
"G25839","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25839",,,,,,,"86000US25839",,"ZCTA5 25839",744,"ZCTA5 25839",346
"G25840","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25840",,,,,,,"86000US25840",,"ZCTA5 25840",458,"ZCTA5 25840",119
"G25841","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25841",,,,,,,"86000US25841",,"ZCTA5 25841",584,"ZCTA5 25841",125
"G25843","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25843",,,,,,,"86000US25843",,"ZCTA5 25843",748,"ZCTA5 25843",426
"G25844","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25844",,,,,,,"86000US25844",,"ZCTA5 25844",452,"ZCTA5 25844",128
"G25845","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25845",,,,,,,"86000US25845",,"ZCTA5 25845",460,"ZCTA5 25845",297
"G25846","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25846",,,,,,,"86000US25846",,"ZCTA5 25846",783,"ZCTA5 25846",289
"G25848","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25848",,,,,,,"86000US25848",,"ZCTA5 25848",462,"ZCTA5 25848",102
"G25849","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25849",,,,,,,"86000US25849",,"ZCTA5 25849",603,"ZCTA5 25849",215
"G25853","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25853",,,,,,,"86000US25853",,"ZCTA5 25853",.,"ZCTA5 25853",.
"G25854","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25854",,,,,,,"86000US25854",,"ZCTA5 25854",410,"ZCTA5 25854",101
"G25855","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25855",,,,,,,"86000US25855",,"ZCTA5 25855",.,"ZCTA5 25855",.
"G25857","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25857",,,,,,,"86000US25857",,"ZCTA5 25857",555,"ZCTA5 25857",408
"G25862","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25862",,,,,,,"86000US25862",,"ZCTA5 25862",263,"ZCTA5 25862",261
"G25864","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25864",,,,,,,"86000US25864",,"ZCTA5 25864",285,"ZCTA5 25864",219
"G25865","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25865",,,,,,,"86000US25865",,"ZCTA5 25865",456,"ZCTA5 25865",139
"G25868","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25868",,,,,,,"86000US25868",,"ZCTA5 25868",355,"ZCTA5 25868",207
"G25870","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25870",,,,,,,"86000US25870",,"ZCTA5 25870",169,"ZCTA5 25870",156
"G25871","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25871",,,,,,,"86000US25871",,"ZCTA5 25871",633,"ZCTA5 25871",177
"G25873","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25873",,,,,,,"86000US25873",,"ZCTA5 25873",768,"ZCTA5 25873",213
"G25875","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25875",,,,,,,"86000US25875",,"ZCTA5 25875",246,"ZCTA5 25875",194
"G25876","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25876",,,,,,,"86000US25876",,"ZCTA5 25876",404,"ZCTA5 25876",504
"G25878","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25878",,,,,,,"86000US25878",,"ZCTA5 25878",322,"ZCTA5 25878",255
"G25879","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25879",,,,,,,"86000US25879",,"ZCTA5 25879",454,"ZCTA5 25879",36
"G25880","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25880",,,,,,,"86000US25880",,"ZCTA5 25880",586,"ZCTA5 25880",89
"G25882","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25882",,,,,,,"86000US25882",,"ZCTA5 25882",456,"ZCTA5 25882",58
"G25901","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25901",,,,,,,"86000US25901",,"ZCTA5 25901",526,"ZCTA5 25901",49
"G25902","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25902",,,,,,,"86000US25902",,"ZCTA5 25902",727,"ZCTA5 25902",500
"G25904","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25904",,,,,,,"86000US25904",,"ZCTA5 25904",611,"ZCTA5 25904",281
"G25906","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25906",,,,,,,"86000US25906",,"ZCTA5 25906",545,"ZCTA5 25906",600
"G25907","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25907",,,,,,,"86000US25907",,"ZCTA5 25907",751,"ZCTA5 25907",606
"G25908","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25908",,,,,,,"86000US25908",,"ZCTA5 25908",.,"ZCTA5 25908",.
"G25911","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25911",,,,,,,"86000US25911",,"ZCTA5 25911",.,"ZCTA5 25911",.
"G25913","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25913",,,,,,,"86000US25913",,"ZCTA5 25913",241,"ZCTA5 25913",179
"G25915","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25915",,,,,,,"86000US25915",,"ZCTA5 25915",493,"ZCTA5 25915",51
"G25916","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25916",,,,,,,"86000US25916",,"ZCTA5 25916",567,"ZCTA5 25916",323
"G25917","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25917",,,,,,,"86000US25917",,"ZCTA5 25917",360,"ZCTA5 25917",48
"G25918","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25918",,,,,,,"86000US25918",,"ZCTA5 25918",502,"ZCTA5 25918",132
"G25920","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25920",,,,,,,"86000US25920",,"ZCTA5 25920",425,"ZCTA5 25920",78
"G25921","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25921",,,,,,,"86000US25921",,"ZCTA5 25921",600,"ZCTA5 25921",165
"G25922","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25922",,,,,,,"86000US25922",,"ZCTA5 25922",503,"ZCTA5 25922",371
"G25928","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25928",,,,,,,"86000US25928",,"ZCTA5 25928",399,"ZCTA5 25928",137
"G25932","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25932",,,,,,,"86000US25932",,"ZCTA5 25932",.,"ZCTA5 25932",.
"G25936","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25936",,,,,,,"86000US25936",,"ZCTA5 25936",425,"ZCTA5 25936",1025
"G25938","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25938",,,,,,,"86000US25938",,"ZCTA5 25938",239,"ZCTA5 25938",162
"G25942","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25942",,,,,,,"86000US25942",,"ZCTA5 25942",453,"ZCTA5 25942",341
"G25951","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25951",,,,,,,"86000US25951",,"ZCTA5 25951",404,"ZCTA5 25951",37
"G25958","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25958",,,,,,,"86000US25958",,"ZCTA5 25958",546,"ZCTA5 25958",156
"G25962","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25962",,,,,,,"86000US25962",,"ZCTA5 25962",500,"ZCTA5 25962",77
"G25969","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25969",,,,,,,"86000US25969",,"ZCTA5 25969",397,"ZCTA5 25969",67
"G25971","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25971",,,,,,,"86000US25971",,"ZCTA5 25971",674,"ZCTA5 25971",202
"G25972","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25972",,,,,,,"86000US25972",,"ZCTA5 25972",367,"ZCTA5 25972",215
"G25976","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25976",,,,,,,"86000US25976",,"ZCTA5 25976",451,"ZCTA5 25976",100
"G25977","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25977",,,,,,,"86000US25977",,"ZCTA5 25977",418,"ZCTA5 25977",819
"G25978","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25978",,,,,,,"86000US25978",,"ZCTA5 25978",418,"ZCTA5 25978",158
"G25979","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25979",,,,,,,"86000US25979",,"ZCTA5 25979",583,"ZCTA5 25979",331
"G25981","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25981",,,,,,,"86000US25981",,"ZCTA5 25981",347,"ZCTA5 25981",175
"G25984","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25984",,,,,,,"86000US25984",,"ZCTA5 25984",571,"ZCTA5 25984",49
"G25985","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25985",,,,,,,"86000US25985",,"ZCTA5 25985",458,"ZCTA5 25985",423
"G25989","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25989",,,,,,,"86000US25989",,"ZCTA5 25989",639,"ZCTA5 25989",343
"G26003","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26003",,,,,,,"86000US26003",,"ZCTA5 26003",550,"ZCTA5 26003",22
"G26030","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26030",,,,,,,"86000US26030",,"ZCTA5 26030",555,"ZCTA5 26030",64
"G26031","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26031",,,,,,,"86000US26031",,"ZCTA5 26031",401,"ZCTA5 26031",69
"G26032","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26032",,,,,,,"86000US26032",,"ZCTA5 26032",464,"ZCTA5 26032",65
"G26033","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26033",,,,,,,"86000US26033",,"ZCTA5 26033",404,"ZCTA5 26033",87
"G26034","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26034",,,,,,,"86000US26034",,"ZCTA5 26034",546,"ZCTA5 26034",100
"G26035","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26035",,,,,,,"86000US26035",,"ZCTA5 26035",564,"ZCTA5 26035",173
"G26036","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26036",,,,,,,"86000US26036",,"ZCTA5 26036",366,"ZCTA5 26036",73
"G26037","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26037",,,,,,,"86000US26037",,"ZCTA5 26037",552,"ZCTA5 26037",43
"G26038","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"26038",,,,,,,"86000US26038",,"ZCTA5 26038",623,"ZCTA5 26038",55
