GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ABY2E001,NAME_M,ABY2M001
"G25021","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25021",,,,,,,"86000US25021",,"ZCTA5 25021",528,"ZCTA5 25021",343
"G25022","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25022",,,,,,,"86000US25022",,"ZCTA5 25022",181,"ZCTA5 25022",720
"G25024","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25024",,,,,,,"86000US25024",,"ZCTA5 25024",514,"ZCTA5 25024",258
"G25025","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25025",,,,,,,"86000US25025",,"ZCTA5 25025",529,"ZCTA5 25025",343
"G25028","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25028",,,,,,,"86000US25028",,"ZCTA5 25028",308,"ZCTA5 25028",45
"G25030","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25030",,,,,,,"86000US25030",,"ZCTA5 25030",335,"ZCTA5 25030",254
"G25031","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25031",,,,,,,"86000US25031",,"ZCTA5 25031",615,"ZCTA5 25031",267
"G25033","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25033",,,,,,,"86000US25033",,"ZCTA5 25033",437,"ZCTA5 25033",123
"G25035","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25035",,,,,,,"86000US25035",,"ZCTA5 25035",478,"ZCTA5 25035",127
"G25036","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25036",,,,,,,"86000US25036",,"ZCTA5 25036",338,"ZCTA5 25036",370
"G25039","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25039",,,,,,,"86000US25039",,"ZCTA5 25039",518,"ZCTA5 25039",124
"G25040","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25040",,,,,,,"86000US25040",,"ZCTA5 25040",538,"ZCTA5 25040",315
"G25043","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25043",,,,,,,"86000US25043",,"ZCTA5 25043",361,"ZCTA5 25043",64
"G25044","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25044",,,,,,,"86000US25044",,"ZCTA5 25044",500,"ZCTA5 25044",125
"G25045","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25045",,,,,,,"86000US25045",,"ZCTA5 25045",529,"ZCTA5 25045",78
"G25047","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25047",,,,,,,"86000US25047",,"ZCTA5 25047",374,"ZCTA5 25047",191
"G25048","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25048",,,,,,,"86000US25048",,"ZCTA5 25048",.,"ZCTA5 25048",.
"G25049","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25049",,,,,,,"86000US25049",,"ZCTA5 25049",705,"ZCTA5 25049",288
"G25051","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25051",,,,,,,"86000US25051",,"ZCTA5 25051",543,"ZCTA5 25051",310
"G25053","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25053",,,,,,,"86000US25053",,"ZCTA5 25053",525,"ZCTA5 25053",33
"G25054","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25054",,,,,,,"86000US25054",,"ZCTA5 25054",.,"ZCTA5 25054",.
"G25057","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25057",,,,,,,"86000US25057",,"ZCTA5 25057",398,"ZCTA5 25057",318
"G25059","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25059",,,,,,,"86000US25059",,"ZCTA5 25059",288,"ZCTA5 25059",142
"G25060","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25060",,,,,,,"86000US25060",,"ZCTA5 25060",438,"ZCTA5 25060",251
"G25061","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25061",,,,,,,"86000US25061",,"ZCTA5 25061",274,"ZCTA5 25061",87
"G25062","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25062",,,,,,,"86000US25062",,"ZCTA5 25062",294,"ZCTA5 25062",586
"G25063","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25063",,,,,,,"86000US25063",,"ZCTA5 25063",354,"ZCTA5 25063",117
"G25064","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25064",,,,,,,"86000US25064",,"ZCTA5 25064",650,"ZCTA5 25064",39
"G25067","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25067",,,,,,,"86000US25067",,"ZCTA5 25067",684,"ZCTA5 25067",118
"G25070","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25070",,,,,,,"86000US25070",,"ZCTA5 25070",578,"ZCTA5 25070",98
"G25071","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25071",,,,,,,"86000US25071",,"ZCTA5 25071",524,"ZCTA5 25071",82
"G25075","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25075",,,,,,,"86000US25075",,"ZCTA5 25075",654,"ZCTA5 25075",266
"G25076","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25076",,,,,,,"86000US25076",,"ZCTA5 25076",660,"ZCTA5 25076",426
"G25081","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25081",,,,,,,"86000US25081",,"ZCTA5 25081",664,"ZCTA5 25081",308
"G25082","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25082",,,,,,,"86000US25082",,"ZCTA5 25082",472,"ZCTA5 25082",107
"G25083","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25083",,,,,,,"86000US25083",,"ZCTA5 25083",337,"ZCTA5 25083",201
"G25085","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25085",,,,,,,"86000US25085",,"ZCTA5 25085",489,"ZCTA5 25085",68
"G25086","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25086",,,,,,,"86000US25086",,"ZCTA5 25086",437,"ZCTA5 25086",205
"G25088","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25088",,,,,,,"86000US25088",,"ZCTA5 25088",.,"ZCTA5 25088",.
"G25090","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25090",,,,,,,"86000US25090",,"ZCTA5 25090",697,"ZCTA5 25090",439
"G25093","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25093",,,,,,,"86000US25093",,"ZCTA5 25093",206,"ZCTA5 25093",543
"G25102","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25102",,,,,,,"86000US25102",,"ZCTA5 25102",429,"ZCTA5 25102",42
"G25103","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25103",,,,,,,"86000US25103",,"ZCTA5 25103",1150,"ZCTA5 25103",1656
"G25106","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25106",,,,,,,"86000US25106",,"ZCTA5 25106",456,"ZCTA5 25106",140
"G25107","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25107",,,,,,,"86000US25107",,"ZCTA5 25107",565,"ZCTA5 25107",152
"G25108","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25108",,,,,,,"86000US25108",,"ZCTA5 25108",524,"ZCTA5 25108",204
"G25109","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25109",,,,,,,"86000US25109",,"ZCTA5 25109",386,"ZCTA5 25109",226
"G25110","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25110",,,,,,,"86000US25110",,"ZCTA5 25110",697,"ZCTA5 25110",253
"G25111","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25111",,,,,,,"86000US25111",,"ZCTA5 25111",458,"ZCTA5 25111",231
"G25112","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25112",,,,,,,"86000US25112",,"ZCTA5 25112",.,"ZCTA5 25112",.
"G25113","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25113",,,,,,,"86000US25113",,"ZCTA5 25113",336,"ZCTA5 25113",102
"G25114","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25114",,,,,,,"86000US25114",,"ZCTA5 25114",405,"ZCTA5 25114",154
"G25115","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25115",,,,,,,"86000US25115",,"ZCTA5 25115",479,"ZCTA5 25115",320
"G25118","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25118",,,,,,,"86000US25118",,"ZCTA5 25118",519,"ZCTA5 25118",240
"G25119","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25119",,,,,,,"86000US25119",,"ZCTA5 25119",429,"ZCTA5 25119",153
"G25121","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25121",,,,,,,"86000US25121",,"ZCTA5 25121",604,"ZCTA5 25121",558
"G25123","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25123",,,,,,,"86000US25123",,"ZCTA5 25123",453,"ZCTA5 25123",92
"G25124","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25124",,,,,,,"86000US25124",,"ZCTA5 25124",301,"ZCTA5 25124",134
"G25125","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25125",,,,,,,"86000US25125",,"ZCTA5 25125",295,"ZCTA5 25125",67
"G25126","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25126",,,,,,,"86000US25126",,"ZCTA5 25126",618,"ZCTA5 25126",520
"G25130","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25130",,,,,,,"86000US25130",,"ZCTA5 25130",625,"ZCTA5 25130",88
"G25132","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25132",,,,,,,"86000US25132",,"ZCTA5 25132",292,"ZCTA5 25132",742
"G25133","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25133",,,,,,,"86000US25133",,"ZCTA5 25133",288,"ZCTA5 25133",63
"G25134","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25134",,,,,,,"86000US25134",,"ZCTA5 25134",720,"ZCTA5 25134",332
"G25136","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25136",,,,,,,"86000US25136",,"ZCTA5 25136",521,"ZCTA5 25136",32
"G25139","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25139",,,,,,,"86000US25139",,"ZCTA5 25139",757,"ZCTA5 25139",465
"G25140","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25140",,,,,,,"86000US25140",,"ZCTA5 25140",507,"ZCTA5 25140",121
"G25141","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25141",,,,,,,"86000US25141",,"ZCTA5 25141",293,"ZCTA5 25141",236
"G25142","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25142",,,,,,,"86000US25142",,"ZCTA5 25142",255,"ZCTA5 25142",104
"G25143","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25143",,,,,,,"86000US25143",,"ZCTA5 25143",679,"ZCTA5 25143",61
"G25148","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25148",,,,,,,"86000US25148",,"ZCTA5 25148",292,"ZCTA5 25148",173
"G25149","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25149",,,,,,,"86000US25149",,"ZCTA5 25149",324,"ZCTA5 25149",67
"G25152","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25152",,,,,,,"86000US25152",,"ZCTA5 25152",345,"ZCTA5 25152",280
"G25154","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25154",,,,,,,"86000US25154",,"ZCTA5 25154",266,"ZCTA5 25154",69
"G25156","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25156",,,,,,,"86000US25156",,"ZCTA5 25156",299,"ZCTA5 25156",187
"G25159","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25159",,,,,,,"86000US25159",,"ZCTA5 25159",632,"ZCTA5 25159",123
"G25160","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25160",,,,,,,"86000US25160",,"ZCTA5 25160",390,"ZCTA5 25160",88
"G25161","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25161",,,,,,,"86000US25161",,"ZCTA5 25161",729,"ZCTA5 25161",612
"G25162","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25162",,,,,,,"86000US25162",,"ZCTA5 25162",698,"ZCTA5 25162",93
"G25164","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25164",,,,,,,"86000US25164",,"ZCTA5 25164",465,"ZCTA5 25164",205
"G25165","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25165",,,,,,,"86000US25165",,"ZCTA5 25165",600,"ZCTA5 25165",109
"G25168","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25168",,,,,,,"86000US25168",,"ZCTA5 25168",442,"ZCTA5 25168",163
"G25169","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25169",,,,,,,"86000US25169",,"ZCTA5 25169",607,"ZCTA5 25169",149
"G25173","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25173",,,,,,,"86000US25173",,"ZCTA5 25173",308,"ZCTA5 25173",44
"G25174","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25174",,,,,,,"86000US25174",,"ZCTA5 25174",689,"ZCTA5 25174",432
"G25177","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25177",,,,,,,"86000US25177",,"ZCTA5 25177",658,"ZCTA5 25177",35
"G25180","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25180",,,,,,,"86000US25180",,"ZCTA5 25180",334,"ZCTA5 25180",460
"G25181","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25181",,,,,,,"86000US25181",,"ZCTA5 25181",391,"ZCTA5 25181",176
"G25183","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25183",,,,,,,"86000US25183",,"ZCTA5 25183",.,"ZCTA5 25183",.
"G25185","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25185",,,,,,,"86000US25185",,"ZCTA5 25185",.,"ZCTA5 25185",.
"G25186","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25186",,,,,,,"86000US25186",,"ZCTA5 25186",408,"ZCTA5 25186",55
"G25187","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25187",,,,,,,"86000US25187",,"ZCTA5 25187",535,"ZCTA5 25187",328
"G25193","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25193",,,,,,,"86000US25193",,"ZCTA5 25193",540,"ZCTA5 25193",90
"G25201","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25201",,,,,,,"86000US25201",,"ZCTA5 25201",.,"ZCTA5 25201",.
"G25202","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25202",,,,,,,"86000US25202",,"ZCTA5 25202",739,"ZCTA5 25202",89
"G25203","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25203",,,,,,,"86000US25203",,"ZCTA5 25203",402,"ZCTA5 25203",53
"G25204","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25204",,,,,,,"86000US25204",,"ZCTA5 25204",265,"ZCTA5 25204",297
"G25205","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25205",,,,,,,"86000US25205",,"ZCTA5 25205",757,"ZCTA5 25205",776
"G25206","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25206",,,,,,,"86000US25206",,"ZCTA5 25206",314,"ZCTA5 25206",47
"G25208","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25208",,,,,,,"86000US25208",,"ZCTA5 25208",399,"ZCTA5 25208",151
"G25209","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25209",,,,,,,"86000US25209",,"ZCTA5 25209",421,"ZCTA5 25209",45
"G25211","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25211",,,,,,,"86000US25211",,"ZCTA5 25211",189,"ZCTA5 25211",30
"G25213","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25213",,,,,,,"86000US25213",,"ZCTA5 25213",743,"ZCTA5 25213",82
"G25214","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25214",,,,,,,"86000US25214",,"ZCTA5 25214",720,"ZCTA5 25214",112
"G25234","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25234",,,,,,,"86000US25234",,"ZCTA5 25234",255,"ZCTA5 25234",68
"G25235","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25235",,,,,,,"86000US25235",,"ZCTA5 25235",272,"ZCTA5 25235",121
"G25239","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25239",,,,,,,"86000US25239",,"ZCTA5 25239",332,"ZCTA5 25239",135
"G25241","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25241",,,,,,,"86000US25241",,"ZCTA5 25241",580,"ZCTA5 25241",353
"G25243","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25243",,,,,,,"86000US25243",,"ZCTA5 25243",628,"ZCTA5 25243",202
"G25244","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25244",,,,,,,"86000US25244",,"ZCTA5 25244",318,"ZCTA5 25244",101
"G25245","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25245",,,,,,,"86000US25245",,"ZCTA5 25245",678,"ZCTA5 25245",489
"G25247","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25247",,,,,,,"86000US25247",,"ZCTA5 25247",449,"ZCTA5 25247",102
"G25248","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25248",,,,,,,"86000US25248",,"ZCTA5 25248",496,"ZCTA5 25248",466
"G25251","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25251",,,,,,,"86000US25251",,"ZCTA5 25251",348,"ZCTA5 25251",176
"G25252","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25252",,,,,,,"86000US25252",,"ZCTA5 25252",506,"ZCTA5 25252",49
"G25253","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25253",,,,,,,"86000US25253",,"ZCTA5 25253",464,"ZCTA5 25253",162
"G25259","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25259",,,,,,,"86000US25259",,"ZCTA5 25259",373,"ZCTA5 25259",161
"G25260","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25260",,,,,,,"86000US25260",,"ZCTA5 25260",349,"ZCTA5 25260",70
"G25261","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25261",,,,,,,"86000US25261",,"ZCTA5 25261",284,"ZCTA5 25261",87
"G25262","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25262",,,,,,,"86000US25262",,"ZCTA5 25262",807,"ZCTA5 25262",245
"G25264","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25264",,,,,,,"86000US25264",,"ZCTA5 25264",366,"ZCTA5 25264",61
"G25265","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25265",,,,,,,"86000US25265",,"ZCTA5 25265",519,"ZCTA5 25265",36
"G25266","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25266",,,,,,,"86000US25266",,"ZCTA5 25266",250,"ZCTA5 25266",52
"G25267","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25267",,,,,,,"86000US25267",,"ZCTA5 25267",354,"ZCTA5 25267",207
"G25268","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25268",,,,,,,"86000US25268",,"ZCTA5 25268",191,"ZCTA5 25268",202
"G25270","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25270",,,,,,,"86000US25270",,"ZCTA5 25270",387,"ZCTA5 25270",116
"G25271","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25271",,,,,,,"86000US25271",,"ZCTA5 25271",563,"ZCTA5 25271",58
"G25275","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25275",,,,,,,"86000US25275",,"ZCTA5 25275",467,"ZCTA5 25275",71
"G25276","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25276",,,,,,,"86000US25276",,"ZCTA5 25276",390,"ZCTA5 25276",37
"G25285","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25285",,,,,,,"86000US25285",,"ZCTA5 25285",617,"ZCTA5 25285",581
"G25286","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25286",,,,,,,"86000US25286",,"ZCTA5 25286",322,"ZCTA5 25286",49
"G25287","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25287",,,,,,,"86000US25287",,"ZCTA5 25287",330,"ZCTA5 25287",144
"G25301","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25301",,,,,,,"86000US25301",,"ZCTA5 25301",624,"ZCTA5 25301",41
"G25302","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25302",,,,,,,"86000US25302",,"ZCTA5 25302",662,"ZCTA5 25302",29
"G25303","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25303",,,,,,,"86000US25303",,"ZCTA5 25303",714,"ZCTA5 25303",47
"G25304","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25304",,,,,,,"86000US25304",,"ZCTA5 25304",711,"ZCTA5 25304",34
"G25305","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25305",,,,,,,"86000US25305",,"ZCTA5 25305",.,"ZCTA5 25305",.
"G25306","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25306",,,,,,,"86000US25306",,"ZCTA5 25306",531,"ZCTA5 25306",67
"G25309","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25309",,,,,,,"86000US25309",,"ZCTA5 25309",586,"ZCTA5 25309",40
"G25311","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25311",,,,,,,"86000US25311",,"ZCTA5 25311",578,"ZCTA5 25311",61
"G25312","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25312",,,,,,,"86000US25312",,"ZCTA5 25312",592,"ZCTA5 25312",36
"G25313","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25313",,,,,,,"86000US25313",,"ZCTA5 25313",771,"ZCTA5 25313",66
"G25314","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25314",,,,,,,"86000US25314",,"ZCTA5 25314",883,"ZCTA5 25314",57
"G25315","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25315",,,,,,,"86000US25315",,"ZCTA5 25315",565,"ZCTA5 25315",22
"G25320","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25320",,,,,,,"86000US25320",,"ZCTA5 25320",671,"ZCTA5 25320",69
"G25401","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25401",,,,,,,"86000US25401",,"ZCTA5 25401",804,"ZCTA5 25401",48
"G25403","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25403",,,,,,,"86000US25403",,"ZCTA5 25403",1285,"ZCTA5 25403",87
"G25404","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25404",,,,,,,"86000US25404",,"ZCTA5 25404",963,"ZCTA5 25404",51
"G25405","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25405",,,,,,,"86000US25405",,"ZCTA5 25405",1048,"ZCTA5 25405",85
"G25411","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25411",,,,,,,"86000US25411",,"ZCTA5 25411",762,"ZCTA5 25411",61
"G25413","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25413",,,,,,,"86000US25413",,"ZCTA5 25413",1069,"ZCTA5 25413",68
"G25414","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25414",,,,,,,"86000US25414",,"ZCTA5 25414",1255,"ZCTA5 25414",76
"G25419","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25419",,,,,,,"86000US25419",,"ZCTA5 25419",965,"ZCTA5 25419",55
"G25420","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25420",,,,,,,"86000US25420",,"ZCTA5 25420",970,"ZCTA5 25420",98
"G25422","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25422",,,,,,,"86000US25422",,"ZCTA5 25422",578,"ZCTA5 25422",98
"G25425","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25425",,,,,,,"86000US25425",,"ZCTA5 25425",1201,"ZCTA5 25425",80
"G25427","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25427",,,,,,,"86000US25427",,"ZCTA5 25427",1032,"ZCTA5 25427",76
"G25428","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25428",,,,,,,"86000US25428",,"ZCTA5 25428",1003,"ZCTA5 25428",92
"G25430","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25430",,,,,,,"86000US25430",,"ZCTA5 25430",928,"ZCTA5 25430",88
"G25431","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25431",,,,,,,"86000US25431",,"ZCTA5 25431",261,"ZCTA5 25431",88
"G25432","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25432",,,,,,,"86000US25432",,"ZCTA5 25432",322,"ZCTA5 25432",18
"G25434","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25434",,,,,,,"86000US25434",,"ZCTA5 25434",495,"ZCTA5 25434",115
"G25437","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25437",,,,,,,"86000US25437",,"ZCTA5 25437",407,"ZCTA5 25437",72
"G25438","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25438",,,,,,,"86000US25438",,"ZCTA5 25438",1002,"ZCTA5 25438",129
"G25442","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25442",,,,,,,"86000US25442",,"ZCTA5 25442",971,"ZCTA5 25442",200
"G25443","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25443",,,,,,,"86000US25443",,"ZCTA5 25443",1041,"ZCTA5 25443",154
"G25444","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25444",,,,,,,"86000US25444",,"ZCTA5 25444",304,"ZCTA5 25444",107
"G25446","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25446",,,,,,,"86000US25446",,"ZCTA5 25446",1141,"ZCTA5 25446",286
"G25501","2010-2014","US",,,,,,,,,,,,,,,,,,,,,,,,,"25501",,,,,,,"86000US25501",,"ZCTA5 25501",393,"ZCTA5 25501",193
