GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AIM5E001,NAME_M,AIM5M001
"G05701","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05701",,,,,,,"86000US05701",,"ZCTA5 05701",905,"ZCTA5 05701",43
"G05730","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05730",,,,,,,"86000US05730",,"ZCTA5 05730",969,"ZCTA5 05730",210
"G05732","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05732",,,,,,,"86000US05732",,"ZCTA5 05732",958,"ZCTA5 05732",260
"G05733","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05733",,,,,,,"86000US05733",,"ZCTA5 05733",909,"ZCTA5 05733",67
"G05734","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05734",,,,,,,"86000US05734",,"ZCTA5 05734",1044,"ZCTA5 05734",76
"G05735","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05735",,,,,,,"86000US05735",,"ZCTA5 05735",973,"ZCTA5 05735",67
"G05736","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05736",,,,,,,"86000US05736",,"ZCTA5 05736",1211,"ZCTA5 05736",438
"G05737","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05737",,,,,,,"86000US05737",,"ZCTA5 05737",1027,"ZCTA5 05737",156
"G05738","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05738",,,,,,,"86000US05738",,"ZCTA5 05738",1083,"ZCTA5 05738",87
"G05739","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05739",,,,,,,"86000US05739",,"ZCTA5 05739",1019,"ZCTA5 05739",110
"G05740","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05740",,,,,,,"86000US05740",,"ZCTA5 05740",.,"ZCTA5 05740",.
"G05742","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05742",,,,,,,"86000US05742",,"ZCTA5 05742",813,"ZCTA5 05742",292
"G05743","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05743",,,,,,,"86000US05743",,"ZCTA5 05743",891,"ZCTA5 05743",46
"G05744","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05744",,,,,,,"86000US05744",,"ZCTA5 05744",697,"ZCTA5 05744",344
"G05747","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05747",,,,,,,"86000US05747",,"ZCTA5 05747",964,"ZCTA5 05747",112
"G05748","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05748",,,,,,,"86000US05748",,"ZCTA5 05748",844,"ZCTA5 05748",157
"G05751","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05751",,,,,,,"86000US05751",,"ZCTA5 05751",1418,"ZCTA5 05751",258
"G05753","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05753",,,,,,,"86000US05753",,"ZCTA5 05753",1082,"ZCTA5 05753",62
"G05757","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05757",,,,,,,"86000US05757",,"ZCTA5 05757",1059,"ZCTA5 05757",104
"G05758","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05758",,,,,,,"86000US05758",,"ZCTA5 05758",1052,"ZCTA5 05758",155
"G05759","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05759",,,,,,,"86000US05759",,"ZCTA5 05759",869,"ZCTA5 05759",125
"G05760","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05760",,,,,,,"86000US05760",,"ZCTA5 05760",1128,"ZCTA5 05760",95
"G05761","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05761",,,,,,,"86000US05761",,"ZCTA5 05761",876,"ZCTA5 05761",149
"G05762","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05762",,,,,,,"86000US05762",,"ZCTA5 05762",1048,"ZCTA5 05762",152
"G05763","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05763",,,,,,,"86000US05763",,"ZCTA5 05763",1074,"ZCTA5 05763",92
"G05764","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05764",,,,,,,"86000US05764",,"ZCTA5 05764",929,"ZCTA5 05764",63
"G05765","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05765",,,,,,,"86000US05765",,"ZCTA5 05765",1009,"ZCTA5 05765",88
"G05766","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05766",,,,,,,"86000US05766",,"ZCTA5 05766",1171,"ZCTA5 05766",123
"G05767","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05767",,,,,,,"86000US05767",,"ZCTA5 05767",953,"ZCTA5 05767",105
"G05769","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05769",,,,,,,"86000US05769",,"ZCTA5 05769",1182,"ZCTA5 05769",138
"G05770","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05770",,,,,,,"86000US05770",,"ZCTA5 05770",1153,"ZCTA5 05770",70
"G05772","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05772",,,,,,,"86000US05772",,"ZCTA5 05772",1075,"ZCTA5 05772",109
"G05773","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05773",,,,,,,"86000US05773",,"ZCTA5 05773",973,"ZCTA5 05773",76
"G05774","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05774",,,,,,,"86000US05774",,"ZCTA5 05774",755,"ZCTA5 05774",167
"G05775","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05775",,,,,,,"86000US05775",,"ZCTA5 05775",847,"ZCTA5 05775",150
"G05776","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05776",,,,,,,"86000US05776",,"ZCTA5 05776",1029,"ZCTA5 05776",150
"G05777","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05777",,,,,,,"86000US05777",,"ZCTA5 05777",960,"ZCTA5 05777",86
"G05778","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05778",,,,,,,"86000US05778",,"ZCTA5 05778",1202,"ZCTA5 05778",182
"G05819","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05819",,,,,,,"86000US05819",,"ZCTA5 05819",865,"ZCTA5 05819",41
"G05820","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05820",,,,,,,"86000US05820",,"ZCTA5 05820",691,"ZCTA5 05820",286
"G05821","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05821",,,,,,,"86000US05821",,"ZCTA5 05821",1005,"ZCTA5 05821",122
"G05822","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05822",,,,,,,"86000US05822",,"ZCTA5 05822",772,"ZCTA5 05822",83
"G05824","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05824",,,,,,,"86000US05824",,"ZCTA5 05824",827,"ZCTA5 05824",104
"G05825","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05825",,,,,,,"86000US05825",,"ZCTA5 05825",582,"ZCTA5 05825",80
"G05826","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05826",,,,,,,"86000US05826",,"ZCTA5 05826",916,"ZCTA5 05826",54
"G05827","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05827",,,,,,,"86000US05827",,"ZCTA5 05827",598,"ZCTA5 05827",154
"G05828","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05828",,,,,,,"86000US05828",,"ZCTA5 05828",1084,"ZCTA5 05828",121
"G05829","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05829",,,,,,,"86000US05829",,"ZCTA5 05829",813,"ZCTA5 05829",81
"G05830","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05830",,,,,,,"86000US05830",,"ZCTA5 05830",782,"ZCTA5 05830",81
"G05832","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05832",,,,,,,"86000US05832",,"ZCTA5 05832",931,"ZCTA5 05832",113
"G05833","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05833",,,,,,,"86000US05833",,"ZCTA5 05833",625,"ZCTA5 05833",169
"G05836","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05836",,,,,,,"86000US05836",,"ZCTA5 05836",908,"ZCTA5 05836",78
"G05837","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05837",,,,,,,"86000US05837",,"ZCTA5 05837",675,"ZCTA5 05837",205
"G05839","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05839",,,,,,,"86000US05839",,"ZCTA5 05839",903,"ZCTA5 05839",151
"G05841","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05841",,,,,,,"86000US05841",,"ZCTA5 05841",1094,"ZCTA5 05841",90
"G05842","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05842",,,,,,,"86000US05842",,"ZCTA5 05842",910,"ZCTA5 05842",69
"G05843","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05843",,,,,,,"86000US05843",,"ZCTA5 05843",802,"ZCTA5 05843",120
"G05845","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05845",,,,,,,"86000US05845",,"ZCTA5 05845",859,"ZCTA5 05845",246
"G05846","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05846",,,,,,,"86000US05846",,"ZCTA5 05846",726,"ZCTA5 05846",70
"G05847","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05847",,,,,,,"86000US05847",,"ZCTA5 05847",795,"ZCTA5 05847",144
"G05850","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05850",,,,,,,"86000US05850",,"ZCTA5 05850",.,"ZCTA5 05850",.
"G05851","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05851",,,,,,,"86000US05851",,"ZCTA5 05851",732,"ZCTA5 05851",42
"G05853","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05853",,,,,,,"86000US05853",,"ZCTA5 05853",700,"ZCTA5 05853",195
"G05855","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05855",,,,,,,"86000US05855",,"ZCTA5 05855",882,"ZCTA5 05855",55
"G05857","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05857",,,,,,,"86000US05857",,"ZCTA5 05857",892,"ZCTA5 05857",127
"G05858","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05858",,,,,,,"86000US05858",,"ZCTA5 05858",853,"ZCTA5 05858",180
"G05859","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05859",,,,,,,"86000US05859",,"ZCTA5 05859",875,"ZCTA5 05859",94
"G05860","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05860",,,,,,,"86000US05860",,"ZCTA5 05860",858,"ZCTA5 05860",83
"G05862","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05862",,,,,,,"86000US05862",,"ZCTA5 05862",1148,"ZCTA5 05862",309
"G05866","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05866",,,,,,,"86000US05866",,"ZCTA5 05866",688,"ZCTA5 05866",201
"G05867","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05867",,,,,,,"86000US05867",,"ZCTA5 05867",953,"ZCTA5 05867",171
"G05868","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05868",,,,,,,"86000US05868",,"ZCTA5 05868",931,"ZCTA5 05868",200
"G05871","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05871",,,,,,,"86000US05871",,"ZCTA5 05871",871,"ZCTA5 05871",45
"G05872","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05872",,,,,,,"86000US05872",,"ZCTA5 05872",780,"ZCTA5 05872",147
"G05873","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05873",,,,,,,"86000US05873",,"ZCTA5 05873",898,"ZCTA5 05873",331
"G05874","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05874",,,,,,,"86000US05874",,"ZCTA5 05874",790,"ZCTA5 05874",103
"G05875","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05875",,,,,,,"86000US05875",,"ZCTA5 05875",873,"ZCTA5 05875",308
"G05901","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05901",,,,,,,"86000US05901",,"ZCTA5 05901",292,"ZCTA5 05901",82
"G05902","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05902",,,,,,,"86000US05902",,"ZCTA5 05902",653,"ZCTA5 05902",187
"G05903","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05903",,,,,,,"86000US05903",,"ZCTA5 05903",647,"ZCTA5 05903",69
"G05904","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05904",,,,,,,"86000US05904",,"ZCTA5 05904",486,"ZCTA5 05904",169
"G05905","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05905",,,,,,,"86000US05905",,"ZCTA5 05905",684,"ZCTA5 05905",132
"G05906","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05906",,,,,,,"86000US05906",,"ZCTA5 05906",741,"ZCTA5 05906",70
"G05907","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05907",,,,,,,"86000US05907",,"ZCTA5 05907",692,"ZCTA5 05907",168
"G06001","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06001",,,,,,,"86000US06001",,"ZCTA5 06001",1816,"ZCTA5 06001",63
"G06002","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06002",,,,,,,"86000US06002",,"ZCTA5 06002",1512,"ZCTA5 06002",60
"G06010","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06010",,,,,,,"86000US06010",,"ZCTA5 06010",1190,"ZCTA5 06010",36
"G06013","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06013",,,,,,,"86000US06013",,"ZCTA5 06013",1793,"ZCTA5 06013",81
"G06016","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06016",,,,,,,"86000US06016",,"ZCTA5 06016",1402,"ZCTA5 06016",72
"G06018","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06018",,,,,,,"86000US06018",,"ZCTA5 06018",1275,"ZCTA5 06018",172
"G06019","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06019",,,,,,,"86000US06019",,"ZCTA5 06019",1506,"ZCTA5 06019",101
"G06020","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06020",,,,,,,"86000US06020",,"ZCTA5 06020",.,"ZCTA5 06020",.
"G06021","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06021",,,,,,,"86000US06021",,"ZCTA5 06021",1632,"ZCTA5 06021",375
"G06022","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06022",,,,,,,"86000US06022",,"ZCTA5 06022",.,"ZCTA5 06022",.
"G06023","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06023",,,,,,,"86000US06023",,"ZCTA5 06023",1486,"ZCTA5 06023",289
"G06024","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06024",,,,,,,"86000US06024",,"ZCTA5 06024",1205,"ZCTA5 06024",600
"G06026","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06026",,,,,,,"86000US06026",,"ZCTA5 06026",1260,"ZCTA5 06026",187
"G06027","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06027",,,,,,,"86000US06027",,"ZCTA5 06027",1285,"ZCTA5 06027",175
"G06029","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06029",,,,,,,"86000US06029",,"ZCTA5 06029",1398,"ZCTA5 06029",164
"G06031","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06031",,,,,,,"86000US06031",,"ZCTA5 06031",1338,"ZCTA5 06031",226
"G06032","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06032",,,,,,,"86000US06032",,"ZCTA5 06032",1609,"ZCTA5 06032",53
"G06033","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06033",,,,,,,"86000US06033",,"ZCTA5 06033",1656,"ZCTA5 06033",61
"G06035","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06035",,,,,,,"86000US06035",,"ZCTA5 06035",1658,"ZCTA5 06035",133
"G06037","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06037",,,,,,,"86000US06037",,"ZCTA5 06037",1397,"ZCTA5 06037",86
"G06039","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06039",,,,,,,"86000US06039",,"ZCTA5 06039",1315,"ZCTA5 06039",352
"G06040","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06040",,,,,,,"86000US06040",,"ZCTA5 06040",1219,"ZCTA5 06040",28
"G06042","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06042",,,,,,,"86000US06042",,"ZCTA5 06042",1445,"ZCTA5 06042",38
"G06043","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06043",,,,,,,"86000US06043",,"ZCTA5 06043",1474,"ZCTA5 06043",162
"G06051","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06051",,,,,,,"86000US06051",,"ZCTA5 06051",957,"ZCTA5 06051",26
"G06052","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06052",,,,,,,"86000US06052",,"ZCTA5 06052",1168,"ZCTA5 06052",53
"G06053","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06053",,,,,,,"86000US06053",,"ZCTA5 06053",1055,"ZCTA5 06053",31
"G06057","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06057",,,,,,,"86000US06057",,"ZCTA5 06057",1595,"ZCTA5 06057",114
"G06058","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06058",,,,,,,"86000US06058",,"ZCTA5 06058",1235,"ZCTA5 06058",155
"G06059","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06059",,,,,,,"86000US06059",,"ZCTA5 06059",.,"ZCTA5 06059",.
"G06060","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06060",,,,,,,"86000US06060",,"ZCTA5 06060",2449,"ZCTA5 06060",314
"G06061","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06061",,,,,,,"86000US06061",,"ZCTA5 06061",.,"ZCTA5 06061",.
"G06062","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06062",,,,,,,"86000US06062",,"ZCTA5 06062",1164,"ZCTA5 06062",52
"G06063","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06063",,,,,,,"86000US06063",,"ZCTA5 06063",1549,"ZCTA5 06063",149
"G06065","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06065",,,,,,,"86000US06065",,"ZCTA5 06065",1660,"ZCTA5 06065",256
"G06066","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06066",,,,,,,"86000US06066",,"ZCTA5 06066",1177,"ZCTA5 06066",32
"G06067","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06067",,,,,,,"86000US06067",,"ZCTA5 06067",1383,"ZCTA5 06067",44
"G06068","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06068",,,,,,,"86000US06068",,"ZCTA5 06068",1196,"ZCTA5 06068",168
"G06069","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06069",,,,,,,"86000US06069",,"ZCTA5 06069",1145,"ZCTA5 06069",149
"G06070","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06070",,,,,,,"86000US06070",,"ZCTA5 06070",1939,"ZCTA5 06070",97
"G06071","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06071",,,,,,,"86000US06071",,"ZCTA5 06071",1558,"ZCTA5 06071",91
"G06073","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06073",,,,,,,"86000US06073",,"ZCTA5 06073",2247,"ZCTA5 06073",228
"G06074","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06074",,,,,,,"86000US06074",,"ZCTA5 06074",1648,"ZCTA5 06074",68
"G06076","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06076",,,,,,,"86000US06076",,"ZCTA5 06076",1208,"ZCTA5 06076",48
"G06078","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06078",,,,,,,"86000US06078",,"ZCTA5 06078",1636,"ZCTA5 06078",86
"G06081","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06081",,,,,,,"86000US06081",,"ZCTA5 06081",1435,"ZCTA5 06081",246
"G06082","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06082",,,,,,,"86000US06082",,"ZCTA5 06082",1258,"ZCTA5 06082",34
"G06084","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06084",,,,,,,"86000US06084",,"ZCTA5 06084",1790,"ZCTA5 06084",100
"G06085","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06085",,,,,,,"86000US06085",,"ZCTA5 06085",1470,"ZCTA5 06085",98
"G06088","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06088",,,,,,,"86000US06088",,"ZCTA5 06088",1206,"ZCTA5 06088",117
"G06089","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06089",,,,,,,"86000US06089",,"ZCTA5 06089",1740,"ZCTA5 06089",171
"G06090","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06090",,,,,,,"86000US06090",,"ZCTA5 06090",2000,"ZCTA5 06090",1259
"G06091","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06091",,,,,,,"86000US06091",,"ZCTA5 06091",967,"ZCTA5 06091",144
"G06092","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06092",,,,,,,"86000US06092",,"ZCTA5 06092",2278,"ZCTA5 06092",241
"G06093","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06093",,,,,,,"86000US06093",,"ZCTA5 06093",1914,"ZCTA5 06093",177
"G06095","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06095",,,,,,,"86000US06095",,"ZCTA5 06095",1459,"ZCTA5 06095",43
"G06096","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06096",,,,,,,"86000US06096",,"ZCTA5 06096",1274,"ZCTA5 06096",79
"G06098","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06098",,,,,,,"86000US06098",,"ZCTA5 06098",1088,"ZCTA5 06098",76
"G06103","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06103",,,,,,,"86000US06103",,"ZCTA5 06103",1481,"ZCTA5 06103",102
"G06105","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06105",,,,,,,"86000US06105",,"ZCTA5 06105",924,"ZCTA5 06105",34
"G06106","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06106",,,,,,,"86000US06106",,"ZCTA5 06106",1008,"ZCTA5 06106",29
"G06107","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06107",,,,,,,"86000US06107",,"ZCTA5 06107",1873,"ZCTA5 06107",85
"G06108","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06108",,,,,,,"86000US06108",,"ZCTA5 06108",1074,"ZCTA5 06108",37
"G06109","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06109",,,,,,,"86000US06109",,"ZCTA5 06109",1455,"ZCTA5 06109",68
"G06110","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06110",,,,,,,"86000US06110",,"ZCTA5 06110",1292,"ZCTA5 06110",81
"G06111","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06111",,,,,,,"86000US06111",,"ZCTA5 06111",1297,"ZCTA5 06111",43
"G06112","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06112",,,,,,,"86000US06112",,"ZCTA5 06112",1016,"ZCTA5 06112",32
"G06114","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06114",,,,,,,"86000US06114",,"ZCTA5 06114",1071,"ZCTA5 06114",35
"G06117","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06117",,,,,,,"86000US06117",,"ZCTA5 06117",2104,"ZCTA5 06117",111
"G06118","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06118",,,,,,,"86000US06118",,"ZCTA5 06118",1191,"ZCTA5 06118",38
"G06119","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06119",,,,,,,"86000US06119",,"ZCTA5 06119",1423,"ZCTA5 06119",44
"G06120","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06120",,,,,,,"86000US06120",,"ZCTA5 06120",868,"ZCTA5 06120",35
"G06160","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06160",,,,,,,"86000US06160",,"ZCTA5 06160",.,"ZCTA5 06160",.
"G06226","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06226",,,,,,,"86000US06226",,"ZCTA5 06226",867,"ZCTA5 06226",25
"G06231","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06231",,,,,,,"86000US06231",,"ZCTA5 06231",1846,"ZCTA5 06231",137
"G06232","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06232",,,,,,,"86000US06232",,"ZCTA5 06232",1401,"ZCTA5 06232",124
"G06234","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06234",,,,,,,"86000US06234",,"ZCTA5 06234",1274,"ZCTA5 06234",157
"G06235","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06235",,,,,,,"86000US06235",,"ZCTA5 06235",1271,"ZCTA5 06235",141
"G06237","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06237",,,,,,,"86000US06237",,"ZCTA5 06237",1430,"ZCTA5 06237",138
"G06238","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06238",,,,,,,"86000US06238",,"ZCTA5 06238",1577,"ZCTA5 06238",80
"G06239","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06239",,,,,,,"86000US06239",,"ZCTA5 06239",1081,"ZCTA5 06239",112
"G06241","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06241",,,,,,,"86000US06241",,"ZCTA5 06241",1211,"ZCTA5 06241",80
"G06242","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06242",,,,,,,"86000US06242",,"ZCTA5 06242",1296,"ZCTA5 06242",205
"G06243","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"06243",,,,,,,"86000US06243",,"ZCTA5 06243",.,"ZCTA5 06243",.
