GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AIM5E001,NAME_M,AIM5M001
"G05033","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05033",,,,,,,"86000US05033",,"ZCTA5 05033",1066,"ZCTA5 05033",157
"G05034","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05034",,,,,,,"86000US05034",,"ZCTA5 05034",1298,"ZCTA5 05034",464
"G05035","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05035",,,,,,,"86000US05035",,"ZCTA5 05035",1028,"ZCTA5 05035",97
"G05036","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05036",,,,,,,"86000US05036",,"ZCTA5 05036",1150,"ZCTA5 05036",143
"G05037","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05037",,,,,,,"86000US05037",,"ZCTA5 05037",1582,"ZCTA5 05037",178
"G05038","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05038",,,,,,,"86000US05038",,"ZCTA5 05038",839,"ZCTA5 05038",150
"G05039","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05039",,,,,,,"86000US05039",,"ZCTA5 05039",936,"ZCTA5 05039",85
"G05040","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05040",,,,,,,"86000US05040",,"ZCTA5 05040",973,"ZCTA5 05040",230
"G05041","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05041",,,,,,,"86000US05041",,"ZCTA5 05041",1076,"ZCTA5 05041",1021
"G05042","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05042",,,,,,,"86000US05042",,"ZCTA5 05042",1000,"ZCTA5 05042",259
"G05043","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05043",,,,,,,"86000US05043",,"ZCTA5 05043",1220,"ZCTA5 05043",249
"G05045","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05045",,,,,,,"86000US05045",,"ZCTA5 05045",1225,"ZCTA5 05045",115
"G05046","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05046",,,,,,,"86000US05046",,"ZCTA5 05046",757,"ZCTA5 05046",94
"G05048","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05048",,,,,,,"86000US05048",,"ZCTA5 05048",1120,"ZCTA5 05048",142
"G05050","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05050",,,,,,,"86000US05050",,"ZCTA5 05050",540,"ZCTA5 05050",143
"G05051","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05051",,,,,,,"86000US05051",,"ZCTA5 05051",981,"ZCTA5 05051",124
"G05052","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05052",,,,,,,"86000US05052",,"ZCTA5 05052",790,"ZCTA5 05052",495
"G05053","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05053",,,,,,,"86000US05053",,"ZCTA5 05053",1382,"ZCTA5 05053",357
"G05055","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05055",,,,,,,"86000US05055",,"ZCTA5 05055",1699,"ZCTA5 05055",225
"G05056","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05056",,,,,,,"86000US05056",,"ZCTA5 05056",1125,"ZCTA5 05056",114
"G05058","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05058",,,,,,,"86000US05058",,"ZCTA5 05058",1226,"ZCTA5 05058",174
"G05059","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05059",,,,,,,"86000US05059",,"ZCTA5 05059",1579,"ZCTA5 05059",570
"G05060","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05060",,,,,,,"86000US05060",,"ZCTA5 05060",998,"ZCTA5 05060",130
"G05061","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05061",,,,,,,"86000US05061",,"ZCTA5 05061",996,"ZCTA5 05061",348
"G05062","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05062",,,,,,,"86000US05062",,"ZCTA5 05062",1350,"ZCTA5 05062",100
"G05065","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05065",,,,,,,"86000US05065",,"ZCTA5 05065",1061,"ZCTA5 05065",102
"G05067","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05067",,,,,,,"86000US05067",,"ZCTA5 05067",1333,"ZCTA5 05067",800
"G05068","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05068",,,,,,,"86000US05068",,"ZCTA5 05068",1064,"ZCTA5 05068",122
"G05069","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05069",,,,,,,"86000US05069",,"ZCTA5 05069",1005,"ZCTA5 05069",327
"G05070","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05070",,,,,,,"86000US05070",,"ZCTA5 05070",1218,"ZCTA5 05070",325
"G05071","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05071",,,,,,,"86000US05071",,"ZCTA5 05071",.,"ZCTA5 05071",.
"G05072","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05072",,,,,,,"86000US05072",,"ZCTA5 05072",1238,"ZCTA5 05072",175
"G05075","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05075",,,,,,,"86000US05075",,"ZCTA5 05075",1403,"ZCTA5 05075",215
"G05076","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05076",,,,,,,"86000US05076",,"ZCTA5 05076",845,"ZCTA5 05076",63
"G05077","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05077",,,,,,,"86000US05077",,"ZCTA5 05077",1076,"ZCTA5 05077",108
"G05079","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05079",,,,,,,"86000US05079",,"ZCTA5 05079",957,"ZCTA5 05079",127
"G05081","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05081",,,,,,,"86000US05081",,"ZCTA5 05081",622,"ZCTA5 05081",100
"G05083","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05083",,,,,,,"86000US05083",,"ZCTA5 05083",675,"ZCTA5 05083",549
"G05084","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05084",,,,,,,"86000US05084",,"ZCTA5 05084",1033,"ZCTA5 05084",466
"G05086","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05086",,,,,,,"86000US05086",,"ZCTA5 05086",891,"ZCTA5 05086",144
"G05089","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05089",,,,,,,"86000US05089",,"ZCTA5 05089",965,"ZCTA5 05089",102
"G05091","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05091",,,,,,,"86000US05091",,"ZCTA5 05091",1295,"ZCTA5 05091",185
"G05101","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05101",,,,,,,"86000US05101",,"ZCTA5 05101",874,"ZCTA5 05101",57
"G05141","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05141",,,,,,,"86000US05141",,"ZCTA5 05141",794,"ZCTA5 05141",198
"G05142","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05142",,,,,,,"86000US05142",,"ZCTA5 05142",922,"ZCTA5 05142",141
"G05143","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05143",,,,,,,"86000US05143",,"ZCTA5 05143",956,"ZCTA5 05143",97
"G05146","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05146",,,,,,,"86000US05146",,"ZCTA5 05146",970,"ZCTA5 05146",188
"G05148","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05148",,,,,,,"86000US05148",,"ZCTA5 05148",1101,"ZCTA5 05148",77
"G05149","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05149",,,,,,,"86000US05149",,"ZCTA5 05149",964,"ZCTA5 05149",104
"G05150","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05150",,,,,,,"86000US05150",,"ZCTA5 05150",803,"ZCTA5 05150",111
"G05151","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05151",,,,,,,"86000US05151",,"ZCTA5 05151",1007,"ZCTA5 05151",203
"G05152","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05152",,,,,,,"86000US05152",,"ZCTA5 05152",1051,"ZCTA5 05152",209
"G05153","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05153",,,,,,,"86000US05153",,"ZCTA5 05153",943,"ZCTA5 05153",190
"G05154","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05154",,,,,,,"86000US05154",,"ZCTA5 05154",942,"ZCTA5 05154",101
"G05155","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05155",,,,,,,"86000US05155",,"ZCTA5 05155",823,"ZCTA5 05155",205
"G05156","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05156",,,,,,,"86000US05156",,"ZCTA5 05156",956,"ZCTA5 05156",101
"G05158","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05158",,,,,,,"86000US05158",,"ZCTA5 05158",885,"ZCTA5 05158",232
"G05161","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05161",,,,,,,"86000US05161",,"ZCTA5 05161",1205,"ZCTA5 05161",237
"G05201","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05201",,,,,,,"86000US05201",,"ZCTA5 05201",930,"ZCTA5 05201",46
"G05250","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05250",,,,,,,"86000US05250",,"ZCTA5 05250",1142,"ZCTA5 05250",77
"G05251","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05251",,,,,,,"86000US05251",,"ZCTA5 05251",1445,"ZCTA5 05251",172
"G05252","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05252",,,,,,,"86000US05252",,"ZCTA5 05252",1093,"ZCTA5 05252",151
"G05253","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05253",,,,,,,"86000US05253",,"ZCTA5 05253",1151,"ZCTA5 05253",774
"G05254","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05254",,,,,,,"86000US05254",,"ZCTA5 05254",2156,"ZCTA5 05254",453
"G05255","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05255",,,,,,,"86000US05255",,"ZCTA5 05255",929,"ZCTA5 05255",161
"G05257","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05257",,,,,,,"86000US05257",,"ZCTA5 05257",1027,"ZCTA5 05257",75
"G05260","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05260",,,,,,,"86000US05260",,"ZCTA5 05260",.,"ZCTA5 05260",.
"G05261","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05261",,,,,,,"86000US05261",,"ZCTA5 05261",805,"ZCTA5 05261",175
"G05262","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05262",,,,,,,"86000US05262",,"ZCTA5 05262",1141,"ZCTA5 05262",114
"G05301","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05301",,,,,,,"86000US05301",,"ZCTA5 05301",1021,"ZCTA5 05301",48
"G05340","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05340",,,,,,,"86000US05340",,"ZCTA5 05340",1105,"ZCTA5 05340",103
"G05341","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05341",,,,,,,"86000US05341",,"ZCTA5 05341",894,"ZCTA5 05341",177
"G05342","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05342",,,,,,,"86000US05342",,"ZCTA5 05342",910,"ZCTA5 05342",243
"G05343","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05343",,,,,,,"86000US05343",,"ZCTA5 05343",996,"ZCTA5 05343",130
"G05345","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05345",,,,,,,"86000US05345",,"ZCTA5 05345",1075,"ZCTA5 05345",81
"G05346","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05346",,,,,,,"86000US05346",,"ZCTA5 05346",1031,"ZCTA5 05346",107
"G05350","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05350",,,,,,,"86000US05350",,"ZCTA5 05350",858,"ZCTA5 05350",83
"G05352","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05352",,,,,,,"86000US05352",,"ZCTA5 05352",979,"ZCTA5 05352",71
"G05353","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05353",,,,,,,"86000US05353",,"ZCTA5 05353",1083,"ZCTA5 05353",130
"G05354","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05354",,,,,,,"86000US05354",,"ZCTA5 05354",1160,"ZCTA5 05354",126
"G05355","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05355",,,,,,,"86000US05355",,"ZCTA5 05355",965,"ZCTA5 05355",97
"G05356","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05356",,,,,,,"86000US05356",,"ZCTA5 05356",1066,"ZCTA5 05356",170
"G05358","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05358",,,,,,,"86000US05358",,"ZCTA5 05358",850,"ZCTA5 05358",467
"G05359","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05359",,,,,,,"86000US05359",,"ZCTA5 05359",1025,"ZCTA5 05359",111
"G05360","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05360",,,,,,,"86000US05360",,"ZCTA5 05360",1438,"ZCTA5 05360",900
"G05361","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05361",,,,,,,"86000US05361",,"ZCTA5 05361",1081,"ZCTA5 05361",65
"G05362","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05362",,,,,,,"86000US05362",,"ZCTA5 05362",1375,"ZCTA5 05362",1039
"G05363","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05363",,,,,,,"86000US05363",,"ZCTA5 05363",1112,"ZCTA5 05363",83
"G05401","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05401",,,,,,,"86000US05401",,"ZCTA5 05401",1208,"ZCTA5 05401",34
"G05403","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05403",,,,,,,"86000US05403",,"ZCTA5 05403",1453,"ZCTA5 05403",43
"G05404","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05404",,,,,,,"86000US05404",,"ZCTA5 05404",1151,"ZCTA5 05404",64
"G05405","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05405",,,,,,,"86000US05405",,"ZCTA5 05405",.,"ZCTA5 05405",.
"G05408","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05408",,,,,,,"86000US05408",,"ZCTA5 05408",1209,"ZCTA5 05408",102
"G05439","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05439",,,,,,,"86000US05439",,"ZCTA5 05439",.,"ZCTA5 05439",.
"G05440","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05440",,,,,,,"86000US05440",,"ZCTA5 05440",994,"ZCTA5 05440",113
"G05441","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05441",,,,,,,"86000US05441",,"ZCTA5 05441",1168,"ZCTA5 05441",111
"G05442","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05442",,,,,,,"86000US05442",,"ZCTA5 05442",857,"ZCTA5 05442",247
"G05443","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05443",,,,,,,"86000US05443",,"ZCTA5 05443",1165,"ZCTA5 05443",69
"G05444","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05444",,,,,,,"86000US05444",,"ZCTA5 05444",1066,"ZCTA5 05444",141
"G05445","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05445",,,,,,,"86000US05445",,"ZCTA5 05445",1626,"ZCTA5 05445",260
"G05446","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05446",,,,,,,"86000US05446",,"ZCTA5 05446",1275,"ZCTA5 05446",79
"G05447","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05447",,,,,,,"86000US05447",,"ZCTA5 05447",888,"ZCTA5 05447",424
"G05448","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05448",,,,,,,"86000US05448",,"ZCTA5 05448",1303,"ZCTA5 05448",232
"G05450","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05450",,,,,,,"86000US05450",,"ZCTA5 05450",960,"ZCTA5 05450",96
"G05452","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05452",,,,,,,"86000US05452",,"ZCTA5 05452",1337,"ZCTA5 05452",61
"G05454","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05454",,,,,,,"86000US05454",,"ZCTA5 05454",1432,"ZCTA5 05454",167
"G05455","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05455",,,,,,,"86000US05455",,"ZCTA5 05455",1345,"ZCTA5 05455",95
"G05456","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05456",,,,,,,"86000US05456",,"ZCTA5 05456",1184,"ZCTA5 05456",167
"G05457","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05457",,,,,,,"86000US05457",,"ZCTA5 05457",1146,"ZCTA5 05457",150
"G05458","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05458",,,,,,,"86000US05458",,"ZCTA5 05458",1435,"ZCTA5 05458",203
"G05459","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05459",,,,,,,"86000US05459",,"ZCTA5 05459",1113,"ZCTA5 05459",176
"G05461","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05461",,,,,,,"86000US05461",,"ZCTA5 05461",1312,"ZCTA5 05461",219
"G05462","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05462",,,,,,,"86000US05462",,"ZCTA5 05462",1338,"ZCTA5 05462",91
"G05463","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05463",,,,,,,"86000US05463",,"ZCTA5 05463",1088,"ZCTA5 05463",287
"G05464","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05464",,,,,,,"86000US05464",,"ZCTA5 05464",1130,"ZCTA5 05464",90
"G05465","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05465",,,,,,,"86000US05465",,"ZCTA5 05465",1664,"ZCTA5 05465",102
"G05468","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05468",,,,,,,"86000US05468",,"ZCTA5 05468",1319,"ZCTA5 05468",61
"G05471","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05471",,,,,,,"86000US05471",,"ZCTA5 05471",1053,"ZCTA5 05471",97
"G05472","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05472",,,,,,,"86000US05472",,"ZCTA5 05472",1221,"ZCTA5 05472",100
"G05473","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05473",,,,,,,"86000US05473",,"ZCTA5 05473",1287,"ZCTA5 05473",202
"G05474","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05474",,,,,,,"86000US05474",,"ZCTA5 05474",1375,"ZCTA5 05474",110
"G05476","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05476",,,,,,,"86000US05476",,"ZCTA5 05476",874,"ZCTA5 05476",72
"G05477","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05477",,,,,,,"86000US05477",,"ZCTA5 05477",1486,"ZCTA5 05477",148
"G05478","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05478",,,,,,,"86000US05478",,"ZCTA5 05478",1111,"ZCTA5 05478",68
"G05481","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05481",,,,,,,"86000US05481",,"ZCTA5 05481",.,"ZCTA5 05481",.
"G05482","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05482",,,,,,,"86000US05482",,"ZCTA5 05482",1987,"ZCTA5 05482",200
"G05483","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05483",,,,,,,"86000US05483",,"ZCTA5 05483",1289,"ZCTA5 05483",211
"G05485","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05485",,,,,,,"86000US05485",,"ZCTA5 05485",933,"ZCTA5 05485",97
"G05486","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05486",,,,,,,"86000US05486",,"ZCTA5 05486",1503,"ZCTA5 05486",161
"G05487","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05487",,,,,,,"86000US05487",,"ZCTA5 05487",1191,"ZCTA5 05487",220
"G05488","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05488",,,,,,,"86000US05488",,"ZCTA5 05488",1041,"ZCTA5 05488",118
"G05489","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05489",,,,,,,"86000US05489",,"ZCTA5 05489",1566,"ZCTA5 05489",158
"G05491","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05491",,,,,,,"86000US05491",,"ZCTA5 05491",1227,"ZCTA5 05491",56
"G05492","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05492",,,,,,,"86000US05492",,"ZCTA5 05492",1037,"ZCTA5 05492",198
"G05494","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05494",,,,,,,"86000US05494",,"ZCTA5 05494",1655,"ZCTA5 05494",121
"G05495","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05495",,,,,,,"86000US05495",,"ZCTA5 05495",1459,"ZCTA5 05495",123
"G05602","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05602",,,,,,,"86000US05602",,"ZCTA5 05602",1140,"ZCTA5 05602",44
"G05640","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05640",,,,,,,"86000US05640",,"ZCTA5 05640",1529,"ZCTA5 05640",345
"G05641","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05641",,,,,,,"86000US05641",,"ZCTA5 05641",1013,"ZCTA5 05641",49
"G05647","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05647",,,,,,,"86000US05647",,"ZCTA5 05647",1078,"ZCTA5 05647",120
"G05648","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05648",,,,,,,"86000US05648",,"ZCTA5 05648",1125,"ZCTA5 05648",277
"G05649","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05649",,,,,,,"86000US05649",,"ZCTA5 05649",898,"ZCTA5 05649",324
"G05650","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05650",,,,,,,"86000US05650",,"ZCTA5 05650",1180,"ZCTA5 05650",276
"G05651","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05651",,,,,,,"86000US05651",,"ZCTA5 05651",1089,"ZCTA5 05651",86
"G05652","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05652",,,,,,,"86000US05652",,"ZCTA5 05652",818,"ZCTA5 05652",189
"G05653","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05653",,,,,,,"86000US05653",,"ZCTA5 05653",998,"ZCTA5 05653",92
"G05654","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05654",,,,,,,"86000US05654",,"ZCTA5 05654",880,"ZCTA5 05654",100
"G05655","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05655",,,,,,,"86000US05655",,"ZCTA5 05655",1006,"ZCTA5 05655",179
"G05656","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05656",,,,,,,"86000US05656",,"ZCTA5 05656",870,"ZCTA5 05656",74
"G05657","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05657",,,,,,,"86000US05657",,"ZCTA5 05657",900,"ZCTA5 05657",477
"G05658","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05658",,,,,,,"86000US05658",,"ZCTA5 05658",967,"ZCTA5 05658",143
"G05660","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05660",,,,,,,"86000US05660",,"ZCTA5 05660",1292,"ZCTA5 05660",128
"G05661","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05661",,,,,,,"86000US05661",,"ZCTA5 05661",996,"ZCTA5 05661",86
"G05663","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05663",,,,,,,"86000US05663",,"ZCTA5 05663",1042,"ZCTA5 05663",133
"G05664","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05664",,,,,,,"86000US05664",,"ZCTA5 05664",.,"ZCTA5 05664",.
"G05667","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05667",,,,,,,"86000US05667",,"ZCTA5 05667",976,"ZCTA5 05667",71
"G05669","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05669",,,,,,,"86000US05669",,"ZCTA5 05669",940,"ZCTA5 05669",117
"G05672","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05672",,,,,,,"86000US05672",,"ZCTA5 05672",1401,"ZCTA5 05672",206
"G05673","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05673",,,,,,,"86000US05673",,"ZCTA5 05673",1370,"ZCTA5 05673",84
"G05674","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05674",,,,,,,"86000US05674",,"ZCTA5 05674",1086,"ZCTA5 05674",197
"G05675","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05675",,,,,,,"86000US05675",,"ZCTA5 05675",1024,"ZCTA5 05675",114
"G05676","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05676",,,,,,,"86000US05676",,"ZCTA5 05676",1242,"ZCTA5 05676",113
"G05677","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05677",,,,,,,"86000US05677",,"ZCTA5 05677",1147,"ZCTA5 05677",248
"G05678","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05678",,,,,,,"86000US05678",,"ZCTA5 05678",725,"ZCTA5 05678",94
"G05679","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05679",,,,,,,"86000US05679",,"ZCTA5 05679",935,"ZCTA5 05679",103
"G05680","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05680",,,,,,,"86000US05680",,"ZCTA5 05680",1199,"ZCTA5 05680",80
"G05681","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05681",,,,,,,"86000US05681",,"ZCTA5 05681",1239,"ZCTA5 05681",683
"G05682","2013-2017","US",,,,,,,,,,,,,,,,,,,,,,,,,"05682",,,,,,,"86000US05682",,"ZCTA5 05682",1070,"ZCTA5 05682",121
