GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AKLKE001,NAME_M,AKLKM001
"G13473","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13473",,,,,,,"86000US13473",,"ZCTA5 13473",725,"ZCTA5 13473",240
"G13475","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13475",,,,,,,"86000US13475",,"ZCTA5 13475",.,"ZCTA5 13475",.
"G13476","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13476",,,,,,,"86000US13476",,"ZCTA5 13476",1019,"ZCTA5 13476",107
"G13477","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13477",,,,,,,"86000US13477",,"ZCTA5 13477",900,"ZCTA5 13477",406
"G13478","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13478",,,,,,,"86000US13478",,"ZCTA5 13478",751,"ZCTA5 13478",65
"G13480","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13480",,,,,,,"86000US13480",,"ZCTA5 13480",794,"ZCTA5 13480",89
"G13483","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13483",,,,,,,"86000US13483",,"ZCTA5 13483",1033,"ZCTA5 13483",255
"G13484","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13484",,,,,,,"86000US13484",,"ZCTA5 13484",975,"ZCTA5 13484",237
"G13485","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13485",,,,,,,"86000US13485",,"ZCTA5 13485",731,"ZCTA5 13485",114
"G13486","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13486",,,,,,,"86000US13486",,"ZCTA5 13486",922,"ZCTA5 13486",249
"G13488","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13488",,,,,,,"86000US13488",,"ZCTA5 13488",725,"ZCTA5 13488",433
"G13489","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13489",,,,,,,"86000US13489",,"ZCTA5 13489",718,"ZCTA5 13489",134
"G13490","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13490",,,,,,,"86000US13490",,"ZCTA5 13490",919,"ZCTA5 13490",401
"G13491","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13491",,,,,,,"86000US13491",,"ZCTA5 13491",687,"ZCTA5 13491",56
"G13492","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13492",,,,,,,"86000US13492",,"ZCTA5 13492",846,"ZCTA5 13492",38
"G13493","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13493",,,,,,,"86000US13493",,"ZCTA5 13493",710,"ZCTA5 13493",55
"G13494","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13494",,,,,,,"86000US13494",,"ZCTA5 13494",663,"ZCTA5 13494",429
"G13495","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13495",,,,,,,"86000US13495",,"ZCTA5 13495",756,"ZCTA5 13495",49
"G13501","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13501",,,,,,,"86000US13501",,"ZCTA5 13501",752,"ZCTA5 13501",21
"G13502","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13502",,,,,,,"86000US13502",,"ZCTA5 13502",780,"ZCTA5 13502",24
"G13601","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13601",,,,,,,"86000US13601",,"ZCTA5 13601",867,"ZCTA5 13601",24
"G13602","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13602",,,,,,,"86000US13602",,"ZCTA5 13602",1613,"ZCTA5 13602",42
"G13603","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13603",,,,,,,"86000US13603",,"ZCTA5 13603",1412,"ZCTA5 13603",34
"G13605","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13605",,,,,,,"86000US13605",,"ZCTA5 13605",807,"ZCTA5 13605",55
"G13606","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13606",,,,,,,"86000US13606",,"ZCTA5 13606",964,"ZCTA5 13606",134
"G13607","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13607",,,,,,,"86000US13607",,"ZCTA5 13607",771,"ZCTA5 13607",60
"G13608","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13608",,,,,,,"86000US13608",,"ZCTA5 13608",824,"ZCTA5 13608",102
"G13612","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13612",,,,,,,"86000US13612",,"ZCTA5 13612",936,"ZCTA5 13612",103
"G13613","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13613",,,,,,,"86000US13613",,"ZCTA5 13613",693,"ZCTA5 13613",55
"G13614","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13614",,,,,,,"86000US13614",,"ZCTA5 13614",659,"ZCTA5 13614",364
"G13615","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13615",,,,,,,"86000US13615",,"ZCTA5 13615",923,"ZCTA5 13615",74
"G13616","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13616",,,,,,,"86000US13616",,"ZCTA5 13616",1035,"ZCTA5 13616",213
"G13617","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13617",,,,,,,"86000US13617",,"ZCTA5 13617",826,"ZCTA5 13617",66
"G13618","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13618",,,,,,,"86000US13618",,"ZCTA5 13618",703,"ZCTA5 13618",65
"G13619","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13619",,,,,,,"86000US13619",,"ZCTA5 13619",864,"ZCTA5 13619",46
"G13620","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13620",,,,,,,"86000US13620",,"ZCTA5 13620",648,"ZCTA5 13620",108
"G13621","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13621",,,,,,,"86000US13621",,"ZCTA5 13621",679,"ZCTA5 13621",44
"G13622","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13622",,,,,,,"86000US13622",,"ZCTA5 13622",923,"ZCTA5 13622",131
"G13623","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13623",,,,,,,"86000US13623",,"ZCTA5 13623",.,"ZCTA5 13623",.
"G13624","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13624",,,,,,,"86000US13624",,"ZCTA5 13624",1097,"ZCTA5 13624",114
"G13625","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13625",,,,,,,"86000US13625",,"ZCTA5 13625",755,"ZCTA5 13625",91
"G13626","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13626",,,,,,,"86000US13626",,"ZCTA5 13626",864,"ZCTA5 13626",56
"G13628","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13628",,,,,,,"86000US13628",,"ZCTA5 13628",900,"ZCTA5 13628",289
"G13630","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13630",,,,,,,"86000US13630",,"ZCTA5 13630",711,"ZCTA5 13630",214
"G13633","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13633",,,,,,,"86000US13633",,"ZCTA5 13633",516,"ZCTA5 13633",178
"G13634","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13634",,,,,,,"86000US13634",,"ZCTA5 13634",832,"ZCTA5 13634",109
"G13635","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13635",,,,,,,"86000US13635",,"ZCTA5 13635",689,"ZCTA5 13635",94
"G13636","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13636",,,,,,,"86000US13636",,"ZCTA5 13636",873,"ZCTA5 13636",118
"G13637","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13637",,,,,,,"86000US13637",,"ZCTA5 13637",1211,"ZCTA5 13637",65
"G13638","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13638",,,,,,,"86000US13638",,"ZCTA5 13638",.,"ZCTA5 13638",.
"G13639","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13639",,,,,,,"86000US13639",,"ZCTA5 13639",506,"ZCTA5 13639",104
"G13640","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13640",,,,,,,"86000US13640",,"ZCTA5 13640",1297,"ZCTA5 13640",201
"G13641","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13641",,,,,,,"86000US13641",,"ZCTA5 13641",540,"ZCTA5 13641",36
"G13642","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13642",,,,,,,"86000US13642",,"ZCTA5 13642",681,"ZCTA5 13642",51
"G13643","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13643",,,,,,,"86000US13643",,"ZCTA5 13643",.,"ZCTA5 13643",.
"G13646","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13646",,,,,,,"86000US13646",,"ZCTA5 13646",678,"ZCTA5 13646",36
"G13647","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13647",,,,,,,"86000US13647",,"ZCTA5 13647",.,"ZCTA5 13647",.
"G13648","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13648",,,,,,,"86000US13648",,"ZCTA5 13648",750,"ZCTA5 13648",146
"G13650","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13650",,,,,,,"86000US13650",,"ZCTA5 13650",823,"ZCTA5 13650",225
"G13651","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13651",,,,,,,"86000US13651",,"ZCTA5 13651",1167,"ZCTA5 13651",881
"G13652","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13652",,,,,,,"86000US13652",,"ZCTA5 13652",624,"ZCTA5 13652",65
"G13654","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13654",,,,,,,"86000US13654",,"ZCTA5 13654",702,"ZCTA5 13654",61
"G13655","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13655",,,,,,,"86000US13655",,"ZCTA5 13655",491,"ZCTA5 13655",236
"G13656","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13656",,,,,,,"86000US13656",,"ZCTA5 13656",790,"ZCTA5 13656",202
"G13658","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13658",,,,,,,"86000US13658",,"ZCTA5 13658",648,"ZCTA5 13658",173
"G13659","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13659",,,,,,,"86000US13659",,"ZCTA5 13659",793,"ZCTA5 13659",162
"G13660","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13660",,,,,,,"86000US13660",,"ZCTA5 13660",782,"ZCTA5 13660",99
"G13661","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13661",,,,,,,"86000US13661",,"ZCTA5 13661",859,"ZCTA5 13661",70
"G13662","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13662",,,,,,,"86000US13662",,"ZCTA5 13662",741,"ZCTA5 13662",40
"G13664","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13664",,,,,,,"86000US13664",,"ZCTA5 13664",947,"ZCTA5 13664",69
"G13665","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13665",,,,,,,"86000US13665",,"ZCTA5 13665",660,"ZCTA5 13665",158
"G13666","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13666",,,,,,,"86000US13666",,"ZCTA5 13666",746,"ZCTA5 13666",317
"G13667","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13667",,,,,,,"86000US13667",,"ZCTA5 13667",666,"ZCTA5 13667",99
"G13668","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13668",,,,,,,"86000US13668",,"ZCTA5 13668",815,"ZCTA5 13668",49
"G13669","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13669",,,,,,,"86000US13669",,"ZCTA5 13669",678,"ZCTA5 13669",20
"G13670","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13670",,,,,,,"86000US13670",,"ZCTA5 13670",681,"ZCTA5 13670",115
"G13672","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13672",,,,,,,"86000US13672",,"ZCTA5 13672",942,"ZCTA5 13672",186
"G13673","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13673",,,,,,,"86000US13673",,"ZCTA5 13673",764,"ZCTA5 13673",64
"G13674","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13674",,,,,,,"86000US13674",,"ZCTA5 13674",.,"ZCTA5 13674",.
"G13675","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13675",,,,,,,"86000US13675",,"ZCTA5 13675",.,"ZCTA5 13675",.
"G13676","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13676",,,,,,,"86000US13676",,"ZCTA5 13676",866,"ZCTA5 13676",58
"G13677","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13677",,,,,,,"86000US13677",,"ZCTA5 13677",.,"ZCTA5 13677",.
"G13678","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13678",,,,,,,"86000US13678",,"ZCTA5 13678",661,"ZCTA5 13678",134
"G13679","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13679",,,,,,,"86000US13679",,"ZCTA5 13679",891,"ZCTA5 13679",127
"G13680","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13680",,,,,,,"86000US13680",,"ZCTA5 13680",664,"ZCTA5 13680",114
"G13681","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13681",,,,,,,"86000US13681",,"ZCTA5 13681",743,"ZCTA5 13681",70
"G13682","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13682",,,,,,,"86000US13682",,"ZCTA5 13682",860,"ZCTA5 13682",187
"G13684","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13684",,,,,,,"86000US13684",,"ZCTA5 13684",624,"ZCTA5 13684",72
"G13685","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13685",,,,,,,"86000US13685",,"ZCTA5 13685",1214,"ZCTA5 13685",100
"G13687","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13687",,,,,,,"86000US13687",,"ZCTA5 13687",708,"ZCTA5 13687",123
"G13690","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13690",,,,,,,"86000US13690",,"ZCTA5 13690",632,"ZCTA5 13690",53
"G13691","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13691",,,,,,,"86000US13691",,"ZCTA5 13691",980,"ZCTA5 13691",89
"G13692","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13692",,,,,,,"86000US13692",,"ZCTA5 13692",1104,"ZCTA5 13692",144
"G13693","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13693",,,,,,,"86000US13693",,"ZCTA5 13693",721,"ZCTA5 13693",171
"G13694","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13694",,,,,,,"86000US13694",,"ZCTA5 13694",822,"ZCTA5 13694",87
"G13695","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13695",,,,,,,"86000US13695",,"ZCTA5 13695",1045,"ZCTA5 13695",673
"G13696","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13696",,,,,,,"86000US13696",,"ZCTA5 13696",.,"ZCTA5 13696",.
"G13697","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13697",,,,,,,"86000US13697",,"ZCTA5 13697",810,"ZCTA5 13697",149
"G13730","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13730",,,,,,,"86000US13730",,"ZCTA5 13730",838,"ZCTA5 13730",90
"G13731","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13731",,,,,,,"86000US13731",,"ZCTA5 13731",801,"ZCTA5 13731",148
"G13732","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13732",,,,,,,"86000US13732",,"ZCTA5 13732",895,"ZCTA5 13732",73
"G13733","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13733",,,,,,,"86000US13733",,"ZCTA5 13733",762,"ZCTA5 13733",98
"G13734","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13734",,,,,,,"86000US13734",,"ZCTA5 13734",781,"ZCTA5 13734",137
"G13736","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13736",,,,,,,"86000US13736",,"ZCTA5 13736",810,"ZCTA5 13736",172
"G13739","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13739",,,,,,,"86000US13739",,"ZCTA5 13739",725,"ZCTA5 13739",172
"G13740","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13740",,,,,,,"86000US13740",,"ZCTA5 13740",996,"ZCTA5 13740",163
"G13743","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13743",,,,,,,"86000US13743",,"ZCTA5 13743",782,"ZCTA5 13743",94
"G13744","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13744",,,,,,,"86000US13744",,"ZCTA5 13744",886,"ZCTA5 13744",151
"G13746","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13746",,,,,,,"86000US13746",,"ZCTA5 13746",932,"ZCTA5 13746",108
"G13748","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13748",,,,,,,"86000US13748",,"ZCTA5 13748",741,"ZCTA5 13748",230
"G13750","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13750",,,,,,,"86000US13750",,"ZCTA5 13750",729,"ZCTA5 13750",55
"G13751","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13751",,,,,,,"86000US13751",,"ZCTA5 13751",670,"ZCTA5 13751",135
"G13752","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13752",,,,,,,"86000US13752",,"ZCTA5 13752",788,"ZCTA5 13752",146
"G13753","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13753",,,,,,,"86000US13753",,"ZCTA5 13753",817,"ZCTA5 13753",64
"G13754","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13754",,,,,,,"86000US13754",,"ZCTA5 13754",759,"ZCTA5 13754",46
"G13755","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13755",,,,,,,"86000US13755",,"ZCTA5 13755",508,"ZCTA5 13755",129
"G13756","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13756",,,,,,,"86000US13756",,"ZCTA5 13756",764,"ZCTA5 13756",178
"G13757","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13757",,,,,,,"86000US13757",,"ZCTA5 13757",914,"ZCTA5 13757",142
"G13760","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13760",,,,,,,"86000US13760",,"ZCTA5 13760",825,"ZCTA5 13760",26
"G13774","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13774",,,,,,,"86000US13774",,"ZCTA5 13774",568,"ZCTA5 13774",339
"G13775","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13775",,,,,,,"86000US13775",,"ZCTA5 13775",849,"ZCTA5 13775",90
"G13776","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13776",,,,,,,"86000US13776",,"ZCTA5 13776",725,"ZCTA5 13776",194
"G13777","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13777",,,,,,,"86000US13777",,"ZCTA5 13777",646,"ZCTA5 13777",146
"G13778","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13778",,,,,,,"86000US13778",,"ZCTA5 13778",811,"ZCTA5 13778",69
"G13780","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13780",,,,,,,"86000US13780",,"ZCTA5 13780",1024,"ZCTA5 13780",310
"G13782","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13782",,,,,,,"86000US13782",,"ZCTA5 13782",725,"ZCTA5 13782",176
"G13783","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13783",,,,,,,"86000US13783",,"ZCTA5 13783",665,"ZCTA5 13783",56
"G13784","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13784",,,,,,,"86000US13784",,"ZCTA5 13784",525,"ZCTA5 13784",286
"G13786","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13786",,,,,,,"86000US13786",,"ZCTA5 13786",741,"ZCTA5 13786",217
"G13787","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13787",,,,,,,"86000US13787",,"ZCTA5 13787",593,"ZCTA5 13787",113
"G13788","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13788",,,,,,,"86000US13788",,"ZCTA5 13788",889,"ZCTA5 13788",175
"G13790","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13790",,,,,,,"86000US13790",,"ZCTA5 13790",851,"ZCTA5 13790",25
"G13794","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13794",,,,,,,"86000US13794",,"ZCTA5 13794",685,"ZCTA5 13794",433
"G13795","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13795",,,,,,,"86000US13795",,"ZCTA5 13795",894,"ZCTA5 13795",98
"G13796","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13796",,,,,,,"86000US13796",,"ZCTA5 13796",818,"ZCTA5 13796",128
"G13797","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13797",,,,,,,"86000US13797",,"ZCTA5 13797",760,"ZCTA5 13797",49
"G13801","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13801",,,,,,,"86000US13801",,"ZCTA5 13801",660,"ZCTA5 13801",106
"G13802","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13802",,,,,,,"86000US13802",,"ZCTA5 13802",720,"ZCTA5 13802",126
"G13803","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13803",,,,,,,"86000US13803",,"ZCTA5 13803",858,"ZCTA5 13803",63
"G13804","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13804",,,,,,,"86000US13804",,"ZCTA5 13804",746,"ZCTA5 13804",292
"G13806","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13806",,,,,,,"86000US13806",,"ZCTA5 13806",573,"ZCTA5 13806",46
"G13807","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13807",,,,,,,"86000US13807",,"ZCTA5 13807",666,"ZCTA5 13807",201
"G13808","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13808",,,,,,,"86000US13808",,"ZCTA5 13808",780,"ZCTA5 13808",92
"G13809","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13809",,,,,,,"86000US13809",,"ZCTA5 13809",854,"ZCTA5 13809",159
"G13810","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13810",,,,,,,"86000US13810",,"ZCTA5 13810",815,"ZCTA5 13810",172
"G13811","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13811",,,,,,,"86000US13811",,"ZCTA5 13811",768,"ZCTA5 13811",97
"G13812","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13812",,,,,,,"86000US13812",,"ZCTA5 13812",730,"ZCTA5 13812",93
"G13813","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13813",,,,,,,"86000US13813",,"ZCTA5 13813",542,"ZCTA5 13813",127
"G13815","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13815",,,,,,,"86000US13815",,"ZCTA5 13815",658,"ZCTA5 13815",29
"G13820","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13820",,,,,,,"86000US13820",,"ZCTA5 13820",865,"ZCTA5 13820",33
"G13825","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13825",,,,,,,"86000US13825",,"ZCTA5 13825",794,"ZCTA5 13825",82
"G13826","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13826",,,,,,,"86000US13826",,"ZCTA5 13826",.,"ZCTA5 13826",.
"G13827","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13827",,,,,,,"86000US13827",,"ZCTA5 13827",785,"ZCTA5 13827",33
"G13830","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13830",,,,,,,"86000US13830",,"ZCTA5 13830",700,"ZCTA5 13830",51
"G13832","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13832",,,,,,,"86000US13832",,"ZCTA5 13832",637,"ZCTA5 13832",148
"G13833","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13833",,,,,,,"86000US13833",,"ZCTA5 13833",826,"ZCTA5 13833",88
"G13834","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13834",,,,,,,"86000US13834",,"ZCTA5 13834",1528,"ZCTA5 13834",696
"G13835","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13835",,,,,,,"86000US13835",,"ZCTA5 13835",686,"ZCTA5 13835",102
"G13838","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13838",,,,,,,"86000US13838",,"ZCTA5 13838",747,"ZCTA5 13838",128
"G13839","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13839",,,,,,,"86000US13839",,"ZCTA5 13839",659,"ZCTA5 13839",260
"G13841","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13841",,,,,,,"86000US13841",,"ZCTA5 13841",755,"ZCTA5 13841",109
"G13842","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13842",,,,,,,"86000US13842",,"ZCTA5 13842",897,"ZCTA5 13842",174
"G13843","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13843",,,,,,,"86000US13843",,"ZCTA5 13843",627,"ZCTA5 13843",60
"G13844","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13844",,,,,,,"86000US13844",,"ZCTA5 13844",758,"ZCTA5 13844",122
"G13845","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13845",,,,,,,"86000US13845",,"ZCTA5 13845",.,"ZCTA5 13845",.
"G13846","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13846",,,,,,,"86000US13846",,"ZCTA5 13846",786,"ZCTA5 13846",150
"G13847","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13847",,,,,,,"86000US13847",,"ZCTA5 13847",.,"ZCTA5 13847",.
"G13849","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13849",,,,,,,"86000US13849",,"ZCTA5 13849",703,"ZCTA5 13849",82
"G13850","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13850",,,,,,,"86000US13850",,"ZCTA5 13850",977,"ZCTA5 13850",45
