GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AKLKE001,NAME_M,AKLKM001
"G13856","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13856",,,,,,,"86000US13856",,"ZCTA5 13856",733,"ZCTA5 13856",41
"G13859","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13859",,,,,,,"86000US13859",,"ZCTA5 13859",623,"ZCTA5 13859",37
"G13860","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13860",,,,,,,"86000US13860",,"ZCTA5 13860",.,"ZCTA5 13860",.
"G13861","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13861",,,,,,,"86000US13861",,"ZCTA5 13861",633,"ZCTA5 13861",205
"G13862","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13862",,,,,,,"86000US13862",,"ZCTA5 13862",781,"ZCTA5 13862",84
"G13863","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13863",,,,,,,"86000US13863",,"ZCTA5 13863",791,"ZCTA5 13863",79
"G13864","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13864",,,,,,,"86000US13864",,"ZCTA5 13864",881,"ZCTA5 13864",289
"G13865","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13865",,,,,,,"86000US13865",,"ZCTA5 13865",830,"ZCTA5 13865",114
"G13901","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13901",,,,,,,"86000US13901",,"ZCTA5 13901",766,"ZCTA5 13901",21
"G13902","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13902",,,,,,,"86000US13902",,"ZCTA5 13902",.,"ZCTA5 13902",.
"G13903","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13903",,,,,,,"86000US13903",,"ZCTA5 13903",826,"ZCTA5 13903",35
"G13904","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13904",,,,,,,"86000US13904",,"ZCTA5 13904",755,"ZCTA5 13904",49
"G13905","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"13905",,,,,,,"86000US13905",,"ZCTA5 13905",795,"ZCTA5 13905",27
"G14001","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14001",,,,,,,"86000US14001",,"ZCTA5 14001",806,"ZCTA5 14001",57
"G14004","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14004",,,,,,,"86000US14004",,"ZCTA5 14004",984,"ZCTA5 14004",100
"G14005","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14005",,,,,,,"86000US14005",,"ZCTA5 14005",857,"ZCTA5 14005",163
"G14006","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14006",,,,,,,"86000US14006",,"ZCTA5 14006",814,"ZCTA5 14006",45
"G14008","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14008",,,,,,,"86000US14008",,"ZCTA5 14008",793,"ZCTA5 14008",115
"G14009","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14009",,,,,,,"86000US14009",,"ZCTA5 14009",773,"ZCTA5 14009",25
"G14011","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14011",,,,,,,"86000US14011",,"ZCTA5 14011",772,"ZCTA5 14011",63
"G14012","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14012",,,,,,,"86000US14012",,"ZCTA5 14012",894,"ZCTA5 14012",73
"G14013","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14013",,,,,,,"86000US14013",,"ZCTA5 14013",688,"ZCTA5 14013",102
"G14020","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14020",,,,,,,"86000US14020",,"ZCTA5 14020",808,"ZCTA5 14020",32
"G14024","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14024",,,,,,,"86000US14024",,"ZCTA5 14024",813,"ZCTA5 14024",77
"G14025","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14025",,,,,,,"86000US14025",,"ZCTA5 14025",937,"ZCTA5 14025",94
"G14026","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14026",,,,,,,"86000US14026",,"ZCTA5 14026",838,"ZCTA5 14026",454
"G14028","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14028",,,,,,,"86000US14028",,"ZCTA5 14028",1060,"ZCTA5 14028",109
"G14030","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14030",,,,,,,"86000US14030",,"ZCTA5 14030",879,"ZCTA5 14030",143
"G14031","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14031",,,,,,,"86000US14031",,"ZCTA5 14031",1155,"ZCTA5 14031",149
"G14032","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14032",,,,,,,"86000US14032",,"ZCTA5 14032",1622,"ZCTA5 14032",84
"G14033","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14033",,,,,,,"86000US14033",,"ZCTA5 14033",984,"ZCTA5 14033",130
"G14034","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14034",,,,,,,"86000US14034",,"ZCTA5 14034",737,"ZCTA5 14034",126
"G14035","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14035",,,,,,,"86000US14035",,"ZCTA5 14035",.,"ZCTA5 14035",.
"G14036","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14036",,,,,,,"86000US14036",,"ZCTA5 14036",936,"ZCTA5 14036",77
"G14037","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14037",,,,,,,"86000US14037",,"ZCTA5 14037",1055,"ZCTA5 14037",90
"G14039","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14039",,,,,,,"86000US14039",,"ZCTA5 14039",859,"ZCTA5 14039",85
"G14040","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14040",,,,,,,"86000US14040",,"ZCTA5 14040",921,"ZCTA5 14040",130
"G14041","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14041",,,,,,,"86000US14041",,"ZCTA5 14041",603,"ZCTA5 14041",100
"G14042","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14042",,,,,,,"86000US14042",,"ZCTA5 14042",672,"ZCTA5 14042",29
"G14043","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14043",,,,,,,"86000US14043",,"ZCTA5 14043",904,"ZCTA5 14043",34
"G14047","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14047",,,,,,,"86000US14047",,"ZCTA5 14047",961,"ZCTA5 14047",117
"G14048","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14048",,,,,,,"86000US14048",,"ZCTA5 14048",645,"ZCTA5 14048",35
"G14051","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14051",,,,,,,"86000US14051",,"ZCTA5 14051",1559,"ZCTA5 14051",78
"G14052","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14052",,,,,,,"86000US14052",,"ZCTA5 14052",1065,"ZCTA5 14052",71
"G14054","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14054",,,,,,,"86000US14054",,"ZCTA5 14054",850,"ZCTA5 14054",178
"G14055","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14055",,,,,,,"86000US14055",,"ZCTA5 14055",1012,"ZCTA5 14055",168
"G14057","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14057",,,,,,,"86000US14057",,"ZCTA5 14057",939,"ZCTA5 14057",165
"G14058","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14058",,,,,,,"86000US14058",,"ZCTA5 14058",903,"ZCTA5 14058",121
"G14059","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14059",,,,,,,"86000US14059",,"ZCTA5 14059",1166,"ZCTA5 14059",104
"G14060","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14060",,,,,,,"86000US14060",,"ZCTA5 14060",660,"ZCTA5 14060",130
"G14061","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14061",,,,,,,"86000US14061",,"ZCTA5 14061",941,"ZCTA5 14061",185
"G14062","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14062",,,,,,,"86000US14062",,"ZCTA5 14062",669,"ZCTA5 14062",76
"G14063","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14063",,,,,,,"86000US14063",,"ZCTA5 14063",852,"ZCTA5 14063",33
"G14065","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14065",,,,,,,"86000US14065",,"ZCTA5 14065",769,"ZCTA5 14065",64
"G14066","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14066",,,,,,,"86000US14066",,"ZCTA5 14066",715,"ZCTA5 14066",73
"G14067","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14067",,,,,,,"86000US14067",,"ZCTA5 14067",847,"ZCTA5 14067",105
"G14068","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14068",,,,,,,"86000US14068",,"ZCTA5 14068",1110,"ZCTA5 14068",85
"G14069","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14069",,,,,,,"86000US14069",,"ZCTA5 14069",1014,"ZCTA5 14069",244
"G14070","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14070",,,,,,,"86000US14070",,"ZCTA5 14070",676,"ZCTA5 14070",30
"G14072","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14072",,,,,,,"86000US14072",,"ZCTA5 14072",1152,"ZCTA5 14072",59
"G14075","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14075",,,,,,,"86000US14075",,"ZCTA5 14075",987,"ZCTA5 14075",31
"G14080","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14080",,,,,,,"86000US14080",,"ZCTA5 14080",859,"ZCTA5 14080",57
"G14081","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14081",,,,,,,"86000US14081",,"ZCTA5 14081",627,"ZCTA5 14081",69
"G14082","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14082",,,,,,,"86000US14082",,"ZCTA5 14082",970,"ZCTA5 14082",202
"G14085","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14085",,,,,,,"86000US14085",,"ZCTA5 14085",1227,"ZCTA5 14085",111
"G14086","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14086",,,,,,,"86000US14086",,"ZCTA5 14086",1135,"ZCTA5 14086",35
"G14091","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14091",,,,,,,"86000US14091",,"ZCTA5 14091",752,"ZCTA5 14091",183
"G14092","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14092",,,,,,,"86000US14092",,"ZCTA5 14092",879,"ZCTA5 14092",62
"G14094","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14094",,,,,,,"86000US14094",,"ZCTA5 14094",843,"ZCTA5 14094",26
"G14098","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14098",,,,,,,"86000US14098",,"ZCTA5 14098",856,"ZCTA5 14098",58
"G14101","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14101",,,,,,,"86000US14101",,"ZCTA5 14101",797,"ZCTA5 14101",106
"G14102","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14102",,,,,,,"86000US14102",,"ZCTA5 14102",958,"ZCTA5 14102",516
"G14103","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14103",,,,,,,"86000US14103",,"ZCTA5 14103",794,"ZCTA5 14103",49
"G14105","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14105",,,,,,,"86000US14105",,"ZCTA5 14105",853,"ZCTA5 14105",66
"G14108","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14108",,,,,,,"86000US14108",,"ZCTA5 14108",915,"ZCTA5 14108",97
"G14109","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14109",,,,,,,"86000US14109",,"ZCTA5 14109",.,"ZCTA5 14109",.
"G14111","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14111",,,,,,,"86000US14111",,"ZCTA5 14111",859,"ZCTA5 14111",97
"G14112","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14112",,,,,,,"86000US14112",,"ZCTA5 14112",.,"ZCTA5 14112",.
"G14113","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14113",,,,,,,"86000US14113",,"ZCTA5 14113",840,"ZCTA5 14113",172
"G14120","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14120",,,,,,,"86000US14120",,"ZCTA5 14120",873,"ZCTA5 14120",20
"G14125","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14125",,,,,,,"86000US14125",,"ZCTA5 14125",854,"ZCTA5 14125",34
"G14126","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14126",,,,,,,"86000US14126",,"ZCTA5 14126",840,"ZCTA5 14126",218
"G14127","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14127",,,,,,,"86000US14127",,"ZCTA5 14127",1207,"ZCTA5 14127",39
"G14129","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14129",,,,,,,"86000US14129",,"ZCTA5 14129",715,"ZCTA5 14129",77
"G14130","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14130",,,,,,,"86000US14130",,"ZCTA5 14130",580,"ZCTA5 14130",60
"G14131","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14131",,,,,,,"86000US14131",,"ZCTA5 14131",1022,"ZCTA5 14131",102
"G14132","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14132",,,,,,,"86000US14132",,"ZCTA5 14132",851,"ZCTA5 14132",86
"G14134","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14134",,,,,,,"86000US14134",,"ZCTA5 14134",.,"ZCTA5 14134",.
"G14135","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14135",,,,,,,"86000US14135",,"ZCTA5 14135",809,"ZCTA5 14135",389
"G14136","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14136",,,,,,,"86000US14136",,"ZCTA5 14136",785,"ZCTA5 14136",52
"G14138","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14138",,,,,,,"86000US14138",,"ZCTA5 14138",709,"ZCTA5 14138",57
"G14139","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14139",,,,,,,"86000US14139",,"ZCTA5 14139",938,"ZCTA5 14139",174
"G14141","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14141",,,,,,,"86000US14141",,"ZCTA5 14141",770,"ZCTA5 14141",60
"G14143","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14143",,,,,,,"86000US14143",,"ZCTA5 14143",925,"ZCTA5 14143",70
"G14145","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14145",,,,,,,"86000US14145",,"ZCTA5 14145",897,"ZCTA5 14145",83
"G14150","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14150",,,,,,,"86000US14150",,"ZCTA5 14150",862,"ZCTA5 14150",26
"G14167","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14167",,,,,,,"86000US14167",,"ZCTA5 14167",812,"ZCTA5 14167",153
"G14168","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14168",,,,,,,"86000US14168",,"ZCTA5 14168",.,"ZCTA5 14168",.
"G14169","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14169",,,,,,,"86000US14169",,"ZCTA5 14169",769,"ZCTA5 14169",517
"G14170","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14170",,,,,,,"86000US14170",,"ZCTA5 14170",1023,"ZCTA5 14170",250
"G14171","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14171",,,,,,,"86000US14171",,"ZCTA5 14171",887,"ZCTA5 14171",86
"G14172","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14172",,,,,,,"86000US14172",,"ZCTA5 14172",944,"ZCTA5 14172",46
"G14173","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14173",,,,,,,"86000US14173",,"ZCTA5 14173",697,"ZCTA5 14173",306
"G14174","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14174",,,,,,,"86000US14174",,"ZCTA5 14174",942,"ZCTA5 14174",98
"G14201","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14201",,,,,,,"86000US14201",,"ZCTA5 14201",745,"ZCTA5 14201",47
"G14202","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14202",,,,,,,"86000US14202",,"ZCTA5 14202",703,"ZCTA5 14202",123
"G14203","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14203",,,,,,,"86000US14203",,"ZCTA5 14203",829,"ZCTA5 14203",234
"G14204","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14204",,,,,,,"86000US14204",,"ZCTA5 14204",560,"ZCTA5 14204",44
"G14206","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14206",,,,,,,"86000US14206",,"ZCTA5 14206",651,"ZCTA5 14206",21
"G14207","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14207",,,,,,,"86000US14207",,"ZCTA5 14207",686,"ZCTA5 14207",18
"G14208","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14208",,,,,,,"86000US14208",,"ZCTA5 14208",670,"ZCTA5 14208",50
"G14209","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14209",,,,,,,"86000US14209",,"ZCTA5 14209",809,"ZCTA5 14209",42
"G14210","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14210",,,,,,,"86000US14210",,"ZCTA5 14210",710,"ZCTA5 14210",29
"G14211","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14211",,,,,,,"86000US14211",,"ZCTA5 14211",681,"ZCTA5 14211",24
"G14212","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14212",,,,,,,"86000US14212",,"ZCTA5 14212",606,"ZCTA5 14212",29
"G14213","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14213",,,,,,,"86000US14213",,"ZCTA5 14213",747,"ZCTA5 14213",26
"G14214","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14214",,,,,,,"86000US14214",,"ZCTA5 14214",879,"ZCTA5 14214",32
"G14215","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14215",,,,,,,"86000US14215",,"ZCTA5 14215",724,"ZCTA5 14215",19
"G14216","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14216",,,,,,,"86000US14216",,"ZCTA5 14216",920,"ZCTA5 14216",37
"G14217","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14217",,,,,,,"86000US14217",,"ZCTA5 14217",886,"ZCTA5 14217",32
"G14218","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14218",,,,,,,"86000US14218",,"ZCTA5 14218",686,"ZCTA5 14218",21
"G14219","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14219",,,,,,,"86000US14219",,"ZCTA5 14219",825,"ZCTA5 14219",46
"G14220","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14220",,,,,,,"86000US14220",,"ZCTA5 14220",756,"ZCTA5 14220",29
"G14221","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14221",,,,,,,"86000US14221",,"ZCTA5 14221",1213,"ZCTA5 14221",34
"G14222","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14222",,,,,,,"86000US14222",,"ZCTA5 14222",938,"ZCTA5 14222",40
"G14223","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14223",,,,,,,"86000US14223",,"ZCTA5 14223",911,"ZCTA5 14223",38
"G14224","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14224",,,,,,,"86000US14224",,"ZCTA5 14224",930,"ZCTA5 14224",31
"G14225","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14225",,,,,,,"86000US14225",,"ZCTA5 14225",800,"ZCTA5 14225",20
"G14226","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14226",,,,,,,"86000US14226",,"ZCTA5 14226",1005,"ZCTA5 14226",47
"G14227","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14227",,,,,,,"86000US14227",,"ZCTA5 14227",896,"ZCTA5 14227",23
"G14228","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14228",,,,,,,"86000US14228",,"ZCTA5 14228",1048,"ZCTA5 14228",32
"G14261","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14261",,,,,,,"86000US14261",,"ZCTA5 14261",.,"ZCTA5 14261",.
"G14301","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14301",,,,,,,"86000US14301",,"ZCTA5 14301",620,"ZCTA5 14301",29
"G14302","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14302",,,,,,,"86000US14302",,"ZCTA5 14302",.,"ZCTA5 14302",.
"G14303","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14303",,,,,,,"86000US14303",,"ZCTA5 14303",650,"ZCTA5 14303",27
"G14304","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14304",,,,,,,"86000US14304",,"ZCTA5 14304",772,"ZCTA5 14304",28
"G14305","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14305",,,,,,,"86000US14305",,"ZCTA5 14305",668,"ZCTA5 14305",32
"G14411","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14411",,,,,,,"86000US14411",,"ZCTA5 14411",800,"ZCTA5 14411",50
"G14414","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14414",,,,,,,"86000US14414",,"ZCTA5 14414",933,"ZCTA5 14414",82
"G14415","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14415",,,,,,,"86000US14415",,"ZCTA5 14415",590,"ZCTA5 14415",332
"G14416","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14416",,,,,,,"86000US14416",,"ZCTA5 14416",916,"ZCTA5 14416",120
"G14418","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14418",,,,,,,"86000US14418",,"ZCTA5 14418",940,"ZCTA5 14418",230
"G14420","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14420",,,,,,,"86000US14420",,"ZCTA5 14420",948,"ZCTA5 14420",42
"G14422","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14422",,,,,,,"86000US14422",,"ZCTA5 14422",961,"ZCTA5 14422",106
"G14423","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14423",,,,,,,"86000US14423",,"ZCTA5 14423",851,"ZCTA5 14423",40
"G14424","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14424",,,,,,,"86000US14424",,"ZCTA5 14424",1054,"ZCTA5 14424",33
"G14425","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14425",,,,,,,"86000US14425",,"ZCTA5 14425",1083,"ZCTA5 14425",59
"G14427","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14427",,,,,,,"86000US14427",,"ZCTA5 14427",733,"ZCTA5 14427",78
"G14428","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14428",,,,,,,"86000US14428",,"ZCTA5 14428",1079,"ZCTA5 14428",67
"G14432","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14432",,,,,,,"86000US14432",,"ZCTA5 14432",805,"ZCTA5 14432",88
"G14433","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14433",,,,,,,"86000US14433",,"ZCTA5 14433",767,"ZCTA5 14433",33
"G14435","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14435",,,,,,,"86000US14435",,"ZCTA5 14435",1031,"ZCTA5 14435",118
"G14437","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14437",,,,,,,"86000US14437",,"ZCTA5 14437",758,"ZCTA5 14437",46
"G14441","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14441",,,,,,,"86000US14441",,"ZCTA5 14441",760,"ZCTA5 14441",144
"G14445","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14445",,,,,,,"86000US14445",,"ZCTA5 14445",953,"ZCTA5 14445",32
"G14450","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14450",,,,,,,"86000US14450",,"ZCTA5 14450",1204,"ZCTA5 14450",42
"G14454","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14454",,,,,,,"86000US14454",,"ZCTA5 14454",1039,"ZCTA5 14454",115
"G14456","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14456",,,,,,,"86000US14456",,"ZCTA5 14456",803,"ZCTA5 14456",25
"G14462","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14462",,,,,,,"86000US14462",,"ZCTA5 14462",950,"ZCTA5 14462",119
"G14464","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14464",,,,,,,"86000US14464",,"ZCTA5 14464",946,"ZCTA5 14464",85
"G14466","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14466",,,,,,,"86000US14466",,"ZCTA5 14466",947,"ZCTA5 14466",59
"G14467","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14467",,,,,,,"86000US14467",,"ZCTA5 14467",1023,"ZCTA5 14467",81
"G14468","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14468",,,,,,,"86000US14468",,"ZCTA5 14468",1142,"ZCTA5 14468",43
"G14469","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14469",,,,,,,"86000US14469",,"ZCTA5 14469",889,"ZCTA5 14469",66
"G14470","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14470",,,,,,,"86000US14470",,"ZCTA5 14470",902,"ZCTA5 14470",53
"G14471","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14471",,,,,,,"86000US14471",,"ZCTA5 14471",1027,"ZCTA5 14471",162
"G14472","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14472",,,,,,,"86000US14472",,"ZCTA5 14472",1327,"ZCTA5 14472",105
"G14475","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14475",,,,,,,"86000US14475",,"ZCTA5 14475",1806,"ZCTA5 14475",678
"G14476","2014-2018","US",,,,,,,,,,,,,,,,,,,,,,,,,"14476",,,,,,,"86000US14476",,"ZCTA5 14476",973,"ZCTA5 14476",97
