GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AMJBE001,NAME_M,AMJBM001
"G22660","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22660",,,,,,,"86000US22660",,"ZCTA5 22660",799,"ZCTA5 22660",211
"G22663","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22663",,,,,,,"86000US22663",,"ZCTA5 22663",999,"ZCTA5 22663",178
"G22664","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22664",,,,,,,"86000US22664",,"ZCTA5 22664",1044,"ZCTA5 22664",98
"G22701","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22701",,,,,,,"86000US22701",,"ZCTA5 22701",1286,"ZCTA5 22701",74
"G22709","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22709",,,,,,,"86000US22709",,"ZCTA5 22709",1127,"ZCTA5 22709",279
"G22711","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22711",,,,,,,"86000US22711",,"ZCTA5 22711",.,"ZCTA5 22711",.
"G22712","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22712",,,,,,,"86000US22712",,"ZCTA5 22712",1470,"ZCTA5 22712",141
"G22713","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22713",,,,,,,"86000US22713",,"ZCTA5 22713",1455,"ZCTA5 22713",268
"G22714","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22714",,,,,,,"86000US22714",,"ZCTA5 22714",1338,"ZCTA5 22714",755
"G22715","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22715",,,,,,,"86000US22715",,"ZCTA5 22715",1377,"ZCTA5 22715",664
"G22716","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22716",,,,,,,"86000US22716",,"ZCTA5 22716",702,"ZCTA5 22716",584
"G22718","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22718",,,,,,,"86000US22718",,"ZCTA5 22718",1225,"ZCTA5 22718",460
"G22719","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22719",,,,,,,"86000US22719",,"ZCTA5 22719",1518,"ZCTA5 22719",976
"G22720","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22720",,,,,,,"86000US22720",,"ZCTA5 22720",1780,"ZCTA5 22720",407
"G22722","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22722",,,,,,,"86000US22722",,"ZCTA5 22722",889,"ZCTA5 22722",816
"G22723","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22723",,,,,,,"86000US22723",,"ZCTA5 22723",.,"ZCTA5 22723",.
"G22724","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22724",,,,,,,"86000US22724",,"ZCTA5 22724",2081,"ZCTA5 22724",290
"G22726","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22726",,,,,,,"86000US22726",,"ZCTA5 22726",959,"ZCTA5 22726",86
"G22727","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22727",,,,,,,"86000US22727",,"ZCTA5 22727",1025,"ZCTA5 22727",195
"G22728","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22728",,,,,,,"86000US22728",,"ZCTA5 22728",1613,"ZCTA5 22728",236
"G22729","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22729",,,,,,,"86000US22729",,"ZCTA5 22729",1087,"ZCTA5 22729",340
"G22730","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22730",,,,,,,"86000US22730",,"ZCTA5 22730",.,"ZCTA5 22730",.
"G22731","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22731",,,,,,,"86000US22731",,"ZCTA5 22731",.,"ZCTA5 22731",.
"G22732","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22732",,,,,,,"86000US22732",,"ZCTA5 22732",2440,"ZCTA5 22732",482
"G22733","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22733",,,,,,,"86000US22733",,"ZCTA5 22733",893,"ZCTA5 22733",468
"G22734","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22734",,,,,,,"86000US22734",,"ZCTA5 22734",1373,"ZCTA5 22734",190
"G22735","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22735",,,,,,,"86000US22735",,"ZCTA5 22735",1314,"ZCTA5 22735",263
"G22736","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22736",,,,,,,"86000US22736",,"ZCTA5 22736",1303,"ZCTA5 22736",718
"G22737","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22737",,,,,,,"86000US22737",,"ZCTA5 22737",1258,"ZCTA5 22737",309
"G22738","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22738",,,,,,,"86000US22738",,"ZCTA5 22738",1131,"ZCTA5 22738",328
"G22740","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22740",,,,,,,"86000US22740",,"ZCTA5 22740",944,"ZCTA5 22740",261
"G22741","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22741",,,,,,,"86000US22741",,"ZCTA5 22741",.,"ZCTA5 22741",.
"G22742","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22742",,,,,,,"86000US22742",,"ZCTA5 22742",1690,"ZCTA5 22742",134
"G22743","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22743",,,,,,,"86000US22743",,"ZCTA5 22743",871,"ZCTA5 22743",539
"G22747","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22747",,,,,,,"86000US22747",,"ZCTA5 22747",985,"ZCTA5 22747",354
"G22749","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22749",,,,,,,"86000US22749",,"ZCTA5 22749",2179,"ZCTA5 22749",1104
"G22801","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22801",,,,,,,"86000US22801",,"ZCTA5 22801",996,"ZCTA5 22801",42
"G22802","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22802",,,,,,,"86000US22802",,"ZCTA5 22802",868,"ZCTA5 22802",34
"G22807","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22807",,,,,,,"86000US22807",,"ZCTA5 22807",.,"ZCTA5 22807",.
"G22810","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22810",,,,,,,"86000US22810",,"ZCTA5 22810",1059,"ZCTA5 22810",268
"G22811","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22811",,,,,,,"86000US22811",,"ZCTA5 22811",788,"ZCTA5 22811",325
"G22812","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22812",,,,,,,"86000US22812",,"ZCTA5 22812",852,"ZCTA5 22812",52
"G22815","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22815",,,,,,,"86000US22815",,"ZCTA5 22815",825,"ZCTA5 22815",65
"G22820","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22820",,,,,,,"86000US22820",,"ZCTA5 22820",.,"ZCTA5 22820",.
"G22821","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22821",,,,,,,"86000US22821",,"ZCTA5 22821",857,"ZCTA5 22821",105
"G22824","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22824",,,,,,,"86000US22824",,"ZCTA5 22824",864,"ZCTA5 22824",55
"G22827","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22827",,,,,,,"86000US22827",,"ZCTA5 22827",653,"ZCTA5 22827",101
"G22830","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22830",,,,,,,"86000US22830",,"ZCTA5 22830",832,"ZCTA5 22830",167
"G22831","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22831",,,,,,,"86000US22831",,"ZCTA5 22831",744,"ZCTA5 22831",112
"G22832","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22832",,,,,,,"86000US22832",,"ZCTA5 22832",941,"ZCTA5 22832",259
"G22834","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22834",,,,,,,"86000US22834",,"ZCTA5 22834",983,"ZCTA5 22834",291
"G22835","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22835",,,,,,,"86000US22835",,"ZCTA5 22835",797,"ZCTA5 22835",68
"G22840","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22840",,,,,,,"86000US22840",,"ZCTA5 22840",1151,"ZCTA5 22840",100
"G22841","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22841",,,,,,,"86000US22841",,"ZCTA5 22841",790,"ZCTA5 22841",112
"G22842","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22842",,,,,,,"86000US22842",,"ZCTA5 22842",841,"ZCTA5 22842",75
"G22843","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22843",,,,,,,"86000US22843",,"ZCTA5 22843",543,"ZCTA5 22843",82
"G22844","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22844",,,,,,,"86000US22844",,"ZCTA5 22844",829,"ZCTA5 22844",134
"G22845","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22845",,,,,,,"86000US22845",,"ZCTA5 22845",.,"ZCTA5 22845",.
"G22846","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22846",,,,,,,"86000US22846",,"ZCTA5 22846",1149,"ZCTA5 22846",455
"G22847","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22847",,,,,,,"86000US22847",,"ZCTA5 22847",873,"ZCTA5 22847",133
"G22849","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22849",,,,,,,"86000US22849",,"ZCTA5 22849",787,"ZCTA5 22849",69
"G22850","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22850",,,,,,,"86000US22850",,"ZCTA5 22850",1057,"ZCTA5 22850",209
"G22851","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22851",,,,,,,"86000US22851",,"ZCTA5 22851",706,"ZCTA5 22851",87
"G22853","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22853",,,,,,,"86000US22853",,"ZCTA5 22853",822,"ZCTA5 22853",53
"G22901","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22901",,,,,,,"86000US22901",,"ZCTA5 22901",1258,"ZCTA5 22901",35
"G22902","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22902",,,,,,,"86000US22902",,"ZCTA5 22902",1241,"ZCTA5 22902",61
"G22903","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22903",,,,,,,"86000US22903",,"ZCTA5 22903",1236,"ZCTA5 22903",36
"G22904","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22904",,,,,,,"86000US22904",,"ZCTA5 22904",.,"ZCTA5 22904",.
"G22911","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22911",,,,,,,"86000US22911",,"ZCTA5 22911",1391,"ZCTA5 22911",65
"G22920","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22920",,,,,,,"86000US22920",,"ZCTA5 22920",877,"ZCTA5 22920",159
"G22922","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22922",,,,,,,"86000US22922",,"ZCTA5 22922",926,"ZCTA5 22922",234
"G22923","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22923",,,,,,,"86000US22923",,"ZCTA5 22923",1426,"ZCTA5 22923",107
"G22931","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22931",,,,,,,"86000US22931",,"ZCTA5 22931",1204,"ZCTA5 22931",739
"G22932","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22932",,,,,,,"86000US22932",,"ZCTA5 22932",1338,"ZCTA5 22932",170
"G22935","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22935",,,,,,,"86000US22935",,"ZCTA5 22935",709,"ZCTA5 22935",262
"G22936","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22936",,,,,,,"86000US22936",,"ZCTA5 22936",1348,"ZCTA5 22936",186
"G22937","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22937",,,,,,,"86000US22937",,"ZCTA5 22937",965,"ZCTA5 22937",93
"G22938","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22938",,,,,,,"86000US22938",,"ZCTA5 22938",1197,"ZCTA5 22938",279
"G22939","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22939",,,,,,,"86000US22939",,"ZCTA5 22939",1303,"ZCTA5 22939",116
"G22940","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22940",,,,,,,"86000US22940",,"ZCTA5 22940",1131,"ZCTA5 22940",775
"G22942","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22942",,,,,,,"86000US22942",,"ZCTA5 22942",954,"ZCTA5 22942",88
"G22943","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22943",,,,,,,"86000US22943",,"ZCTA5 22943",585,"ZCTA5 22943",169
"G22946","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22946",,,,,,,"86000US22946",,"ZCTA5 22946",900,"ZCTA5 22946",663
"G22947","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22947",,,,,,,"86000US22947",,"ZCTA5 22947",1325,"ZCTA5 22947",184
"G22948","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22948",,,,,,,"86000US22948",,"ZCTA5 22948",.,"ZCTA5 22948",.
"G22949","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22949",,,,,,,"86000US22949",,"ZCTA5 22949",666,"ZCTA5 22949",287
"G22952","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22952",,,,,,,"86000US22952",,"ZCTA5 22952",916,"ZCTA5 22952",215
"G22958","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22958",,,,,,,"86000US22958",,"ZCTA5 22958",1096,"ZCTA5 22958",504
"G22959","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22959",,,,,,,"86000US22959",,"ZCTA5 22959",1067,"ZCTA5 22959",142
"G22960","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22960",,,,,,,"86000US22960",,"ZCTA5 22960",1004,"ZCTA5 22960",92
"G22963","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22963",,,,,,,"86000US22963",,"ZCTA5 22963",1321,"ZCTA5 22963",69
"G22964","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22964",,,,,,,"86000US22964",,"ZCTA5 22964",688,"ZCTA5 22964",365
"G22967","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22967",,,,,,,"86000US22967",,"ZCTA5 22967",793,"ZCTA5 22967",302
"G22968","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22968",,,,,,,"86000US22968",,"ZCTA5 22968",1288,"ZCTA5 22968",103
"G22969","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22969",,,,,,,"86000US22969",,"ZCTA5 22969",847,"ZCTA5 22969",106
"G22971","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22971",,,,,,,"86000US22971",,"ZCTA5 22971",660,"ZCTA5 22971",237
"G22972","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22972",,,,,,,"86000US22972",,"ZCTA5 22972",.,"ZCTA5 22972",.
"G22973","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22973",,,,,,,"86000US22973",,"ZCTA5 22973",981,"ZCTA5 22973",84
"G22974","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22974",,,,,,,"86000US22974",,"ZCTA5 22974",1306,"ZCTA5 22974",102
"G22976","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22976",,,,,,,"86000US22976",,"ZCTA5 22976",692,"ZCTA5 22976",673
"G22980","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22980",,,,,,,"86000US22980",,"ZCTA5 22980",902,"ZCTA5 22980",41
"G22989","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22989",,,,,,,"86000US22989",,"ZCTA5 22989",.,"ZCTA5 22989",.
"G23002","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23002",,,,,,,"86000US23002",,"ZCTA5 23002",817,"ZCTA5 23002",91
"G23004","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23004",,,,,,,"86000US23004",,"ZCTA5 23004",605,"ZCTA5 23004",61
"G23005","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23005",,,,,,,"86000US23005",,"ZCTA5 23005",1123,"ZCTA5 23005",53
"G23009","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23009",,,,,,,"86000US23009",,"ZCTA5 23009",1267,"ZCTA5 23009",148
"G23011","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23011",,,,,,,"86000US23011",,"ZCTA5 23011",1216,"ZCTA5 23011",343
"G23015","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23015",,,,,,,"86000US23015",,"ZCTA5 23015",1204,"ZCTA5 23015",409
"G23021","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23021",,,,,,,"86000US23021",,"ZCTA5 23021",456,"ZCTA5 23021",93
"G23022","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23022",,,,,,,"86000US23022",,"ZCTA5 23022",629,"ZCTA5 23022",15
"G23023","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23023",,,,,,,"86000US23023",,"ZCTA5 23023",705,"ZCTA5 23023",330
"G23024","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23024",,,,,,,"86000US23024",,"ZCTA5 23024",1092,"ZCTA5 23024",166
"G23025","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23025",,,,,,,"86000US23025",,"ZCTA5 23025",792,"ZCTA5 23025",294
"G23027","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23027",,,,,,,"86000US23027",,"ZCTA5 23027",789,"ZCTA5 23027",609
"G23030","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23030",,,,,,,"86000US23030",,"ZCTA5 23030",837,"ZCTA5 23030",94
"G23032","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23032",,,,,,,"86000US23032",,"ZCTA5 23032",936,"ZCTA5 23032",414
"G23035","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23035",,,,,,,"86000US23035",,"ZCTA5 23035",1125,"ZCTA5 23035",773
"G23038","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23038",,,,,,,"86000US23038",,"ZCTA5 23038",985,"ZCTA5 23038",296
"G23039","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23039",,,,,,,"86000US23039",,"ZCTA5 23039",925,"ZCTA5 23039",504
"G23040","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23040",,,,,,,"86000US23040",,"ZCTA5 23040",820,"ZCTA5 23040",68
"G23043","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23043",,,,,,,"86000US23043",,"ZCTA5 23043",748,"ZCTA5 23043",280
"G23045","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23045",,,,,,,"86000US23045",,"ZCTA5 23045",.,"ZCTA5 23045",.
"G23047","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23047",,,,,,,"86000US23047",,"ZCTA5 23047",977,"ZCTA5 23047",544
"G23050","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23050",,,,,,,"86000US23050",,"ZCTA5 23050",.,"ZCTA5 23050",.
"G23055","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23055",,,,,,,"86000US23055",,"ZCTA5 23055",1165,"ZCTA5 23055",577
"G23056","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23056",,,,,,,"86000US23056",,"ZCTA5 23056",953,"ZCTA5 23056",786
"G23059","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23059",,,,,,,"86000US23059",,"ZCTA5 23059",1752,"ZCTA5 23059",68
"G23060","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23060",,,,,,,"86000US23060",,"ZCTA5 23060",1390,"ZCTA5 23060",42
"G23061","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23061",,,,,,,"86000US23061",,"ZCTA5 23061",1155,"ZCTA5 23061",75
"G23062","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23062",,,,,,,"86000US23062",,"ZCTA5 23062",1096,"ZCTA5 23062",171
"G23063","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23063",,,,,,,"86000US23063",,"ZCTA5 23063",880,"ZCTA5 23063",129
"G23064","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23064",,,,,,,"86000US23064",,"ZCTA5 23064",1033,"ZCTA5 23064",502
"G23065","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23065",,,,,,,"86000US23065",,"ZCTA5 23065",909,"ZCTA5 23065",340
"G23066","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23066",,,,,,,"86000US23066",,"ZCTA5 23066",.,"ZCTA5 23066",.
"G23068","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23068",,,,,,,"86000US23068",,"ZCTA5 23068",.,"ZCTA5 23068",.
"G23069","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23069",,,,,,,"86000US23069",,"ZCTA5 23069",1249,"ZCTA5 23069",121
"G23070","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23070",,,,,,,"86000US23070",,"ZCTA5 23070",1063,"ZCTA5 23070",762
"G23071","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23071",,,,,,,"86000US23071",,"ZCTA5 23071",893,"ZCTA5 23071",247
"G23072","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23072",,,,,,,"86000US23072",,"ZCTA5 23072",1129,"ZCTA5 23072",71
"G23075","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23075",,,,,,,"86000US23075",,"ZCTA5 23075",1071,"ZCTA5 23075",61
"G23076","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23076",,,,,,,"86000US23076",,"ZCTA5 23076",794,"ZCTA5 23076",276
"G23079","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23079",,,,,,,"86000US23079",,"ZCTA5 23079",777,"ZCTA5 23079",182
"G23083","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23083",,,,,,,"86000US23083",,"ZCTA5 23083",680,"ZCTA5 23083",205
"G23084","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23084",,,,,,,"86000US23084",,"ZCTA5 23084",1057,"ZCTA5 23084",244
"G23085","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23085",,,,,,,"86000US23085",,"ZCTA5 23085",923,"ZCTA5 23085",200
"G23086","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23086",,,,,,,"86000US23086",,"ZCTA5 23086",1058,"ZCTA5 23086",217
"G23089","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23089",,,,,,,"86000US23089",,"ZCTA5 23089",1196,"ZCTA5 23089",123
"G23091","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23091",,,,,,,"86000US23091",,"ZCTA5 23091",511,"ZCTA5 23091",283
"G23092","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23092",,,,,,,"86000US23092",,"ZCTA5 23092",582,"ZCTA5 23092",262
"G23093","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23093",,,,,,,"86000US23093",,"ZCTA5 23093",916,"ZCTA5 23093",84
"G23102","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23102",,,,,,,"86000US23102",,"ZCTA5 23102",1172,"ZCTA5 23102",184
"G23103","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23103",,,,,,,"86000US23103",,"ZCTA5 23103",1447,"ZCTA5 23103",333
"G23106","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23106",,,,,,,"86000US23106",,"ZCTA5 23106",892,"ZCTA5 23106",353
"G23108","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23108",,,,,,,"86000US23108",,"ZCTA5 23108",936,"ZCTA5 23108",817
"G23109","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23109",,,,,,,"86000US23109",,"ZCTA5 23109",1028,"ZCTA5 23109",354
"G23110","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23110",,,,,,,"86000US23110",,"ZCTA5 23110",.,"ZCTA5 23110",.
"G23111","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23111",,,,,,,"86000US23111",,"ZCTA5 23111",1275,"ZCTA5 23111",45
"G23112","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23112",,,,,,,"86000US23112",,"ZCTA5 23112",1428,"ZCTA5 23112",28
"G23113","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23113",,,,,,,"86000US23113",,"ZCTA5 23113",1625,"ZCTA5 23113",79
"G23114","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23114",,,,,,,"86000US23114",,"ZCTA5 23114",1623,"ZCTA5 23114",46
"G23115","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23115",,,,,,,"86000US23115",,"ZCTA5 23115",.,"ZCTA5 23115",.
"G23116","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23116",,,,,,,"86000US23116",,"ZCTA5 23116",1545,"ZCTA5 23116",56
"G23117","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23117",,,,,,,"86000US23117",,"ZCTA5 23117",1010,"ZCTA5 23117",75
"G23119","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23119",,,,,,,"86000US23119",,"ZCTA5 23119",1392,"ZCTA5 23119",180
"G23120","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23120",,,,,,,"86000US23120",,"ZCTA5 23120",2112,"ZCTA5 23120",135
"G23123","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23123",,,,,,,"86000US23123",,"ZCTA5 23123",592,"ZCTA5 23123",176
"G23124","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23124",,,,,,,"86000US23124",,"ZCTA5 23124",1332,"ZCTA5 23124",151
"G23125","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"23125",,,,,,,"86000US23125",,"ZCTA5 23125",1064,"ZCTA5 23125",347
