GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AMJBE001,NAME_M,AMJBM001
"G21853","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21853",,,,,,,"86000US21853",,"ZCTA5 21853",827,"ZCTA5 21853",124
"G21856","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21856",,,,,,,"86000US21856",,"ZCTA5 21856",1068,"ZCTA5 21856",107
"G21861","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21861",,,,,,,"86000US21861",,"ZCTA5 21861",932,"ZCTA5 21861",131
"G21862","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21862",,,,,,,"86000US21862",,"ZCTA5 21862",.,"ZCTA5 21862",.
"G21863","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21863",,,,,,,"86000US21863",,"ZCTA5 21863",861,"ZCTA5 21863",80
"G21864","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21864",,,,,,,"86000US21864",,"ZCTA5 21864",861,"ZCTA5 21864",369
"G21865","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21865",,,,,,,"86000US21865",,"ZCTA5 21865",1833,"ZCTA5 21865",656
"G21866","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21866",,,,,,,"86000US21866",,"ZCTA5 21866",1275,"ZCTA5 21866",930
"G21867","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21867",,,,,,,"86000US21867",,"ZCTA5 21867",.,"ZCTA5 21867",.
"G21869","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21869",,,,,,,"86000US21869",,"ZCTA5 21869",648,"ZCTA5 21869",191
"G21871","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21871",,,,,,,"86000US21871",,"ZCTA5 21871",987,"ZCTA5 21871",221
"G21872","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21872",,,,,,,"86000US21872",,"ZCTA5 21872",839,"ZCTA5 21872",470
"G21874","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21874",,,,,,,"86000US21874",,"ZCTA5 21874",1138,"ZCTA5 21874",113
"G21875","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21875",,,,,,,"86000US21875",,"ZCTA5 21875",983,"ZCTA5 21875",107
"G21890","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21890",,,,,,,"86000US21890",,"ZCTA5 21890",.,"ZCTA5 21890",.
"G21901","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21901",,,,,,,"86000US21901",,"ZCTA5 21901",1346,"ZCTA5 21901",85
"G21902","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21902",,,,,,,"86000US21902",,"ZCTA5 21902",.,"ZCTA5 21902",.
"G21903","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21903",,,,,,,"86000US21903",,"ZCTA5 21903",1028,"ZCTA5 21903",141
"G21904","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21904",,,,,,,"86000US21904",,"ZCTA5 21904",1262,"ZCTA5 21904",89
"G21911","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21911",,,,,,,"86000US21911",,"ZCTA5 21911",1349,"ZCTA5 21911",115
"G21912","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21912",,,,,,,"86000US21912",,"ZCTA5 21912",1069,"ZCTA5 21912",434
"G21913","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21913",,,,,,,"86000US21913",,"ZCTA5 21913",861,"ZCTA5 21913",79
"G21914","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21914",,,,,,,"86000US21914",,"ZCTA5 21914",1033,"ZCTA5 21914",324
"G21915","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21915",,,,,,,"86000US21915",,"ZCTA5 21915",1238,"ZCTA5 21915",283
"G21916","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21916",,,,,,,"86000US21916",,"ZCTA5 21916",.,"ZCTA5 21916",.
"G21917","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21917",,,,,,,"86000US21917",,"ZCTA5 21917",1441,"ZCTA5 21917",286
"G21918","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21918",,,,,,,"86000US21918",,"ZCTA5 21918",1452,"ZCTA5 21918",188
"G21919","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21919",,,,,,,"86000US21919",,"ZCTA5 21919",1427,"ZCTA5 21919",320
"G21920","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21920",,,,,,,"86000US21920",,"ZCTA5 21920",956,"ZCTA5 21920",449
"G21921","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21921",,,,,,,"86000US21921",,"ZCTA5 21921",1271,"ZCTA5 21921",53
"G21930","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"21930",,,,,,,"86000US21930",,"ZCTA5 21930",.,"ZCTA5 21930",.
"G22003","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22003",,,,,,,"86000US22003",,"ZCTA5 22003",1835,"ZCTA5 22003",52
"G22015","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22015",,,,,,,"86000US22015",,"ZCTA5 22015",2206,"ZCTA5 22015",35
"G22025","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22025",,,,,,,"86000US22025",,"ZCTA5 22025",2102,"ZCTA5 22025",76
"G22026","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22026",,,,,,,"86000US22026",,"ZCTA5 22026",1685,"ZCTA5 22026",35
"G22027","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22027",,,,,,,"86000US22027",,"ZCTA5 22027",3397,"ZCTA5 22027",446
"G22030","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22030",,,,,,,"86000US22030",,"ZCTA5 22030",2178,"ZCTA5 22030",58
"G22031","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22031",,,,,,,"86000US22031",,"ZCTA5 22031",2049,"ZCTA5 22031",78
"G22032","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22032",,,,,,,"86000US22032",,"ZCTA5 22032",2415,"ZCTA5 22032",83
"G22033","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22033",,,,,,,"86000US22033",,"ZCTA5 22033",2092,"ZCTA5 22033",50
"G22035","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22035",,,,,,,"86000US22035",,"ZCTA5 22035",.,"ZCTA5 22035",.
"G22039","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22039",,,,,,,"86000US22039",,"ZCTA5 22039",3165,"ZCTA5 22039",123
"G22041","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22041",,,,,,,"86000US22041",,"ZCTA5 22041",1659,"ZCTA5 22041",48
"G22042","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22042",,,,,,,"86000US22042",,"ZCTA5 22042",1961,"ZCTA5 22042",42
"G22043","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22043",,,,,,,"86000US22043",,"ZCTA5 22043",2038,"ZCTA5 22043",96
"G22044","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22044",,,,,,,"86000US22044",,"ZCTA5 22044",1576,"ZCTA5 22044",42
"G22046","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22046",,,,,,,"86000US22046",,"ZCTA5 22046",2491,"ZCTA5 22046",136
"G22060","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22060",,,,,,,"86000US22060",,"ZCTA5 22060",2709,"ZCTA5 22060",44
"G22066","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22066",,,,,,,"86000US22066",,"ZCTA5 22066",3636,"ZCTA5 22066",240
"G22079","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22079",,,,,,,"86000US22079",,"ZCTA5 22079",2139,"ZCTA5 22079",78
"G22101","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22101",,,,,,,"86000US22101",,"ZCTA5 22101",3126,"ZCTA5 22101",125
"G22102","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22102",,,,,,,"86000US22102",,"ZCTA5 22102",2122,"ZCTA5 22102",62
"G22124","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22124",,,,,,,"86000US22124",,"ZCTA5 22124",2384,"ZCTA5 22124",84
"G22125","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22125",,,,,,,"86000US22125",,"ZCTA5 22125",2145,"ZCTA5 22125",167
"G22134","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22134",,,,,,,"86000US22134",,"ZCTA5 22134",1793,"ZCTA5 22134",84
"G22150","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22150",,,,,,,"86000US22150",,"ZCTA5 22150",2183,"ZCTA5 22150",75
"G22151","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22151",,,,,,,"86000US22151",,"ZCTA5 22151",2144,"ZCTA5 22151",99
"G22152","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22152",,,,,,,"86000US22152",,"ZCTA5 22152",2122,"ZCTA5 22152",44
"G22153","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22153",,,,,,,"86000US22153",,"ZCTA5 22153",2232,"ZCTA5 22153",55
"G22172","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22172",,,,,,,"86000US22172",,"ZCTA5 22172",1394,"ZCTA5 22172",77
"G22180","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22180",,,,,,,"86000US22180",,"ZCTA5 22180",2558,"ZCTA5 22180",101
"G22181","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22181",,,,,,,"86000US22181",,"ZCTA5 22181",2520,"ZCTA5 22181",157
"G22182","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22182",,,,,,,"86000US22182",,"ZCTA5 22182",2840,"ZCTA5 22182",152
"G22185","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22185",,,,,,,"86000US22185",,"ZCTA5 22185",.,"ZCTA5 22185",.
"G22191","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22191",,,,,,,"86000US22191",,"ZCTA5 22191",1789,"ZCTA5 22191",43
"G22192","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22192",,,,,,,"86000US22192",,"ZCTA5 22192",1851,"ZCTA5 22192",34
"G22193","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22193",,,,,,,"86000US22193",,"ZCTA5 22193",1862,"ZCTA5 22193",28
"G22201","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22201",,,,,,,"86000US22201",,"ZCTA5 22201",2258,"ZCTA5 22201",38
"G22202","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22202",,,,,,,"86000US22202",,"ZCTA5 22202",2227,"ZCTA5 22202",39
"G22203","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22203",,,,,,,"86000US22203",,"ZCTA5 22203",2086,"ZCTA5 22203",67
"G22204","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22204",,,,,,,"86000US22204",,"ZCTA5 22204",1706,"ZCTA5 22204",31
"G22205","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22205",,,,,,,"86000US22205",,"ZCTA5 22205",2717,"ZCTA5 22205",151
"G22206","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22206",,,,,,,"86000US22206",,"ZCTA5 22206",2026,"ZCTA5 22206",60
"G22207","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22207",,,,,,,"86000US22207",,"ZCTA5 22207",2910,"ZCTA5 22207",139
"G22209","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22209",,,,,,,"86000US22209",,"ZCTA5 22209",2087,"ZCTA5 22209",72
"G22211","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22211",,,,,,,"86000US22211",,"ZCTA5 22211",3053,"ZCTA5 22211",1051
"G22213","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22213",,,,,,,"86000US22213",,"ZCTA5 22213",2705,"ZCTA5 22213",182
"G22214","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22214",,,,,,,"86000US22214",,"ZCTA5 22214",.,"ZCTA5 22214",.
"G22301","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22301",,,,,,,"86000US22301",,"ZCTA5 22301",2682,"ZCTA5 22301",92
"G22302","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22302",,,,,,,"86000US22302",,"ZCTA5 22302",1912,"ZCTA5 22302",40
"G22303","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22303",,,,,,,"86000US22303",,"ZCTA5 22303",1794,"ZCTA5 22303",63
"G22304","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22304",,,,,,,"86000US22304",,"ZCTA5 22304",1743,"ZCTA5 22304",30
"G22305","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22305",,,,,,,"86000US22305",,"ZCTA5 22305",1826,"ZCTA5 22305",61
"G22306","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22306",,,,,,,"86000US22306",,"ZCTA5 22306",1630,"ZCTA5 22306",41
"G22307","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22307",,,,,,,"86000US22307",,"ZCTA5 22307",1990,"ZCTA5 22307",99
"G22308","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22308",,,,,,,"86000US22308",,"ZCTA5 22308",2836,"ZCTA5 22308",101
"G22309","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22309",,,,,,,"86000US22309",,"ZCTA5 22309",1724,"ZCTA5 22309",44
"G22310","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22310",,,,,,,"86000US22310",,"ZCTA5 22310",2165,"ZCTA5 22310",63
"G22311","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22311",,,,,,,"86000US22311",,"ZCTA5 22311",1630,"ZCTA5 22311",52
"G22312","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22312",,,,,,,"86000US22312",,"ZCTA5 22312",1808,"ZCTA5 22312",71
"G22314","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22314",,,,,,,"86000US22314",,"ZCTA5 22314",2237,"ZCTA5 22314",55
"G22315","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22315",,,,,,,"86000US22315",,"ZCTA5 22315",2255,"ZCTA5 22315",60
"G22401","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22401",,,,,,,"86000US22401",,"ZCTA5 22401",1320,"ZCTA5 22401",45
"G22405","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22405",,,,,,,"86000US22405",,"ZCTA5 22405",1657,"ZCTA5 22405",70
"G22406","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22406",,,,,,,"86000US22406",,"ZCTA5 22406",1697,"ZCTA5 22406",63
"G22407","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22407",,,,,,,"86000US22407",,"ZCTA5 22407",1524,"ZCTA5 22407",30
"G22408","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22408",,,,,,,"86000US22408",,"ZCTA5 22408",1545,"ZCTA5 22408",49
"G22427","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22427",,,,,,,"86000US22427",,"ZCTA5 22427",949,"ZCTA5 22427",172
"G22432","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22432",,,,,,,"86000US22432",,"ZCTA5 22432",.,"ZCTA5 22432",.
"G22433","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22433",,,,,,,"86000US22433",,"ZCTA5 22433",.,"ZCTA5 22433",.
"G22435","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22435",,,,,,,"86000US22435",,"ZCTA5 22435",897,"ZCTA5 22435",207
"G22436","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22436",,,,,,,"86000US22436",,"ZCTA5 22436",832,"ZCTA5 22436",69
"G22437","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22437",,,,,,,"86000US22437",,"ZCTA5 22437",.,"ZCTA5 22437",.
"G22438","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22438",,,,,,,"86000US22438",,"ZCTA5 22438",.,"ZCTA5 22438",.
"G22443","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22443",,,,,,,"86000US22443",,"ZCTA5 22443",1085,"ZCTA5 22443",71
"G22448","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22448",,,,,,,"86000US22448",,"ZCTA5 22448",1650,"ZCTA5 22448",37
"G22454","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22454",,,,,,,"86000US22454",,"ZCTA5 22454",880,"ZCTA5 22454",322
"G22460","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22460",,,,,,,"86000US22460",,"ZCTA5 22460",944,"ZCTA5 22460",167
"G22469","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22469",,,,,,,"86000US22469",,"ZCTA5 22469",801,"ZCTA5 22469",197
"G22473","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22473",,,,,,,"86000US22473",,"ZCTA5 22473",861,"ZCTA5 22473",74
"G22476","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22476",,,,,,,"86000US22476",,"ZCTA5 22476",1079,"ZCTA5 22476",136
"G22480","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22480",,,,,,,"86000US22480",,"ZCTA5 22480",1022,"ZCTA5 22480",532
"G22482","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22482",,,,,,,"86000US22482",,"ZCTA5 22482",805,"ZCTA5 22482",138
"G22485","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22485",,,,,,,"86000US22485",,"ZCTA5 22485",1485,"ZCTA5 22485",79
"G22488","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22488",,,,,,,"86000US22488",,"ZCTA5 22488",813,"ZCTA5 22488",86
"G22503","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22503",,,,,,,"86000US22503",,"ZCTA5 22503",874,"ZCTA5 22503",152
"G22504","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22504",,,,,,,"86000US22504",,"ZCTA5 22504",1092,"ZCTA5 22504",1028
"G22508","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22508",,,,,,,"86000US22508",,"ZCTA5 22508",1419,"ZCTA5 22508",107
"G22509","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22509",,,,,,,"86000US22509",,"ZCTA5 22509",764,"ZCTA5 22509",647
"G22511","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22511",,,,,,,"86000US22511",,"ZCTA5 22511",648,"ZCTA5 22511",479
"G22514","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22514",,,,,,,"86000US22514",,"ZCTA5 22514",1037,"ZCTA5 22514",128
"G22520","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22520",,,,,,,"86000US22520",,"ZCTA5 22520",1009,"ZCTA5 22520",208
"G22529","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22529",,,,,,,"86000US22529",,"ZCTA5 22529",.,"ZCTA5 22529",.
"G22530","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22530",,,,,,,"86000US22530",,"ZCTA5 22530",656,"ZCTA5 22530",135
"G22534","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22534",,,,,,,"86000US22534",,"ZCTA5 22534",1432,"ZCTA5 22534",160
"G22535","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22535",,,,,,,"86000US22535",,"ZCTA5 22535",888,"ZCTA5 22535",218
"G22538","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22538",,,,,,,"86000US22538",,"ZCTA5 22538",428,"ZCTA5 22538",119
"G22539","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22539",,,,,,,"86000US22539",,"ZCTA5 22539",1042,"ZCTA5 22539",439
"G22542","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22542",,,,,,,"86000US22542",,"ZCTA5 22542",1323,"ZCTA5 22542",117
"G22546","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22546",,,,,,,"86000US22546",,"ZCTA5 22546",1358,"ZCTA5 22546",48
"G22548","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22548",,,,,,,"86000US22548",,"ZCTA5 22548",677,"ZCTA5 22548",629
"G22551","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22551",,,,,,,"86000US22551",,"ZCTA5 22551",1489,"ZCTA5 22551",75
"G22553","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22553",,,,,,,"86000US22553",,"ZCTA5 22553",1598,"ZCTA5 22553",71
"G22554","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22554",,,,,,,"86000US22554",,"ZCTA5 22554",1918,"ZCTA5 22554",41
"G22556","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22556",,,,,,,"86000US22556",,"ZCTA5 22556",1921,"ZCTA5 22556",65
"G22560","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22560",,,,,,,"86000US22560",,"ZCTA5 22560",904,"ZCTA5 22560",59
"G22567","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22567",,,,,,,"86000US22567",,"ZCTA5 22567",1072,"ZCTA5 22567",231
"G22572","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22572",,,,,,,"86000US22572",,"ZCTA5 22572",767,"ZCTA5 22572",49
"G22576","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22576",,,,,,,"86000US22576",,"ZCTA5 22576",730,"ZCTA5 22576",146
"G22578","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22578",,,,,,,"86000US22578",,"ZCTA5 22578",826,"ZCTA5 22578",141
"G22579","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22579",,,,,,,"86000US22579",,"ZCTA5 22579",.,"ZCTA5 22579",.
"G22580","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22580",,,,,,,"86000US22580",,"ZCTA5 22580",927,"ZCTA5 22580",83
"G22601","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22601",,,,,,,"86000US22601",,"ZCTA5 22601",1084,"ZCTA5 22601",44
"G22602","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22602",,,,,,,"86000US22602",,"ZCTA5 22602",1286,"ZCTA5 22602",64
"G22603","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22603",,,,,,,"86000US22603",,"ZCTA5 22603",1035,"ZCTA5 22603",69
"G22610","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22610",,,,,,,"86000US22610",,"ZCTA5 22610",1038,"ZCTA5 22610",178
"G22611","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22611",,,,,,,"86000US22611",,"ZCTA5 22611",1332,"ZCTA5 22611",92
"G22620","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22620",,,,,,,"86000US22620",,"ZCTA5 22620",1393,"ZCTA5 22620",191
"G22623","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22623",,,,,,,"86000US22623",,"ZCTA5 22623",1111,"ZCTA5 22623",110
"G22624","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22624",,,,,,,"86000US22624",,"ZCTA5 22624",1072,"ZCTA5 22624",177
"G22625","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22625",,,,,,,"86000US22625",,"ZCTA5 22625",1384,"ZCTA5 22625",105
"G22627","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22627",,,,,,,"86000US22627",,"ZCTA5 22627",1213,"ZCTA5 22627",184
"G22630","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22630",,,,,,,"86000US22630",,"ZCTA5 22630",1158,"ZCTA5 22630",48
"G22637","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22637",,,,,,,"86000US22637",,"ZCTA5 22637",1026,"ZCTA5 22637",328
"G22639","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22639",,,,,,,"86000US22639",,"ZCTA5 22639",1288,"ZCTA5 22639",600
"G22640","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22640",,,,,,,"86000US22640",,"ZCTA5 22640",1118,"ZCTA5 22640",128
"G22641","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22641",,,,,,,"86000US22641",,"ZCTA5 22641",465,"ZCTA5 22641",170
"G22642","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22642",,,,,,,"86000US22642",,"ZCTA5 22642",1319,"ZCTA5 22642",103
"G22643","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22643",,,,,,,"86000US22643",,"ZCTA5 22643",1766,"ZCTA5 22643",1304
"G22644","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22644",,,,,,,"86000US22644",,"ZCTA5 22644",933,"ZCTA5 22644",173
"G22645","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22645",,,,,,,"86000US22645",,"ZCTA5 22645",1040,"ZCTA5 22645",158
"G22646","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22646",,,,,,,"86000US22646",,"ZCTA5 22646",1013,"ZCTA5 22646",178
"G22650","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22650",,,,,,,"86000US22650",,"ZCTA5 22650",478,"ZCTA5 22650",168
"G22652","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22652",,,,,,,"86000US22652",,"ZCTA5 22652",1072,"ZCTA5 22652",142
"G22654","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22654",,,,,,,"86000US22654",,"ZCTA5 22654",1181,"ZCTA5 22654",217
"G22655","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22655",,,,,,,"86000US22655",,"ZCTA5 22655",1278,"ZCTA5 22655",57
"G22656","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22656",,,,,,,"86000US22656",,"ZCTA5 22656",1181,"ZCTA5 22656",159
"G22657","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,"22657",,,,,,,"86000US22657",,"ZCTA5 22657",1056,"ZCTA5 22657",69
