GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AD8XE001,NAME_M,AD8XM001
"G61317","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61317",,,,,,,"86000US61317",,"ZCTA5 61317",752,"ZCTA5 61317",98
"G61318","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61318",,,,,,,"86000US61318",,"ZCTA5 61318",910,"ZCTA5 61318",162
"G61319","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61319",,,,,,,"86000US61319",,"ZCTA5 61319",829,"ZCTA5 61319",135
"G61320","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61320",,,,,,,"86000US61320",,"ZCTA5 61320",775,"ZCTA5 61320",73
"G61321","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61321",,,,,,,"86000US61321",,"ZCTA5 61321",397,"ZCTA5 61321",393
"G61322","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61322",,,,,,,"86000US61322",,"ZCTA5 61322",624,"ZCTA5 61322",60
"G61323","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61323",,,,,,,"86000US61323",,"ZCTA5 61323",713,"ZCTA5 61323",398
"G61324","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61324",,,,,,,"86000US61324",,"ZCTA5 61324",725,"ZCTA5 61324",325
"G61325","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61325",,,,,,,"86000US61325",,"ZCTA5 61325",860,"ZCTA5 61325",91
"G61326","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61326",,,,,,,"86000US61326",,"ZCTA5 61326",650,"ZCTA5 61326",60
"G61327","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61327",,,,,,,"86000US61327",,"ZCTA5 61327",883,"ZCTA5 61327",163
"G61328","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61328",,,,,,,"86000US61328",,"ZCTA5 61328",.,"ZCTA5 61328",.
"G61329","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61329",,,,,,,"86000US61329",,"ZCTA5 61329",792,"ZCTA5 61329",79
"G61330","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61330",,,,,,,"86000US61330",,"ZCTA5 61330",855,"ZCTA5 61330",115
"G61331","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61331",,,,,,,"86000US61331",,"ZCTA5 61331",.,"ZCTA5 61331",.
"G61332","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61332",,,,,,,"86000US61332",,"ZCTA5 61332",575,"ZCTA5 61332",234
"G61333","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61333",,,,,,,"86000US61333",,"ZCTA5 61333",769,"ZCTA5 61333",137
"G61334","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61334",,,,,,,"86000US61334",,"ZCTA5 61334",733,"ZCTA5 61334",31
"G61335","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61335",,,,,,,"86000US61335",,"ZCTA5 61335",879,"ZCTA5 61335",131
"G61336","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61336",,,,,,,"86000US61336",,"ZCTA5 61336",736,"ZCTA5 61336",95
"G61337","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61337",,,,,,,"86000US61337",,"ZCTA5 61337",675,"ZCTA5 61337",187
"G61338","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61338",,,,,,,"86000US61338",,"ZCTA5 61338",581,"ZCTA5 61338",129
"G61340","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61340",,,,,,,"86000US61340",,"ZCTA5 61340",836,"ZCTA5 61340",365
"G61341","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61341",,,,,,,"86000US61341",,"ZCTA5 61341",875,"ZCTA5 61341",54
"G61342","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61342",,,,,,,"86000US61342",,"ZCTA5 61342",758,"ZCTA5 61342",71
"G61344","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61344",,,,,,,"86000US61344",,"ZCTA5 61344",619,"ZCTA5 61344",84
"G61345","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61345",,,,,,,"86000US61345",,"ZCTA5 61345",757,"ZCTA5 61345",130
"G61346","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61346",,,,,,,"86000US61346",,"ZCTA5 61346",484,"ZCTA5 61346",56
"G61348","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61348",,,,,,,"86000US61348",,"ZCTA5 61348",691,"ZCTA5 61348",62
"G61349","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61349",,,,,,,"86000US61349",,"ZCTA5 61349",653,"ZCTA5 61349",126
"G61350","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61350",,,,,,,"86000US61350",,"ZCTA5 61350",804,"ZCTA5 61350",37
"G61353","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61353",,,,,,,"86000US61353",,"ZCTA5 61353",981,"ZCTA5 61353",164
"G61354","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61354",,,,,,,"86000US61354",,"ZCTA5 61354",660,"ZCTA5 61354",49
"G61356","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61356",,,,,,,"86000US61356",,"ZCTA5 61356",720,"ZCTA5 61356",55
"G61358","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61358",,,,,,,"86000US61358",,"ZCTA5 61358",820,"ZCTA5 61358",392
"G61359","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61359",,,,,,,"86000US61359",,"ZCTA5 61359",762,"ZCTA5 61359",45
"G61360","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61360",,,,,,,"86000US61360",,"ZCTA5 61360",947,"ZCTA5 61360",79
"G61361","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61361",,,,,,,"86000US61361",,"ZCTA5 61361",677,"ZCTA5 61361",30
"G61362","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61362",,,,,,,"86000US61362",,"ZCTA5 61362",735,"ZCTA5 61362",51
"G61363","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61363",,,,,,,"86000US61363",,"ZCTA5 61363",617,"ZCTA5 61363",189
"G61364","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61364",,,,,,,"86000US61364",,"ZCTA5 61364",632,"ZCTA5 61364",22
"G61367","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61367",,,,,,,"86000US61367",,"ZCTA5 61367",691,"ZCTA5 61367",46
"G61368","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61368",,,,,,,"86000US61368",,"ZCTA5 61368",589,"ZCTA5 61368",128
"G61369","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61369",,,,,,,"86000US61369",,"ZCTA5 61369",639,"ZCTA5 61369",76
"G61370","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61370",,,,,,,"86000US61370",,"ZCTA5 61370",797,"ZCTA5 61370",69
"G61372","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61372",,,,,,,"86000US61372",,"ZCTA5 61372",579,"ZCTA5 61372",247
"G61373","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61373",,,,,,,"86000US61373",,"ZCTA5 61373",932,"ZCTA5 61373",140
"G61374","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61374",,,,,,,"86000US61374",,"ZCTA5 61374",675,"ZCTA5 61374",316
"G61375","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61375",,,,,,,"86000US61375",,"ZCTA5 61375",804,"ZCTA5 61375",209
"G61376","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61376",,,,,,,"86000US61376",,"ZCTA5 61376",712,"ZCTA5 61376",45
"G61377","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61377",,,,,,,"86000US61377",,"ZCTA5 61377",671,"ZCTA5 61377",35
"G61378","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61378",,,,,,,"86000US61378",,"ZCTA5 61378",922,"ZCTA5 61378",244
"G61379","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61379",,,,,,,"86000US61379",,"ZCTA5 61379",718,"ZCTA5 61379",172
"G61401","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61401",,,,,,,"86000US61401",,"ZCTA5 61401",581,"ZCTA5 61401",14
"G61410","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61410",,,,,,,"86000US61410",,"ZCTA5 61410",567,"ZCTA5 61410",60
"G61411","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61411",,,,,,,"86000US61411",,"ZCTA5 61411",448,"ZCTA5 61411",162
"G61412","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61412",,,,,,,"86000US61412",,"ZCTA5 61412",680,"ZCTA5 61412",82
"G61413","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61413",,,,,,,"86000US61413",,"ZCTA5 61413",564,"ZCTA5 61413",48
"G61414","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61414",,,,,,,"86000US61414",,"ZCTA5 61414",598,"ZCTA5 61414",51
"G61415","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61415",,,,,,,"86000US61415",,"ZCTA5 61415",673,"ZCTA5 61415",36
"G61416","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61416",,,,,,,"86000US61416",,"ZCTA5 61416",434,"ZCTA5 61416",82
"G61417","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61417",,,,,,,"86000US61417",,"ZCTA5 61417",1046,"ZCTA5 61417",754
"G61418","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61418",,,,,,,"86000US61418",,"ZCTA5 61418",664,"ZCTA5 61418",148
"G61419","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61419",,,,,,,"86000US61419",,"ZCTA5 61419",575,"ZCTA5 61419",191
"G61420","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61420",,,,,,,"86000US61420",,"ZCTA5 61420",624,"ZCTA5 61420",59
"G61421","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61421",,,,,,,"86000US61421",,"ZCTA5 61421",596,"ZCTA5 61421",40
"G61422","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61422",,,,,,,"86000US61422",,"ZCTA5 61422",455,"ZCTA5 61422",76
"G61423","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61423",,,,,,,"86000US61423",,"ZCTA5 61423",692,"ZCTA5 61423",189
"G61424","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61424",,,,,,,"86000US61424",,"ZCTA5 61424",,"ZCTA5 61424",
"G61425","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61425",,,,,,,"86000US61425",,"ZCTA5 61425",605,"ZCTA5 61425",66
"G61426","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61426",,,,,,,"86000US61426",,"ZCTA5 61426",595,"ZCTA5 61426",44
"G61427","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61427",,,,,,,"86000US61427",,"ZCTA5 61427",666,"ZCTA5 61427",45
"G61428","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61428",,,,,,,"86000US61428",,"ZCTA5 61428",1079,"ZCTA5 61428",135
"G61430","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61430",,,,,,,"86000US61430",,"ZCTA5 61430",655,"ZCTA5 61430",81
"G61431","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61431",,,,,,,"86000US61431",,"ZCTA5 61431",575,"ZCTA5 61431",121
"G61432","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61432",,,,,,,"86000US61432",,"ZCTA5 61432",569,"ZCTA5 61432",84
"G61433","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61433",,,,,,,"86000US61433",,"ZCTA5 61433",.,"ZCTA5 61433",.
"G61434","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61434",,,,,,,"86000US61434",,"ZCTA5 61434",596,"ZCTA5 61434",86
"G61435","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61435",,,,,,,"86000US61435",,"ZCTA5 61435",806,"ZCTA5 61435",209
"G61436","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61436",,,,,,,"86000US61436",,"ZCTA5 61436",732,"ZCTA5 61436",79
"G61437","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61437",,,,,,,"86000US61437",,"ZCTA5 61437",625,"ZCTA5 61437",102
"G61438","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61438",,,,,,,"86000US61438",,"ZCTA5 61438",766,"ZCTA5 61438",87
"G61439","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61439",,,,,,,"86000US61439",,"ZCTA5 61439",688,"ZCTA5 61439",136
"G61440","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61440",,,,,,,"86000US61440",,"ZCTA5 61440",486,"ZCTA5 61440",112
"G61441","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61441",,,,,,,"86000US61441",,"ZCTA5 61441",553,"ZCTA5 61441",116
"G61442","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61442",,,,,,,"86000US61442",,"ZCTA5 61442",474,"ZCTA5 61442",91
"G61443","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61443",,,,,,,"86000US61443",,"ZCTA5 61443",597,"ZCTA5 61443",27
"G61447","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61447",,,,,,,"86000US61447",,"ZCTA5 61447",710,"ZCTA5 61447",78
"G61448","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61448",,,,,,,"86000US61448",,"ZCTA5 61448",674,"ZCTA5 61448",79
"G61449","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61449",,,,,,,"86000US61449",,"ZCTA5 61449",521,"ZCTA5 61449",72
"G61450","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61450",,,,,,,"86000US61450",,"ZCTA5 61450",517,"ZCTA5 61450",42
"G61451","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61451",,,,,,,"86000US61451",,"ZCTA5 61451",592,"ZCTA5 61451",169
"G61452","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61452",,,,,,,"86000US61452",,"ZCTA5 61452",485,"ZCTA5 61452",103
"G61453","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61453",,,,,,,"86000US61453",,"ZCTA5 61453",725,"ZCTA5 61453",299
"G61454","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61454",,,,,,,"86000US61454",,"ZCTA5 61454",495,"ZCTA5 61454",67
"G61455","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61455",,,,,,,"86000US61455",,"ZCTA5 61455",692,"ZCTA5 61455",23
"G61458","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61458",,,,,,,"86000US61458",,"ZCTA5 61458",651,"ZCTA5 61458",92
"G61459","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61459",,,,,,,"86000US61459",,"ZCTA5 61459",549,"ZCTA5 61459",124
"G61460","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61460",,,,,,,"86000US61460",,"ZCTA5 61460",622,"ZCTA5 61460",129
"G61462","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61462",,,,,,,"86000US61462",,"ZCTA5 61462",591,"ZCTA5 61462",43
"G61465","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61465",,,,,,,"86000US61465",,"ZCTA5 61465",658,"ZCTA5 61465",51
"G61466","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61466",,,,,,,"86000US61466",,"ZCTA5 61466",650,"ZCTA5 61466",90
"G61467","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61467",,,,,,,"86000US61467",,"ZCTA5 61467",717,"ZCTA5 61467",99
"G61468","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61468",,,,,,,"86000US61468",,"ZCTA5 61468",440,"ZCTA5 61468",217
"G61469","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61469",,,,,,,"86000US61469",,"ZCTA5 61469",554,"ZCTA5 61469",55
"G61470","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61470",,,,,,,"86000US61470",,"ZCTA5 61470",620,"ZCTA5 61470",91
"G61471","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61471",,,,,,,"86000US61471",,"ZCTA5 61471",515,"ZCTA5 61471",157
"G61472","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61472",,,,,,,"86000US61472",,"ZCTA5 61472",756,"ZCTA5 61472",212
"G61473","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61473",,,,,,,"86000US61473",,"ZCTA5 61473",571,"ZCTA5 61473",35
"G61474","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61474",,,,,,,"86000US61474",,"ZCTA5 61474",517,"ZCTA5 61474",111
"G61475","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61475",,,,,,,"86000US61475",,"ZCTA5 61475",647,"ZCTA5 61475",129
"G61476","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61476",,,,,,,"86000US61476",,"ZCTA5 61476",728,"ZCTA5 61476",56
"G61477","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61477",,,,,,,"86000US61477",,"ZCTA5 61477",584,"ZCTA5 61477",210
"G61478","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61478",,,,,,,"86000US61478",,"ZCTA5 61478",750,"ZCTA5 61478",218
"G61479","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61479",,,,,,,"86000US61479",,"ZCTA5 61479",743,"ZCTA5 61479",613
"G61480","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61480",,,,,,,"86000US61480",,"ZCTA5 61480",555,"ZCTA5 61480",78
"G61482","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61482",,,,,,,"86000US61482",,"ZCTA5 61482",581,"ZCTA5 61482",84
"G61483","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61483",,,,,,,"86000US61483",,"ZCTA5 61483",611,"ZCTA5 61483",85
"G61484","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61484",,,,,,,"86000US61484",,"ZCTA5 61484",527,"ZCTA5 61484",42
"G61485","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61485",,,,,,,"86000US61485",,"ZCTA5 61485",715,"ZCTA5 61485",45
"G61486","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61486",,,,,,,"86000US61486",,"ZCTA5 61486",728,"ZCTA5 61486",40
"G61488","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61488",,,,,,,"86000US61488",,"ZCTA5 61488",669,"ZCTA5 61488",92
"G61489","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61489",,,,,,,"86000US61489",,"ZCTA5 61489",659,"ZCTA5 61489",82
"G61490","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61490",,,,,,,"86000US61490",,"ZCTA5 61490",635,"ZCTA5 61490",45
"G61491","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61491",,,,,,,"86000US61491",,"ZCTA5 61491",604,"ZCTA5 61491",72
"G61501","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61501",,,,,,,"86000US61501",,"ZCTA5 61501",557,"ZCTA5 61501",53
"G61516","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61516",,,,,,,"86000US61516",,"ZCTA5 61516",753,"ZCTA5 61516",141
"G61517","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61517",,,,,,,"86000US61517",,"ZCTA5 61517",931,"ZCTA5 61517",171
"G61519","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61519",,,,,,,"86000US61519",,"ZCTA5 61519",558,"ZCTA5 61519",148
"G61520","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61520",,,,,,,"86000US61520",,"ZCTA5 61520",662,"ZCTA5 61520",37
"G61523","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61523",,,,,,,"86000US61523",,"ZCTA5 61523",738,"ZCTA5 61523",50
"G61524","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61524",,,,,,,"86000US61524",,"ZCTA5 61524",638,"ZCTA5 61524",59
"G61525","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61525",,,,,,,"86000US61525",,"ZCTA5 61525",1409,"ZCTA5 61525",174
"G61526","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61526",,,,,,,"86000US61526",,"ZCTA5 61526",907,"ZCTA5 61526",339
"G61528","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61528",,,,,,,"86000US61528",,"ZCTA5 61528",1237,"ZCTA5 61528",209
"G61529","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61529",,,,,,,"86000US61529",,"ZCTA5 61529",856,"ZCTA5 61529",135
"G61530","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61530",,,,,,,"86000US61530",,"ZCTA5 61530",758,"ZCTA5 61530",52
"G61531","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61531",,,,,,,"86000US61531",,"ZCTA5 61531",733,"ZCTA5 61531",43
"G61532","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61532",,,,,,,"86000US61532",,"ZCTA5 61532",791,"ZCTA5 61532",142
"G61533","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61533",,,,,,,"86000US61533",,"ZCTA5 61533",783,"ZCTA5 61533",42
"G61534","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61534",,,,,,,"86000US61534",,"ZCTA5 61534",779,"ZCTA5 61534",82
"G61535","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61535",,,,,,,"86000US61535",,"ZCTA5 61535",1294,"ZCTA5 61535",142
"G61536","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61536",,,,,,,"86000US61536",,"ZCTA5 61536",836,"ZCTA5 61536",87
"G61537","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61537",,,,,,,"86000US61537",,"ZCTA5 61537",658,"ZCTA5 61537",42
"G61539","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61539",,,,,,,"86000US61539",,"ZCTA5 61539",589,"ZCTA5 61539",81
"G61540","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61540",,,,,,,"86000US61540",,"ZCTA5 61540",709,"ZCTA5 61540",44
"G61541","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61541",,,,,,,"86000US61541",,"ZCTA5 61541",550,"ZCTA5 61541",277
"G61542","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61542",,,,,,,"86000US61542",,"ZCTA5 61542",586,"ZCTA5 61542",51
"G61543","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61543",,,,,,,"86000US61543",,"ZCTA5 61543",442,"ZCTA5 61543",117
"G61544","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61544",,,,,,,"86000US61544",,"ZCTA5 61544",606,"ZCTA5 61544",83
"G61545","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61545",,,,,,,"86000US61545",,"ZCTA5 61545",735,"ZCTA5 61545",184
"G61546","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61546",,,,,,,"86000US61546",,"ZCTA5 61546",835,"ZCTA5 61546",68
"G61547","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61547",,,,,,,"86000US61547",,"ZCTA5 61547",1157,"ZCTA5 61547",99
"G61548","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61548",,,,,,,"86000US61548",,"ZCTA5 61548",1284,"ZCTA5 61548",83
"G61550","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61550",,,,,,,"86000US61550",,"ZCTA5 61550",940,"ZCTA5 61550",55
"G61552","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61552",,,,,,,"86000US61552",,"ZCTA5 61552",747,"ZCTA5 61552",141
"G61553","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61553",,,,,,,"86000US61553",,"ZCTA5 61553",436,"ZCTA5 61553",142
"G61554","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61554",,,,,,,"86000US61554",,"ZCTA5 61554",724,"ZCTA5 61554",19
"G61559","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61559",,,,,,,"86000US61559",,"ZCTA5 61559",882,"ZCTA5 61559",115
"G61560","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61560",,,,,,,"86000US61560",,"ZCTA5 61560",669,"ZCTA5 61560",120
"G61561","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61561",,,,,,,"86000US61561",,"ZCTA5 61561",745,"ZCTA5 61561",140
"G61562","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61562",,,,,,,"86000US61562",,"ZCTA5 61562",.,"ZCTA5 61562",.
"G61563","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61563",,,,,,,"86000US61563",,"ZCTA5 61563",642,"ZCTA5 61563",108
"G61564","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61564",,,,,,,"86000US61564",,"ZCTA5 61564",752,"ZCTA5 61564",109
"G61565","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61565",,,,,,,"86000US61565",,"ZCTA5 61565",713,"ZCTA5 61565",62
"G61567","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61567",,,,,,,"86000US61567",,"ZCTA5 61567",406,"ZCTA5 61567",144
"G61568","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61568",,,,,,,"86000US61568",,"ZCTA5 61568",743,"ZCTA5 61568",61
"G61569","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61569",,,,,,,"86000US61569",,"ZCTA5 61569",713,"ZCTA5 61569",106
"G61570","2011-2015","US",,,,,,,,,,,,,,,,,,,,,,,,,"61570",,,,,,,"86000US61570",,"ZCTA5 61570",775,"ZCTA5 61570",141
