GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,RGDE001,NAME_M,RGDM001
"G01066","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,"86000US01066",,"ZCTA5 01066",.,"ZCTA5 01066",.
"G01068","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,"86000US01068",,"ZCTA5 01068",1421,"ZCTA5 01068",121
"G01069","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,"86000US01069",,"ZCTA5 01069",900,"ZCTA5 01069",89
"G01070","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,"86000US01070",,"ZCTA5 01070",1087,"ZCTA5 01070",115
"G01071","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,"86000US01071",,"ZCTA5 01071",1200,"ZCTA5 01071",160
"G01072","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,"86000US01072",,"ZCTA5 01072",1334,"ZCTA5 01072",113
"G01073","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,"86000US01073",,"ZCTA5 01073",1320,"ZCTA5 01073",177
"G01074","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,"86000US01074",,"ZCTA5 01074",787,"ZCTA5 01074",491
"G01075","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,"86000US01075",,"ZCTA5 01075",1140,"ZCTA5 01075",76
"G01077","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,"86000US01077",,"ZCTA5 01077",1325,"ZCTA5 01077",114
"G01079","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,"86000US01079",,"ZCTA5 01079",937,"ZCTA5 01079",76
"G01080","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,"86000US01080",,"ZCTA5 01080",871,"ZCTA5 01080",116
"G01081","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,"86000US01081",,"ZCTA5 01081",1202,"ZCTA5 01081",207
"G01082","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,"86000US01082",,"ZCTA5 01082",918,"ZCTA5 01082",92
"G01083","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,"86000US01083",,"ZCTA5 01083",979,"ZCTA5 01083",206
"G01084","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,"86000US01084",,"ZCTA5 01084",1264,"ZCTA5 01084",325
"G01085","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,"86000US01085",,"ZCTA5 01085",1013,"ZCTA5 01085",55
"G01086","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,"86000US01086",,"ZCTA5 01086",.,"ZCTA5 01086",.
"G01088","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,"86000US01088",,"ZCTA5 01088",598,"ZCTA5 01088",238
"G01089","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,"86000US01089",,"ZCTA5 01089",899,"ZCTA5 01089",31
"G01092","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,"86000US01092",,"ZCTA5 01092",1155,"ZCTA5 01092",350
"G01093","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,"86000US01093",,"ZCTA5 01093",1719,"ZCTA5 01093",545
"G01094","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,"86000US01094",,"ZCTA5 01094",413,"ZCTA5 01094",195
"G01095","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,"86000US01095",,"ZCTA5 01095",1538,"ZCTA5 01095",151
"G01096","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,"86000US01096",,"ZCTA5 01096",1163,"ZCTA5 01096",61
"G01097","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,"86000US01097",,"ZCTA5 01097",888,"ZCTA5 01097",706
"G01098","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,"86000US01098",,"ZCTA5 01098",1122,"ZCTA5 01098",108
"G01103","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,"86000US01103",,"ZCTA5 01103",753,"ZCTA5 01103",44
"G01104","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,"86000US01104",,"ZCTA5 01104",857,"ZCTA5 01104",38
"G01105","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,"86000US01105",,"ZCTA5 01105",666,"ZCTA5 01105",49
"G01106","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,"86000US01106",,"ZCTA5 01106",1760,"ZCTA5 01106",116
"G01107","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,"86000US01107",,"ZCTA5 01107",705,"ZCTA5 01107",82
"G01108","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,"86000US01108",,"ZCTA5 01108",1034,"ZCTA5 01108",51
"G01109","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,"86000US01109",,"ZCTA5 01109",946,"ZCTA5 01109",48
"G01118","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,"86000US01118",,"ZCTA5 01118",1084,"ZCTA5 01118",69
"G01119","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,"86000US01119",,"ZCTA5 01119",1081,"ZCTA5 01119",54
"G01128","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,"86000US01128",,"ZCTA5 01128",1386,"ZCTA5 01128",174
"G01129","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,"86000US01129",,"ZCTA5 01129",1197,"ZCTA5 01129",60
"G01151","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,"86000US01151",,"ZCTA5 01151",868,"ZCTA5 01151",55
"G01199","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,"86000US01199",,"ZCTA5 01199",.,"ZCTA5 01199",.
"G01201","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,"86000US01201",,"ZCTA5 01201",868,"ZCTA5 01201",25
"G01220","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,"86000US01220",,"ZCTA5 01220",781,"ZCTA5 01220",43
"G01222","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,"86000US01222",,"ZCTA5 01222",1076,"ZCTA5 01222",562
"G01223","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,"86000US01223",,"ZCTA5 01223",1084,"ZCTA5 01223",130
"G01224","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,"86000US01224",,"ZCTA5 01224",1153,"ZCTA5 01224",399
"G01225","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,"86000US01225",,"ZCTA5 01225",839,"ZCTA5 01225",75
"G01226","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,"86000US01226",,"ZCTA5 01226",996,"ZCTA5 01226",113
"G01229","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,"86000US01229",,"ZCTA5 01229",1192,"ZCTA5 01229",687
"G01230","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,"86000US01230",,"ZCTA5 01230",997,"ZCTA5 01230",65
"G01235","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,"86000US01235",,"ZCTA5 01235",1129,"ZCTA5 01235",118
"G01236","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,"86000US01236",,"ZCTA5 01236",1095,"ZCTA5 01236",188
"G01237","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,"86000US01237",,"ZCTA5 01237",921,"ZCTA5 01237",200
"G01238","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,"86000US01238",,"ZCTA5 01238",998,"ZCTA5 01238",169
"G01240","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,"86000US01240",,"ZCTA5 01240",957,"ZCTA5 01240",123
"G01242","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,"86000US01242",,"ZCTA5 01242",1635,"ZCTA5 01242",1276
"G01243","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,"86000US01243",,"ZCTA5 01243",950,"ZCTA5 01243",475
"G01244","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,"86000US01244",,"ZCTA5 01244",1111,"ZCTA5 01244",594
"G01245","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,"86000US01245",,"ZCTA5 01245",897,"ZCTA5 01245",182
"G01247","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,"86000US01247",,"ZCTA5 01247",762,"ZCTA5 01247",34
"G01253","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,"86000US01253",,"ZCTA5 01253",813,"ZCTA5 01253",197
"G01254","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,"86000US01254",,"ZCTA5 01254",1036,"ZCTA5 01254",290
"G01255","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,"86000US01255",,"ZCTA5 01255",1027,"ZCTA5 01255",105
"G01256","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,"86000US01256",,"ZCTA5 01256",1104,"ZCTA5 01256",186
"G01257","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,"86000US01257",,"ZCTA5 01257",1458,"ZCTA5 01257",428
"G01258","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,"86000US01258",,"ZCTA5 01258",1000,"ZCTA5 01258",568
"G01259","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,"86000US01259",,"ZCTA5 01259",1155,"ZCTA5 01259",309
"G01260","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,"86000US01260",,"ZCTA5 01260",1143,"ZCTA5 01260",1521
"G01262","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,"86000US01262",,"ZCTA5 01262",1074,"ZCTA5 01262",219
"G01264","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,"86000US01264",,"ZCTA5 01264",783,"ZCTA5 01264",161
"G01266","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,"86000US01266",,"ZCTA5 01266",1093,"ZCTA5 01266",257
"G01267","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,"86000US01267",,"ZCTA5 01267",1066,"ZCTA5 01267",122
"G01270","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,"86000US01270",,"ZCTA5 01270",1074,"ZCTA5 01270",268
"G01301","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,"86000US01301",,"ZCTA5 01301",943,"ZCTA5 01301",46
"G01330","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,"86000US01330",,"ZCTA5 01330",1183,"ZCTA5 01330",154
"G01331","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,"86000US01331",,"ZCTA5 01331",880,"ZCTA5 01331",65
"G01337","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,"86000US01337",,"ZCTA5 01337",1199,"ZCTA5 01337",121
"G01338","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,"86000US01338",,"ZCTA5 01338",1315,"ZCTA5 01338",219
"G01339","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,"86000US01339",,"ZCTA5 01339",765,"ZCTA5 01339",124
"G01340","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,"86000US01340",,"ZCTA5 01340",893,"ZCTA5 01340",117
"G01341","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,"86000US01341",,"ZCTA5 01341",1202,"ZCTA5 01341",143
"G01342","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,"86000US01342",,"ZCTA5 01342",1072,"ZCTA5 01342",480
"G01343","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,"86000US01343",,"ZCTA5 01343",339,"ZCTA5 01343",61
"G01344","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,"86000US01344",,"ZCTA5 01344",1045,"ZCTA5 01344",64
"G01346","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,"86000US01346",,"ZCTA5 01346",1125,"ZCTA5 01346",304
"G01347","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,"86000US01347",,"ZCTA5 01347",869,"ZCTA5 01347",535
"G01349","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,"86000US01349",,"ZCTA5 01349",979,"ZCTA5 01349",230
"G01350","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,"86000US01350",,"ZCTA5 01350",886,"ZCTA5 01350",198
"G01351","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,"86000US01351",,"ZCTA5 01351",1109,"ZCTA5 01351",268
"G01354","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,"86000US01354",,"ZCTA5 01354",1154,"ZCTA5 01354",81
"G01355","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,"86000US01355",,"ZCTA5 01355",1253,"ZCTA5 01355",191
"G01360","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,"86000US01360",,"ZCTA5 01360",1147,"ZCTA5 01360",236
"G01364","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,"86000US01364",,"ZCTA5 01364",873,"ZCTA5 01364",117
"G01366","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,"86000US01366",,"ZCTA5 01366",1152,"ZCTA5 01366",162
"G01367","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,"86000US01367",,"ZCTA5 01367",757,"ZCTA5 01367",84
"G01368","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,"86000US01368",,"ZCTA5 01368",1007,"ZCTA5 01368",124
"G01370","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,"86000US01370",,"ZCTA5 01370",962,"ZCTA5 01370",67
"G01373","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,"86000US01373",,"ZCTA5 01373",1101,"ZCTA5 01373",89
"G01375","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,"86000US01375",,"ZCTA5 01375",1079,"ZCTA5 01375",72
"G01376","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,"86000US01376",,"ZCTA5 01376",927,"ZCTA5 01376",80
"G01378","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,"86000US01378",,"ZCTA5 01378",1100,"ZCTA5 01378",95
"G01379","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,"86000US01379",,"ZCTA5 01379",931,"ZCTA5 01379",183
"G01420","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,"86000US01420",,"ZCTA5 01420",1053,"ZCTA5 01420",46
"G01430","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,"86000US01430",,"ZCTA5 01430",1457,"ZCTA5 01430",157
"G01431","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,"86000US01431",,"ZCTA5 01431",1480,"ZCTA5 01431",131
"G01432","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,"86000US01432",,"ZCTA5 01432",1322,"ZCTA5 01432",259
"G01434","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,"86000US01434",,"ZCTA5 01434",1500,"ZCTA5 01434",1551
"G01436","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,"86000US01436",,"ZCTA5 01436",1348,"ZCTA5 01436",237
"G01438","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,"86000US01438",,"ZCTA5 01438",1337,"ZCTA5 01438",943
"G01440","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,"86000US01440",,"ZCTA5 01440",929,"ZCTA5 01440",57
"G01450","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,"86000US01450",,"ZCTA5 01450",2026,"ZCTA5 01450",198
"G01451","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,"86000US01451",,"ZCTA5 01451",2340,"ZCTA5 01451",219
"G01452","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,"86000US01452",,"ZCTA5 01452",1574,"ZCTA5 01452",85
"G01453","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,"86000US01453",,"ZCTA5 01453",1045,"ZCTA5 01453",46
"G01460","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,"86000US01460",,"ZCTA5 01460",1894,"ZCTA5 01460",204
"G01462","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,"86000US01462",,"ZCTA5 01462",1592,"ZCTA5 01462",96
"G01463","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,"86000US01463",,"ZCTA5 01463",1679,"ZCTA5 01463",100
"G01464","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,"86000US01464",,"ZCTA5 01464",1633,"ZCTA5 01464",157
"G01467","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,"86000US01467",,"ZCTA5 01467",1757,"ZCTA5 01467",1066
"G01468","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,"86000US01468",,"ZCTA5 01468",1503,"ZCTA5 01468",217
"G01469","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,"86000US01469",,"ZCTA5 01469",1557,"ZCTA5 01469",90
"G01473","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,"86000US01473",,"ZCTA5 01473",1419,"ZCTA5 01473",151
"G01474","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,"86000US01474",,"ZCTA5 01474",1866,"ZCTA5 01474",227
"G01475","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,"86000US01475",,"ZCTA5 01475",1079,"ZCTA5 01475",110
"G01501","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,"86000US01501",,"ZCTA5 01501",1315,"ZCTA5 01501",99
"G01503","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,"86000US01503",,"ZCTA5 01503",1614,"ZCTA5 01503",349
"G01504","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,"86000US01504",,"ZCTA5 01504",1532,"ZCTA5 01504",185
"G01505","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,"86000US01505",,"ZCTA5 01505",1560,"ZCTA5 01505",174
"G01506","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,"86000US01506",,"ZCTA5 01506",954,"ZCTA5 01506",144
"G01507","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,"86000US01507",,"ZCTA5 01507",1566,"ZCTA5 01507",117
"G01510","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,"86000US01510",,"ZCTA5 01510",1129,"ZCTA5 01510",48
"G01515","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,"86000US01515",,"ZCTA5 01515",1348,"ZCTA5 01515",193
"G01516","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,"86000US01516",,"ZCTA5 01516",1670,"ZCTA5 01516",191
"G01518","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,"86000US01518",,"ZCTA5 01518",1595,"ZCTA5 01518",244
"G01519","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,"86000US01519",,"ZCTA5 01519",1978,"ZCTA5 01519",162
"G01520","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,"86000US01520",,"ZCTA5 01520",1771,"ZCTA5 01520",89
"G01521","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,"86000US01521",,"ZCTA5 01521",1198,"ZCTA5 01521",158
"G01522","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,"86000US01522",,"ZCTA5 01522",1667,"ZCTA5 01522",268
"G01523","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,"86000US01523",,"ZCTA5 01523",1494,"ZCTA5 01523",205
"G01524","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,"86000US01524",,"ZCTA5 01524",1420,"ZCTA5 01524",162
"G01525","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,"86000US01525",,"ZCTA5 01525",675,"ZCTA5 01525",642
"G01527","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,"86000US01527",,"ZCTA5 01527",1291,"ZCTA5 01527",115
"G01529","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,"86000US01529",,"ZCTA5 01529",1609,"ZCTA5 01529",104
"G01531","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,"86000US01531",,"ZCTA5 01531",1449,"ZCTA5 01531",225
"G01532","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,"86000US01532",,"ZCTA5 01532",1804,"ZCTA5 01532",103
"G01534","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,"86000US01534",,"ZCTA5 01534",1554,"ZCTA5 01534",251
"G01535","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,"86000US01535",,"ZCTA5 01535",1116,"ZCTA5 01535",76
"G01536","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,"86000US01536",,"ZCTA5 01536",1708,"ZCTA5 01536",188
"G01537","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,"86000US01537",,"ZCTA5 01537",1300,"ZCTA5 01537",378
"G01540","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,"86000US01540",,"ZCTA5 01540",1300,"ZCTA5 01540",85
"G01541","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,"86000US01541",,"ZCTA5 01541",2007,"ZCTA5 01541",347
"G01542","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,"86000US01542",,"ZCTA5 01542",1317,"ZCTA5 01542",230
"G01543","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,"86000US01543",,"ZCTA5 01543",1693,"ZCTA5 01543",190
"G01545","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,"86000US01545",,"ZCTA5 01545",1536,"ZCTA5 01545",76
"G01550","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,"86000US01550",,"ZCTA5 01550",962,"ZCTA5 01550",40
"G01560","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,"86000US01560",,"ZCTA5 01560",1233,"ZCTA5 01560",279
"G01561","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,"86000US01561",,"ZCTA5 01561",1063,"ZCTA5 01561",702
"G01562","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,"86000US01562",,"ZCTA5 01562",1040,"ZCTA5 01562",109
"G01564","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,"86000US01564",,"ZCTA5 01564",1853,"ZCTA5 01564",139
"G01566","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,"86000US01566",,"ZCTA5 01566",1483,"ZCTA5 01566",330
"G01568","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,"86000US01568",,"ZCTA5 01568",2137,"ZCTA5 01568",191
"G01569","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,"86000US01569",,"ZCTA5 01569",1614,"ZCTA5 01569",143
"G01570","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,"86000US01570",,"ZCTA5 01570",958,"ZCTA5 01570",37
"G01571","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,"86000US01571",,"ZCTA5 01571",1148,"ZCTA5 01571",99
"G01581","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,"86000US01581",,"ZCTA5 01581",1758,"ZCTA5 01581",127
"G01583","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,"86000US01583",,"ZCTA5 01583",1400,"ZCTA5 01583",156
"G01585","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,"86000US01585",,"ZCTA5 01585",1141,"ZCTA5 01585",201
"G01588","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,"86000US01588",,"ZCTA5 01588",1107,"ZCTA5 01588",113
"G01590","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,"86000US01590",,"ZCTA5 01590",1869,"ZCTA5 01590",137
