GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,RGDE001,NAME_M,RGDM001
"G28401","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28401",,,,,,,"86000US28401",,"ZCTA5 28401",831,"ZCTA5 28401",27
"G28403","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28403",,,,,,,"86000US28403",,"ZCTA5 28403",868,"ZCTA5 28403",27
"G28405","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28405",,,,,,,"86000US28405",,"ZCTA5 28405",1089,"ZCTA5 28405",34
"G28409","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28409",,,,,,,"86000US28409",,"ZCTA5 28409",1280,"ZCTA5 28409",79
"G28411","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28411",,,,,,,"86000US28411",,"ZCTA5 28411",1234,"ZCTA5 28411",45
"G28412","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28412",,,,,,,"86000US28412",,"ZCTA5 28412",994,"ZCTA5 28412",39
"G28420","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28420",,,,,,,"86000US28420",,"ZCTA5 28420",557,"ZCTA5 28420",133
"G28421","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28421",,,,,,,"86000US28421",,"ZCTA5 28421",569,"ZCTA5 28421",138
"G28422","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28422",,,,,,,"86000US28422",,"ZCTA5 28422",788,"ZCTA5 28422",53
"G28423","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28423",,,,,,,"86000US28423",,"ZCTA5 28423",690,"ZCTA5 28423",77
"G28424","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28424",,,,,,,"86000US28424",,"ZCTA5 28424",656,"ZCTA5 28424",172
"G28425","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28425",,,,,,,"86000US28425",,"ZCTA5 28425",691,"ZCTA5 28425",69
"G28428","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28428",,,,,,,"86000US28428",,"ZCTA5 28428",1269,"ZCTA5 28428",161
"G28429","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28429",,,,,,,"86000US28429",,"ZCTA5 28429",969,"ZCTA5 28429",75
"G28430","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28430",,,,,,,"86000US28430",,"ZCTA5 28430",414,"ZCTA5 28430",109
"G28431","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28431",,,,,,,"86000US28431",,"ZCTA5 28431",601,"ZCTA5 28431",76
"G28432","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28432",,,,,,,"86000US28432",,"ZCTA5 28432",681,"ZCTA5 28432",195
"G28433","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28433",,,,,,,"86000US28433",,"ZCTA5 28433",481,"ZCTA5 28433",66
"G28434","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28434",,,,,,,"86000US28434",,"ZCTA5 28434",539,"ZCTA5 28434",101
"G28435","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28435",,,,,,,"86000US28435",,"ZCTA5 28435",631,"ZCTA5 28435",190
"G28436","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28436",,,,,,,"86000US28436",,"ZCTA5 28436",731,"ZCTA5 28436",136
"G28438","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28438",,,,,,,"86000US28438",,"ZCTA5 28438",580,"ZCTA5 28438",151
"G28439","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28439",,,,,,,"86000US28439",,"ZCTA5 28439",523,"ZCTA5 28439",110
"G28441","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28441",,,,,,,"86000US28441",,"ZCTA5 28441",593,"ZCTA5 28441",54
"G28442","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28442",,,,,,,"86000US28442",,"ZCTA5 28442",536,"ZCTA5 28442",45
"G28443","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28443",,,,,,,"86000US28443",,"ZCTA5 28443",1020,"ZCTA5 28443",114
"G28444","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28444",,,,,,,"86000US28444",,"ZCTA5 28444",638,"ZCTA5 28444",86
"G28445","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28445",,,,,,,"86000US28445",,"ZCTA5 28445",1113,"ZCTA5 28445",81
"G28447","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28447",,,,,,,"86000US28447",,"ZCTA5 28447",820,"ZCTA5 28447",133
"G28448","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28448",,,,,,,"86000US28448",,"ZCTA5 28448",655,"ZCTA5 28448",107
"G28449","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28449",,,,,,,"86000US28449",,"ZCTA5 28449",1295,"ZCTA5 28449",228
"G28450","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28450",,,,,,,"86000US28450",,"ZCTA5 28450",765,"ZCTA5 28450",163
"G28451","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28451",,,,,,,"86000US28451",,"ZCTA5 28451",1015,"ZCTA5 28451",47
"G28452","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28452",,,,,,,"86000US28452",,"ZCTA5 28452",572,"ZCTA5 28452",112
"G28453","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28453",,,,,,,"86000US28453",,"ZCTA5 28453",619,"ZCTA5 28453",57
"G28454","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28454",,,,,,,"86000US28454",,"ZCTA5 28454",585,"ZCTA5 28454",93
"G28455","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28455",,,,,,,"86000US28455",,"ZCTA5 28455",466,"ZCTA5 28455",55
"G28456","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28456",,,,,,,"86000US28456",,"ZCTA5 28456",740,"ZCTA5 28456",98
"G28457","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28457",,,,,,,"86000US28457",,"ZCTA5 28457",781,"ZCTA5 28457",36
"G28458","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28458",,,,,,,"86000US28458",,"ZCTA5 28458",537,"ZCTA5 28458",76
"G28460","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28460",,,,,,,"86000US28460",,"ZCTA5 28460",1155,"ZCTA5 28460",109
"G28461","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28461",,,,,,,"86000US28461",,"ZCTA5 28461",989,"ZCTA5 28461",54
"G28462","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28462",,,,,,,"86000US28462",,"ZCTA5 28462",674,"ZCTA5 28462",61
"G28463","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28463",,,,,,,"86000US28463",,"ZCTA5 28463",619,"ZCTA5 28463",54
"G28464","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28464",,,,,,,"86000US28464",,"ZCTA5 28464",669,"ZCTA5 28464",87
"G28465","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28465",,,,,,,"86000US28465",,"ZCTA5 28465",1040,"ZCTA5 28465",100
"G28466","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28466",,,,,,,"86000US28466",,"ZCTA5 28466",704,"ZCTA5 28466",79
"G28467","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28467",,,,,,,"86000US28467",,"ZCTA5 28467",806,"ZCTA5 28467",113
"G28468","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28468",,,,,,,"86000US28468",,"ZCTA5 28468",757,"ZCTA5 28468",109
"G28469","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28469",,,,,,,"86000US28469",,"ZCTA5 28469",878,"ZCTA5 28469",86
"G28470","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28470",,,,,,,"86000US28470",,"ZCTA5 28470",780,"ZCTA5 28470",36
"G28472","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28472",,,,,,,"86000US28472",,"ZCTA5 28472",651,"ZCTA5 28472",36
"G28478","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28478",,,,,,,"86000US28478",,"ZCTA5 28478",636,"ZCTA5 28478",74
"G28479","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28479",,,,,,,"86000US28479",,"ZCTA5 28479",1253,"ZCTA5 28479",337
"G28480","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28480",,,,,,,"86000US28480",,"ZCTA5 28480",1643,"ZCTA5 28480",144
"G28501","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28501",,,,,,,"86000US28501",,"ZCTA5 28501",634,"ZCTA5 28501",20
"G28504","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28504",,,,,,,"86000US28504",,"ZCTA5 28504",764,"ZCTA5 28504",32
"G28508","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28508",,,,,,,"86000US28508",,"ZCTA5 28508",523,"ZCTA5 28508",161
"G28510","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28510",,,,,,,"86000US28510",,"ZCTA5 28510",711,"ZCTA5 28510",182
"G28511","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28511",,,,,,,"86000US28511",,"ZCTA5 28511",775,"ZCTA5 28511",442
"G28512","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28512",,,,,,,"86000US28512",,"ZCTA5 28512",928,"ZCTA5 28512",88
"G28513","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28513",,,,,,,"86000US28513",,"ZCTA5 28513",689,"ZCTA5 28513",91
"G28515","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28515",,,,,,,"86000US28515",,"ZCTA5 28515",601,"ZCTA5 28515",85
"G28516","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28516",,,,,,,"86000US28516",,"ZCTA5 28516",711,"ZCTA5 28516",45
"G28518","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28518",,,,,,,"86000US28518",,"ZCTA5 28518",632,"ZCTA5 28518",69
"G28519","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28519",,,,,,,"86000US28519",,"ZCTA5 28519",888,"ZCTA5 28519",476
"G28520","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28520",,,,,,,"86000US28520",,"ZCTA5 28520",507,"ZCTA5 28520",320
"G28521","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28521",,,,,,,"86000US28521",,"ZCTA5 28521",474,"ZCTA5 28521",84
"G28523","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28523",,,,,,,"86000US28523",,"ZCTA5 28523",623,"ZCTA5 28523",96
"G28524","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28524",,,,,,,"86000US28524",,"ZCTA5 28524",810,"ZCTA5 28524",1123
"G28525","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28525",,,,,,,"86000US28525",,"ZCTA5 28525",605,"ZCTA5 28525",79
"G28526","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28526",,,,,,,"86000US28526",,"ZCTA5 28526",600,"ZCTA5 28526",116
"G28527","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28527",,,,,,,"86000US28527",,"ZCTA5 28527",576,"ZCTA5 28527",53
"G28528","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28528",,,,,,,"86000US28528",,"ZCTA5 28528",663,"ZCTA5 28528",131
"G28529","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28529",,,,,,,"86000US28529",,"ZCTA5 28529",763,"ZCTA5 28529",120
"G28530","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28530",,,,,,,"86000US28530",,"ZCTA5 28530",702,"ZCTA5 28530",56
"G28531","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28531",,,,,,,"86000US28531",,"ZCTA5 28531",850,"ZCTA5 28531",232
"G28532","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28532",,,,,,,"86000US28532",,"ZCTA5 28532",1019,"ZCTA5 28532",40
"G28533","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28533",,,,,,,"86000US28533",,"ZCTA5 28533",.,"ZCTA5 28533",.
"G28537","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28537",,,,,,,"86000US28537",,"ZCTA5 28537",442,"ZCTA5 28537",275
"G28538","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28538",,,,,,,"86000US28538",,"ZCTA5 28538",747,"ZCTA5 28538",120
"G28539","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28539",,,,,,,"86000US28539",,"ZCTA5 28539",989,"ZCTA5 28539",86
"G28540","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28540",,,,,,,"86000US28540",,"ZCTA5 28540",894,"ZCTA5 28540",38
"G28543","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28543",,,,,,,"86000US28543",,"ZCTA5 28543",1104,"ZCTA5 28543",23
"G28544","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28544",,,,,,,"86000US28544",,"ZCTA5 28544",866,"ZCTA5 28544",79
"G28546","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28546",,,,,,,"86000US28546",,"ZCTA5 28546",998,"ZCTA5 28546",26
"G28547","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28547",,,,,,,"86000US28547",,"ZCTA5 28547",1319,"ZCTA5 28547",46
"G28551","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28551",,,,,,,"86000US28551",,"ZCTA5 28551",752,"ZCTA5 28551",39
"G28552","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28552",,,,,,,"86000US28552",,"ZCTA5 28552",237,"ZCTA5 28552",871
"G28553","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28553",,,,,,,"86000US28553",,"ZCTA5 28553",436,"ZCTA5 28553",89
"G28554","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28554",,,,,,,"86000US28554",,"ZCTA5 28554",740,"ZCTA5 28554",269
"G28555","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28555",,,,,,,"86000US28555",,"ZCTA5 28555",720,"ZCTA5 28555",119
"G28556","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28556",,,,,,,"86000US28556",,"ZCTA5 28556",604,"ZCTA5 28556",141
"G28557","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28557",,,,,,,"86000US28557",,"ZCTA5 28557",805,"ZCTA5 28557",62
"G28560","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28560",,,,,,,"86000US28560",,"ZCTA5 28560",811,"ZCTA5 28560",47
"G28562","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28562",,,,,,,"86000US28562",,"ZCTA5 28562",949,"ZCTA5 28562",42
"G28570","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28570",,,,,,,"86000US28570",,"ZCTA5 28570",849,"ZCTA5 28570",67
"G28571","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28571",,,,,,,"86000US28571",,"ZCTA5 28571",1057,"ZCTA5 28571",164
"G28572","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28572",,,,,,,"86000US28572",,"ZCTA5 28572",672,"ZCTA5 28572",100
"G28573","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28573",,,,,,,"86000US28573",,"ZCTA5 28573",631,"ZCTA5 28573",36
"G28574","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28574",,,,,,,"86000US28574",,"ZCTA5 28574",856,"ZCTA5 28574",59
"G28575","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28575",,,,,,,"86000US28575",,"ZCTA5 28575",496,"ZCTA5 28575",137
"G28577","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28577",,,,,,,"86000US28577",,"ZCTA5 28577",525,"ZCTA5 28577",197
"G28578","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28578",,,,,,,"86000US28578",,"ZCTA5 28578",443,"ZCTA5 28578",87
"G28579","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28579",,,,,,,"86000US28579",,"ZCTA5 28579",696,"ZCTA5 28579",354
"G28580","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28580",,,,,,,"86000US28580",,"ZCTA5 28580",635,"ZCTA5 28580",32
"G28581","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28581",,,,,,,"86000US28581",,"ZCTA5 28581",1056,"ZCTA5 28581",468
"G28582","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28582",,,,,,,"86000US28582",,"ZCTA5 28582",804,"ZCTA5 28582",498
"G28583","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28583",,,,,,,"86000US28583",,"ZCTA5 28583",475,"ZCTA5 28583",254
"G28584","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28584",,,,,,,"86000US28584",,"ZCTA5 28584",1053,"ZCTA5 28584",74
"G28585","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28585",,,,,,,"86000US28585",,"ZCTA5 28585",603,"ZCTA5 28585",187
"G28586","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28586",,,,,,,"86000US28586",,"ZCTA5 28586",606,"ZCTA5 28586",55
"G28587","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28587",,,,,,,"86000US28587",,"ZCTA5 28587",881,"ZCTA5 28587",338
"G28589","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28589",,,,,,,"86000US28589",,"ZCTA5 28589",655,"ZCTA5 28589",757
"G28590","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28590",,,,,,,"86000US28590",,"ZCTA5 28590",1111,"ZCTA5 28590",45
"G28594","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28594",,,,,,,"86000US28594",,"ZCTA5 28594",1141,"ZCTA5 28594",164
"G28601","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28601",,,,,,,"86000US28601",,"ZCTA5 28601",756,"ZCTA5 28601",25
"G28602","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28602",,,,,,,"86000US28602",,"ZCTA5 28602",687,"ZCTA5 28602",29
"G28604","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28604",,,,,,,"86000US28604",,"ZCTA5 28604",853,"ZCTA5 28604",76
"G28605","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28605",,,,,,,"86000US28605",,"ZCTA5 28605",925,"ZCTA5 28605",111
"G28606","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28606",,,,,,,"86000US28606",,"ZCTA5 28606",636,"ZCTA5 28606",214
"G28607","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28607",,,,,,,"86000US28607",,"ZCTA5 28607",832,"ZCTA5 28607",38
"G28609","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28609",,,,,,,"86000US28609",,"ZCTA5 28609",740,"ZCTA5 28609",66
"G28610","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28610",,,,,,,"86000US28610",,"ZCTA5 28610",699,"ZCTA5 28610",61
"G28611","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28611",,,,,,,"86000US28611",,"ZCTA5 28611",585,"ZCTA5 28611",268
"G28612","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28612",,,,,,,"86000US28612",,"ZCTA5 28612",583,"ZCTA5 28612",23
"G28613","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28613",,,,,,,"86000US28613",,"ZCTA5 28613",745,"ZCTA5 28613",48
"G28615","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28615",,,,,,,"86000US28615",,"ZCTA5 28615",335,"ZCTA5 28615",66
"G28616","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28616",,,,,,,"86000US28616",,"ZCTA5 28616",818,"ZCTA5 28616",530
"G28617","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28617",,,,,,,"86000US28617",,"ZCTA5 28617",520,"ZCTA5 28617",103
"G28618","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28618",,,,,,,"86000US28618",,"ZCTA5 28618",986,"ZCTA5 28618",150
"G28619","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28619",,,,,,,"86000US28619",,"ZCTA5 28619",633,"ZCTA5 28619",109
"G28621","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28621",,,,,,,"86000US28621",,"ZCTA5 28621",589,"ZCTA5 28621",62
"G28622","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28622",,,,,,,"86000US28622",,"ZCTA5 28622",517,"ZCTA5 28622",135
"G28623","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28623",,,,,,,"86000US28623",,"ZCTA5 28623",460,"ZCTA5 28623",115
"G28624","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28624",,,,,,,"86000US28624",,"ZCTA5 28624",416,"ZCTA5 28624",99
"G28625","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28625",,,,,,,"86000US28625",,"ZCTA5 28625",783,"ZCTA5 28625",34
"G28626","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28626",,,,,,,"86000US28626",,"ZCTA5 28626",740,"ZCTA5 28626",245
"G28627","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28627",,,,,,,"86000US28627",,"ZCTA5 28627",553,"ZCTA5 28627",120
"G28628","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28628",,,,,,,"86000US28628",,"ZCTA5 28628",738,"ZCTA5 28628",229
"G28629","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28629",,,,,,,"86000US28629",,"ZCTA5 28629",139,"ZCTA5 28629",200
"G28630","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28630",,,,,,,"86000US28630",,"ZCTA5 28630",696,"ZCTA5 28630",49
"G28631","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28631",,,,,,,"86000US28631",,"ZCTA5 28631",305,"ZCTA5 28631",266
"G28634","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28634",,,,,,,"86000US28634",,"ZCTA5 28634",614,"ZCTA5 28634",98
"G28635","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28635",,,,,,,"86000US28635",,"ZCTA5 28635",466,"ZCTA5 28635",43
"G28636","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28636",,,,,,,"86000US28636",,"ZCTA5 28636",365,"ZCTA5 28636",141
"G28637","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28637",,,,,,,"86000US28637",,"ZCTA5 28637",538,"ZCTA5 28637",84
"G28638","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28638",,,,,,,"86000US28638",,"ZCTA5 28638",623,"ZCTA5 28638",49
"G28640","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28640",,,,,,,"86000US28640",,"ZCTA5 28640",564,"ZCTA5 28640",52
"G28642","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28642",,,,,,,"86000US28642",,"ZCTA5 28642",593,"ZCTA5 28642",59
"G28643","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28643",,,,,,,"86000US28643",,"ZCTA5 28643",471,"ZCTA5 28643",92
"G28644","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28644",,,,,,,"86000US28644",,"ZCTA5 28644",567,"ZCTA5 28644",199
"G28645","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28645",,,,,,,"86000US28645",,"ZCTA5 28645",609,"ZCTA5 28645",22
"G28646","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28646",,,,,,,"86000US28646",,"ZCTA5 28646",924,"ZCTA5 28646",170
"G28647","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28647",,,,,,,"86000US28647",,"ZCTA5 28647",386,"ZCTA5 28647",414
"G28649","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28649",,,,,,,"86000US28649",,"ZCTA5 28649",492,"ZCTA5 28649",188
"G28650","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28650",,,,,,,"86000US28650",,"ZCTA5 28650",776,"ZCTA5 28650",56
"G28651","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28651",,,,,,,"86000US28651",,"ZCTA5 28651",539,"ZCTA5 28651",64
"G28652","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28652",,,,,,,"86000US28652",,"ZCTA5 28652",.,"ZCTA5 28652",.
"G28654","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28654",,,,,,,"86000US28654",,"ZCTA5 28654",592,"ZCTA5 28654",250
"G28655","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28655",,,,,,,"86000US28655",,"ZCTA5 28655",641,"ZCTA5 28655",26
"G28657","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28657",,,,,,,"86000US28657",,"ZCTA5 28657",543,"ZCTA5 28657",60
"G28658","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28658",,,,,,,"86000US28658",,"ZCTA5 28658",675,"ZCTA5 28658",23
"G28659","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28659",,,,,,,"86000US28659",,"ZCTA5 28659",526,"ZCTA5 28659",45
"G28660","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28660",,,,,,,"86000US28660",,"ZCTA5 28660",671,"ZCTA5 28660",107
"G28662","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28662",,,,,,,"86000US28662",,"ZCTA5 28662",.,"ZCTA5 28662",.
"G28663","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28663",,,,,,,"86000US28663",,"ZCTA5 28663",559,"ZCTA5 28663",136
"G28665","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28665",,,,,,,"86000US28665",,"ZCTA5 28665",784,"ZCTA5 28665",158
"G28666","2008-2012","US",,,,,,,,,,,,,,,,,,,,,,,,,"28666",,,,,,,"86000US28666",,"ZCTA5 28666",388,"ZCTA5 28666",1011
