GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ANDYE001,NAME_M,ANDYM001
"G64831","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64831",,,,,,,"86000US64831",,"ZCTA 64831",631,"ZCTA 64831",65
"G64832","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64832",,,,,,,"86000US64832",,"ZCTA 64832",609,"ZCTA 64832",305
"G64833","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64833",,,,,,,"86000US64833",,"ZCTA 64833",857,"ZCTA 64833",293
"G64834","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64834",,,,,,,"86000US64834",,"ZCTA 64834",971,"ZCTA 64834",42
"G64835","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64835",,,,,,,"86000US64835",,"ZCTA 64835",750,"ZCTA 64835",97
"G64836","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64836",,,,,,,"86000US64836",,"ZCTA 64836",793,"ZCTA 64836",36
"G64840","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64840",,,,,,,"86000US64840",,"ZCTA 64840",646,"ZCTA 64840",101
"G64841","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64841",,,,,,,"86000US64841",,"ZCTA 64841",732,"ZCTA 64841",45
"G64842","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64842",,,,,,,"86000US64842",,"ZCTA 64842",732,"ZCTA 64842",104
"G64843","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64843",,,,,,,"86000US64843",,"ZCTA 64843",682,"ZCTA 64843",39
"G64844","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64844",,,,,,,"86000US64844",,"ZCTA 64844",688,"ZCTA 64844",48
"G64847","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64847",,,,,,,"86000US64847",,"ZCTA 64847",400,"ZCTA 64847",111
"G64848","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64848",,,,,,,"86000US64848",,"ZCTA 64848",808,"ZCTA 64848",320
"G64849","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64849",,,,,,,"86000US64849",,"ZCTA 64849",913,"ZCTA 64849",406
"G64850","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64850",,,,,,,"86000US64850",,"ZCTA 64850",737,"ZCTA 64850",22
"G64854","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64854",,,,,,,"86000US64854",,"ZCTA 64854",601,"ZCTA 64854",127
"G64855","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64855",,,,,,,"86000US64855",,"ZCTA 64855",869,"ZCTA 64855",141
"G64856","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64856",,,,,,,"86000US64856",,"ZCTA 64856",661,"ZCTA 64856",70
"G64857","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64857",,,,,,,"86000US64857",,"ZCTA 64857",571,"ZCTA 64857",178
"G64858","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64858",,,,,,,"86000US64858",,"ZCTA 64858",,"ZCTA 64858",
"G64859","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64859",,,,,,,"86000US64859",,"ZCTA 64859",541,"ZCTA 64859",144
"G64861","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64861",,,,,,,"86000US64861",,"ZCTA 64861",839,"ZCTA 64861",770
"G64862","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64862",,,,,,,"86000US64862",,"ZCTA 64862",695,"ZCTA 64862",154
"G64863","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64863",,,,,,,"86000US64863",,"ZCTA 64863",673,"ZCTA 64863",123
"G64865","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64865",,,,,,,"86000US64865",,"ZCTA 64865",639,"ZCTA 64865",58
"G64866","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64866",,,,,,,"86000US64866",,"ZCTA 64866",609,"ZCTA 64866",70
"G64867","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64867",,,,,,,"86000US64867",,"ZCTA 64867",670,"ZCTA 64867",94
"G64870","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64870",,,,,,,"86000US64870",,"ZCTA 64870",816,"ZCTA 64870",49
"G64873","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64873",,,,,,,"86000US64873",,"ZCTA 64873",563,"ZCTA 64873",166
"G64874","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"64874",,,,,,,"86000US64874",,"ZCTA 64874",491,"ZCTA 64874",200
"G65001","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65001",,,,,,,"86000US65001",,"ZCTA 65001",351,"ZCTA 65001",128
"G65010","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65010",,,,,,,"86000US65010",,"ZCTA 65010",1053,"ZCTA 65010",112
"G65011","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65011",,,,,,,"86000US65011",,"ZCTA 65011",492,"ZCTA 65011",65
"G65013","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65013",,,,,,,"86000US65013",,"ZCTA 65013",550,"ZCTA 65013",86
"G65014","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65014",,,,,,,"86000US65014",,"ZCTA 65014",557,"ZCTA 65014",69
"G65016","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65016",,,,,,,"86000US65016",,"ZCTA 65016",758,"ZCTA 65016",211
"G65017","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65017",,,,,,,"86000US65017",,"ZCTA 65017",320,"ZCTA 65017",112
"G65018","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65018",,,,,,,"86000US65018",,"ZCTA 65018",671,"ZCTA 65018",50
"G65020","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65020",,,,,,,"86000US65020",,"ZCTA 65020",754,"ZCTA 65020",64
"G65023","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65023",,,,,,,"86000US65023",,"ZCTA 65023",568,"ZCTA 65023",112
"G65024","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65024",,,,,,,"86000US65024",,"ZCTA 65024",541,"ZCTA 65024",70
"G65025","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65025",,,,,,,"86000US65025",,"ZCTA 65025",640,"ZCTA 65025",35
"G65026","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65026",,,,,,,"86000US65026",,"ZCTA 65026",682,"ZCTA 65026",47
"G65032","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65032",,,,,,,"86000US65032",,"ZCTA 65032",601,"ZCTA 65032",137
"G65034","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65034",,,,,,,"86000US65034",,"ZCTA 65034",561,"ZCTA 65034",44
"G65035","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65035",,,,,,,"86000US65035",,"ZCTA 65035",587,"ZCTA 65035",150
"G65037","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65037",,,,,,,"86000US65037",,"ZCTA 65037",605,"ZCTA 65037",132
"G65039","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65039",,,,,,,"86000US65039",,"ZCTA 65039",1459,"ZCTA 65039",244
"G65040","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65040",,,,,,,"86000US65040",,"ZCTA 65040",,"ZCTA 65040",
"G65041","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65041",,,,,,,"86000US65041",,"ZCTA 65041",668,"ZCTA 65041",74
"G65043","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65043",,,,,,,"86000US65043",,"ZCTA 65043",833,"ZCTA 65043",70
"G65046","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65046",,,,,,,"86000US65046",,"ZCTA 65046",783,"ZCTA 65046",160
"G65047","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65047",,,,,,,"86000US65047",,"ZCTA 65047",844,"ZCTA 65047",358
"G65048","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65048",,,,,,,"86000US65048",,"ZCTA 65048",348,"ZCTA 65048",270
"G65049","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65049",,,,,,,"86000US65049",,"ZCTA 65049",944,"ZCTA 65049",85
"G65050","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65050",,,,,,,"86000US65050",,"ZCTA 65050",593,"ZCTA 65050",404
"G65051","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65051",,,,,,,"86000US65051",,"ZCTA 65051",621,"ZCTA 65051",67
"G65052","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65052",,,,,,,"86000US65052",,"ZCTA 65052",990,"ZCTA 65052",137
"G65053","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65053",,,,,,,"86000US65053",,"ZCTA 65053",880,"ZCTA 65053",345
"G65054","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65054",,,,,,,"86000US65054",,"ZCTA 65054",1012,"ZCTA 65054",168
"G65058","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65058",,,,,,,"86000US65058",,"ZCTA 65058",473,"ZCTA 65058",26
"G65059","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65059",,,,,,,"86000US65059",,"ZCTA 65059",848,"ZCTA 65059",112
"G65061","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65061",,,,,,,"86000US65061",,"ZCTA 65061",528,"ZCTA 65061",82
"G65062","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65062",,,,,,,"86000US65062",,"ZCTA 65062",,"ZCTA 65062",
"G65063","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65063",,,,,,,"86000US65063",,"ZCTA 65063",821,"ZCTA 65063",145
"G65064","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65064",,,,,,,"86000US65064",,"ZCTA 65064",460,"ZCTA 65064",159
"G65065","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65065",,,,,,,"86000US65065",,"ZCTA 65065",905,"ZCTA 65065",112
"G65066","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65066",,,,,,,"86000US65066",,"ZCTA 65066",634,"ZCTA 65066",56
"G65067","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65067",,,,,,,"86000US65067",,"ZCTA 65067",745,"ZCTA 65067",446
"G65068","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65068",,,,,,,"86000US65068",,"ZCTA 65068",802,"ZCTA 65068",138
"G65069","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65069",,,,,,,"86000US65069",,"ZCTA 65069",559,"ZCTA 65069",63
"G65072","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65072",,,,,,,"86000US65072",,"ZCTA 65072",561,"ZCTA 65072",204
"G65074","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65074",,,,,,,"86000US65074",,"ZCTA 65074",778,"ZCTA 65074",166
"G65075","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65075",,,,,,,"86000US65075",,"ZCTA 65075",521,"ZCTA 65075",180
"G65076","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65076",,,,,,,"86000US65076",,"ZCTA 65076",477,"ZCTA 65076",77
"G65077","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65077",,,,,,,"86000US65077",,"ZCTA 65077",,"ZCTA 65077",
"G65078","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65078",,,,,,,"86000US65078",,"ZCTA 65078",600,"ZCTA 65078",140
"G65079","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65079",,,,,,,"86000US65079",,"ZCTA 65079",915,"ZCTA 65079",74
"G65080","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65080",,,,,,,"86000US65080",,"ZCTA 65080",1155,"ZCTA 65080",287
"G65081","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65081",,,,,,,"86000US65081",,"ZCTA 65081",653,"ZCTA 65081",60
"G65082","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65082",,,,,,,"86000US65082",,"ZCTA 65082",728,"ZCTA 65082",137
"G65083","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65083",,,,,,,"86000US65083",,"ZCTA 65083",,"ZCTA 65083",
"G65084","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65084",,,,,,,"86000US65084",,"ZCTA 65084",581,"ZCTA 65084",86
"G65085","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65085",,,,,,,"86000US65085",,"ZCTA 65085",572,"ZCTA 65085",217
"G65101","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65101",,,,,,,"86000US65101",,"ZCTA 65101",756,"ZCTA 65101",44
"G65109","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65109",,,,,,,"86000US65109",,"ZCTA 65109",768,"ZCTA 65109",37
"G65201","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65201",,,,,,,"86000US65201",,"ZCTA 65201",905,"ZCTA 65201",38
"G65202","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65202",,,,,,,"86000US65202",,"ZCTA 65202",959,"ZCTA 65202",26
"G65203","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65203",,,,,,,"86000US65203",,"ZCTA 65203",972,"ZCTA 65203",33
"G65215","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65215",,,,,,,"86000US65215",,"ZCTA 65215",,"ZCTA 65215",
"G65230","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65230",,,,,,,"86000US65230",,"ZCTA 65230",538,"ZCTA 65230",32
"G65231","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65231",,,,,,,"86000US65231",,"ZCTA 65231",708,"ZCTA 65231",135
"G65232","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65232",,,,,,,"86000US65232",,"ZCTA 65232",360,"ZCTA 65232",38
"G65233","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65233",,,,,,,"86000US65233",,"ZCTA 65233",737,"ZCTA 65233",41
"G65236","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65236",,,,,,,"86000US65236",,"ZCTA 65236",446,"ZCTA 65236",45
"G65237","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65237",,,,,,,"86000US65237",,"ZCTA 65237",617,"ZCTA 65237",154
"G65239","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65239",,,,,,,"86000US65239",,"ZCTA 65239",510,"ZCTA 65239",126
"G65240","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65240",,,,,,,"86000US65240",,"ZCTA 65240",742,"ZCTA 65240",140
"G65243","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65243",,,,,,,"86000US65243",,"ZCTA 65243",697,"ZCTA 65243",175
"G65244","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65244",,,,,,,"86000US65244",,"ZCTA 65244",803,"ZCTA 65244",194
"G65246","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65246",,,,,,,"86000US65246",,"ZCTA 65246",,"ZCTA 65246",
"G65247","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65247",,,,,,,"86000US65247",,"ZCTA 65247",442,"ZCTA 65247",122
"G65248","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65248",,,,,,,"86000US65248",,"ZCTA 65248",729,"ZCTA 65248",28
"G65250","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65250",,,,,,,"86000US65250",,"ZCTA 65250",715,"ZCTA 65250",147
"G65251","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65251",,,,,,,"86000US65251",,"ZCTA 65251",770,"ZCTA 65251",45
"G65254","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65254",,,,,,,"86000US65254",,"ZCTA 65254",645,"ZCTA 65254",153
"G65255","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65255",,,,,,,"86000US65255",,"ZCTA 65255",894,"ZCTA 65255",172
"G65256","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65256",,,,,,,"86000US65256",,"ZCTA 65256",723,"ZCTA 65256",222
"G65257","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65257",,,,,,,"86000US65257",,"ZCTA 65257",672,"ZCTA 65257",123
"G65258","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65258",,,,,,,"86000US65258",,"ZCTA 65258",550,"ZCTA 65258",220
"G65259","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65259",,,,,,,"86000US65259",,"ZCTA 65259",743,"ZCTA 65259",91
"G65260","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65260",,,,,,,"86000US65260",,"ZCTA 65260",547,"ZCTA 65260",268
"G65261","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65261",,,,,,,"86000US65261",,"ZCTA 65261",532,"ZCTA 65261",56
"G65262","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65262",,,,,,,"86000US65262",,"ZCTA 65262",812,"ZCTA 65262",483
"G65263","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65263",,,,,,,"86000US65263",,"ZCTA 65263",506,"ZCTA 65263",67
"G65264","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65264",,,,,,,"86000US65264",,"ZCTA 65264",713,"ZCTA 65264",77
"G65265","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65265",,,,,,,"86000US65265",,"ZCTA 65265",619,"ZCTA 65265",31
"G65270","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65270",,,,,,,"86000US65270",,"ZCTA 65270",674,"ZCTA 65270",48
"G65274","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65274",,,,,,,"86000US65274",,"ZCTA 65274",678,"ZCTA 65274",121
"G65275","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65275",,,,,,,"86000US65275",,"ZCTA 65275",577,"ZCTA 65275",75
"G65276","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65276",,,,,,,"86000US65276",,"ZCTA 65276",588,"ZCTA 65276",59
"G65278","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65278",,,,,,,"86000US65278",,"ZCTA 65278",625,"ZCTA 65278",109
"G65279","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65279",,,,,,,"86000US65279",,"ZCTA 65279",1004,"ZCTA 65279",262
"G65280","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65280",,,,,,,"86000US65280",,"ZCTA 65280",523,"ZCTA 65280",115
"G65281","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65281",,,,,,,"86000US65281",,"ZCTA 65281",528,"ZCTA 65281",39
"G65282","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65282",,,,,,,"86000US65282",,"ZCTA 65282",312,"ZCTA 65282",84
"G65283","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65283",,,,,,,"86000US65283",,"ZCTA 65283",475,"ZCTA 65283",81
"G65284","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65284",,,,,,,"86000US65284",,"ZCTA 65284",827,"ZCTA 65284",129
"G65285","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65285",,,,,,,"86000US65285",,"ZCTA 65285",771,"ZCTA 65285",464
"G65286","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65286",,,,,,,"86000US65286",,"ZCTA 65286",571,"ZCTA 65286",78
"G65287","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65287",,,,,,,"86000US65287",,"ZCTA 65287",622,"ZCTA 65287",129
"G65301","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65301",,,,,,,"86000US65301",,"ZCTA 65301",700,"ZCTA 65301",27
"G65305","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65305",,,,,,,"86000US65305",,"ZCTA 65305",1122,"ZCTA 65305",32
"G65320","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65320",,,,,,,"86000US65320",,"ZCTA 65320",1063,"ZCTA 65320",447
"G65321","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65321",,,,,,,"86000US65321",,"ZCTA 65321",543,"ZCTA 65321",59
"G65322","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65322",,,,,,,"86000US65322",,"ZCTA 65322",651,"ZCTA 65322",72
"G65323","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65323",,,,,,,"86000US65323",,"ZCTA 65323",568,"ZCTA 65323",131
"G65324","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65324",,,,,,,"86000US65324",,"ZCTA 65324",595,"ZCTA 65324",165
"G65325","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65325",,,,,,,"86000US65325",,"ZCTA 65325",610,"ZCTA 65325",55
"G65326","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65326",,,,,,,"86000US65326",,"ZCTA 65326",465,"ZCTA 65326",144
"G65327","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65327",,,,,,,"86000US65327",,"ZCTA 65327",608,"ZCTA 65327",227
"G65329","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65329",,,,,,,"86000US65329",,"ZCTA 65329",808,"ZCTA 65329",477
"G65330","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65330",,,,,,,"86000US65330",,"ZCTA 65330",614,"ZCTA 65330",87
"G65332","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65332",,,,,,,"86000US65332",,"ZCTA 65332",740,"ZCTA 65332",82
"G65333","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65333",,,,,,,"86000US65333",,"ZCTA 65333",456,"ZCTA 65333",167
"G65334","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65334",,,,,,,"86000US65334",,"ZCTA 65334",1022,"ZCTA 65334",131
"G65335","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65335",,,,,,,"86000US65335",,"ZCTA 65335",292,"ZCTA 65335",146
"G65336","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65336",,,,,,,"86000US65336",,"ZCTA 65336",916,"ZCTA 65336",70
"G65337","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65337",,,,,,,"86000US65337",,"ZCTA 65337",644,"ZCTA 65337",60
"G65338","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65338",,,,,,,"86000US65338",,"ZCTA 65338",514,"ZCTA 65338",74
"G65339","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65339",,,,,,,"86000US65339",,"ZCTA 65339",575,"ZCTA 65339",59
"G65340","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65340",,,,,,,"86000US65340",,"ZCTA 65340",712,"ZCTA 65340",41
"G65344","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65344",,,,,,,"86000US65344",,"ZCTA 65344",525,"ZCTA 65344",249
"G65345","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65345",,,,,,,"86000US65345",,"ZCTA 65345",565,"ZCTA 65345",279
"G65347","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65347",,,,,,,"86000US65347",,"ZCTA 65347",662,"ZCTA 65347",213
"G65348","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65348",,,,,,,"86000US65348",,"ZCTA 65348",579,"ZCTA 65348",51
"G65349","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65349",,,,,,,"86000US65349",,"ZCTA 65349",590,"ZCTA 65349",59
"G65350","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65350",,,,,,,"86000US65350",,"ZCTA 65350",690,"ZCTA 65350",114
"G65351","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65351",,,,,,,"86000US65351",,"ZCTA 65351",637,"ZCTA 65351",42
"G65354","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65354",,,,,,,"86000US65354",,"ZCTA 65354",733,"ZCTA 65354",329
"G65355","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65355",,,,,,,"86000US65355",,"ZCTA 65355",536,"ZCTA 65355",74
"G65360","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65360",,,,,,,"86000US65360",,"ZCTA 65360",586,"ZCTA 65360",80
"G65401","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65401",,,,,,,"86000US65401",,"ZCTA 65401",732,"ZCTA 65401",29
"G65436","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65436",,,,,,,"86000US65436",,"ZCTA 65436",,"ZCTA 65436",
"G65438","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65438",,,,,,,"86000US65438",,"ZCTA 65438",513,"ZCTA 65438",110
"G65439","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65439",,,,,,,"86000US65439",,"ZCTA 65439",,"ZCTA 65439",
"G65440","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65440",,,,,,,"86000US65440",,"ZCTA 65440",625,"ZCTA 65440",415
"G65441","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65441",,,,,,,"86000US65441",,"ZCTA 65441",730,"ZCTA 65441",90
"G65443","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65443",,,,,,,"86000US65443",,"ZCTA 65443",345,"ZCTA 65443",324
"G65444","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65444",,,,,,,"86000US65444",,"ZCTA 65444",547,"ZCTA 65444",266
"G65446","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65446",,,,,,,"86000US65446",,"ZCTA 65446",575,"ZCTA 65446",209
"G65449","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65449",,,,,,,"86000US65449",,"ZCTA 65449",,"ZCTA 65449",
"G65452","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65452",,,,,,,"86000US65452",,"ZCTA 65452",692,"ZCTA 65452",138
"G65453","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"65453",,,,,,,"86000US65453",,"ZCTA 65453",681,"ZCTA 65453",83
