GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ANDYE001,NAME_M,ANDYM001
"G33413","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33413",,,,,,,"86000US33413",,"ZCTA 33413",1629,"ZCTA 33413",85
"G33414","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33414",,,,,,,"86000US33414",,"ZCTA 33414",1830,"ZCTA 33414",77
"G33415","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33415",,,,,,,"86000US33415",,"ZCTA 33415",1085,"ZCTA 33415",41
"G33417","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33417",,,,,,,"86000US33417",,"ZCTA 33417",933,"ZCTA 33417",51
"G33418","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33418",,,,,,,"86000US33418",,"ZCTA 33418",1649,"ZCTA 33418",68
"G33426","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33426",,,,,,,"86000US33426",,"ZCTA 33426",1408,"ZCTA 33426",50
"G33428","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33428",,,,,,,"86000US33428",,"ZCTA 33428",1468,"ZCTA 33428",76
"G33430","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33430",,,,,,,"86000US33430",,"ZCTA 33430",620,"ZCTA 33430",43
"G33431","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33431",,,,,,,"86000US33431",,"ZCTA 33431",1796,"ZCTA 33431",120
"G33432","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33432",,,,,,,"86000US33432",,"ZCTA 33432",1839,"ZCTA 33432",90
"G33433","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33433",,,,,,,"86000US33433",,"ZCTA 33433",1533,"ZCTA 33433",67
"G33434","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33434",,,,,,,"86000US33434",,"ZCTA 33434",1079,"ZCTA 33434",61
"G33435","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33435",,,,,,,"86000US33435",,"ZCTA 33435",1257,"ZCTA 33435",67
"G33436","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33436",,,,,,,"86000US33436",,"ZCTA 33436",1311,"ZCTA 33436",46
"G33437","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33437",,,,,,,"86000US33437",,"ZCTA 33437",1064,"ZCTA 33437",66
"G33438","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33438",,,,,,,"86000US33438",,"ZCTA 33438",,"ZCTA 33438",
"G33440","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33440",,,,,,,"86000US33440",,"ZCTA 33440",621,"ZCTA 33440",75
"G33441","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33441",,,,,,,"86000US33441",,"ZCTA 33441",1240,"ZCTA 33441",58
"G33442","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33442",,,,,,,"86000US33442",,"ZCTA 33442",1120,"ZCTA 33442",122
"G33444","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33444",,,,,,,"86000US33444",,"ZCTA 33444",1435,"ZCTA 33444",81
"G33445","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33445",,,,,,,"86000US33445",,"ZCTA 33445",1279,"ZCTA 33445",63
"G33446","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33446",,,,,,,"86000US33446",,"ZCTA 33446",999,"ZCTA 33446",54
"G33449","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33449",,,,,,,"86000US33449",,"ZCTA 33449",2235,"ZCTA 33449",219
"G33455","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33455",,,,,,,"86000US33455",,"ZCTA 33455",942,"ZCTA 33455",61
"G33458","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33458",,,,,,,"86000US33458",,"ZCTA 33458",1625,"ZCTA 33458",53
"G33460","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33460",,,,,,,"86000US33460",,"ZCTA 33460",1107,"ZCTA 33460",49
"G33461","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33461",,,,,,,"86000US33461",,"ZCTA 33461",1156,"ZCTA 33461",38
"G33462","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33462",,,,,,,"86000US33462",,"ZCTA 33462",1198,"ZCTA 33462",64
"G33463","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33463",,,,,,,"86000US33463",,"ZCTA 33463",1243,"ZCTA 33463",34
"G33467","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33467",,,,,,,"86000US33467",,"ZCTA 33467",1233,"ZCTA 33467",59
"G33469","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33469",,,,,,,"86000US33469",,"ZCTA 33469",1281,"ZCTA 33469",209
"G33470","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33470",,,,,,,"86000US33470",,"ZCTA 33470",1687,"ZCTA 33470",77
"G33471","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33471",,,,,,,"86000US33471",,"ZCTA 33471",439,"ZCTA 33471",43
"G33472","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33472",,,,,,,"86000US33472",,"ZCTA 33472",1302,"ZCTA 33472",96
"G33473","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33473",,,,,,,"86000US33473",,"ZCTA 33473",1999,"ZCTA 33473",667
"G33476","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33476",,,,,,,"86000US33476",,"ZCTA 33476",613,"ZCTA 33476",67
"G33477","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33477",,,,,,,"86000US33477",,"ZCTA 33477",1581,"ZCTA 33477",135
"G33478","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33478",,,,,,,"86000US33478",,"ZCTA 33478",1920,"ZCTA 33478",184
"G33480","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33480",,,,,,,"86000US33480",,"ZCTA 33480",2271,"ZCTA 33480",258
"G33483","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33483",,,,,,,"86000US33483",,"ZCTA 33483",1886,"ZCTA 33483",150
"G33484","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33484",,,,,,,"86000US33484",,"ZCTA 33484",804,"ZCTA 33484",55
"G33486","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33486",,,,,,,"86000US33486",,"ZCTA 33486",1640,"ZCTA 33486",162
"G33487","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33487",,,,,,,"86000US33487",,"ZCTA 33487",1626,"ZCTA 33487",96
"G33493","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33493",,,,,,,"86000US33493",,"ZCTA 33493",742,"ZCTA 33493",136
"G33496","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33496",,,,,,,"86000US33496",,"ZCTA 33496",1620,"ZCTA 33496",102
"G33498","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33498",,,,,,,"86000US33498",,"ZCTA 33498",2049,"ZCTA 33498",182
"G33503","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33503",,,,,,,"86000US33503",,"ZCTA 33503",,"ZCTA 33503",
"G33510","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33510",,,,,,,"86000US33510",,"ZCTA 33510",1168,"ZCTA 33510",36
"G33511","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33511",,,,,,,"86000US33511",,"ZCTA 33511",1268,"ZCTA 33511",30
"G33513","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33513",,,,,,,"86000US33513",,"ZCTA 33513",581,"ZCTA 33513",87
"G33514","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33514",,,,,,,"86000US33514",,"ZCTA 33514",385,"ZCTA 33514",127
"G33521","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33521",,,,,,,"86000US33521",,"ZCTA 33521",531,"ZCTA 33521",290
"G33523","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33523",,,,,,,"86000US33523",,"ZCTA 33523",683,"ZCTA 33523",60
"G33525","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33525",,,,,,,"86000US33525",,"ZCTA 33525",807,"ZCTA 33525",54
"G33527","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33527",,,,,,,"86000US33527",,"ZCTA 33527",852,"ZCTA 33527",142
"G33534","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33534",,,,,,,"86000US33534",,"ZCTA 33534",1218,"ZCTA 33534",93
"G33538","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33538",,,,,,,"86000US33538",,"ZCTA 33538",531,"ZCTA 33538",87
"G33540","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33540",,,,,,,"86000US33540",,"ZCTA 33540",588,"ZCTA 33540",77
"G33541","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33541",,,,,,,"86000US33541",,"ZCTA 33541",632,"ZCTA 33541",65
"G33542","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33542",,,,,,,"86000US33542",,"ZCTA 33542",596,"ZCTA 33542",54
"G33543","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33543",,,,,,,"86000US33543",,"ZCTA 33543",1415,"ZCTA 33543",57
"G33544","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33544",,,,,,,"86000US33544",,"ZCTA 33544",1533,"ZCTA 33544",71
"G33545","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33545",,,,,,,"86000US33545",,"ZCTA 33545",1476,"ZCTA 33545",56
"G33547","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33547",,,,,,,"86000US33547",,"ZCTA 33547",1852,"ZCTA 33547",85
"G33548","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33548",,,,,,,"86000US33548",,"ZCTA 33548",1627,"ZCTA 33548",226
"G33549","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33549",,,,,,,"86000US33549",,"ZCTA 33549",1025,"ZCTA 33549",112
"G33556","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33556",,,,,,,"86000US33556",,"ZCTA 33556",1812,"ZCTA 33556",105
"G33558","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33558",,,,,,,"86000US33558",,"ZCTA 33558",1347,"ZCTA 33558",69
"G33559","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33559",,,,,,,"86000US33559",,"ZCTA 33559",1196,"ZCTA 33559",57
"G33563","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33563",,,,,,,"86000US33563",,"ZCTA 33563",860,"ZCTA 33563",45
"G33565","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33565",,,,,,,"86000US33565",,"ZCTA 33565",850,"ZCTA 33565",69
"G33566","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33566",,,,,,,"86000US33566",,"ZCTA 33566",1139,"ZCTA 33566",61
"G33567","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33567",,,,,,,"86000US33567",,"ZCTA 33567",1136,"ZCTA 33567",86
"G33569","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33569",,,,,,,"86000US33569",,"ZCTA 33569",1338,"ZCTA 33569",63
"G33570","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33570",,,,,,,"86000US33570",,"ZCTA 33570",986,"ZCTA 33570",69
"G33572","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33572",,,,,,,"86000US33572",,"ZCTA 33572",1618,"ZCTA 33572",92
"G33573","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33573",,,,,,,"86000US33573",,"ZCTA 33573",880,"ZCTA 33573",35
"G33576","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33576",,,,,,,"86000US33576",,"ZCTA 33576",764,"ZCTA 33576",128
"G33578","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33578",,,,,,,"86000US33578",,"ZCTA 33578",1321,"ZCTA 33578",40
"G33579","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33579",,,,,,,"86000US33579",,"ZCTA 33579",1604,"ZCTA 33579",64
"G33584","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33584",,,,,,,"86000US33584",,"ZCTA 33584",1014,"ZCTA 33584",75
"G33585","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33585",,,,,,,"86000US33585",,"ZCTA 33585",765,"ZCTA 33585",249
"G33592","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33592",,,,,,,"86000US33592",,"ZCTA 33592",798,"ZCTA 33592",46
"G33594","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33594",,,,,,,"86000US33594",,"ZCTA 33594",1214,"ZCTA 33594",63
"G33596","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33596",,,,,,,"86000US33596",,"ZCTA 33596",1598,"ZCTA 33596",86
"G33597","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33597",,,,,,,"86000US33597",,"ZCTA 33597",657,"ZCTA 33597",185
"G33598","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33598",,,,,,,"86000US33598",,"ZCTA 33598",1090,"ZCTA 33598",170
"G33602","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33602",,,,,,,"86000US33602",,"ZCTA 33602",1725,"ZCTA 33602",86
"G33603","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33603",,,,,,,"86000US33603",,"ZCTA 33603",1064,"ZCTA 33603",49
"G33604","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33604",,,,,,,"86000US33604",,"ZCTA 33604",985,"ZCTA 33604",39
"G33605","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33605",,,,,,,"86000US33605",,"ZCTA 33605",898,"ZCTA 33605",64
"G33606","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33606",,,,,,,"86000US33606",,"ZCTA 33606",1656,"ZCTA 33606",55
"G33607","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33607",,,,,,,"86000US33607",,"ZCTA 33607",1161,"ZCTA 33607",72
"G33609","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33609",,,,,,,"86000US33609",,"ZCTA 33609",1386,"ZCTA 33609",115
"G33610","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33610",,,,,,,"86000US33610",,"ZCTA 33610",964,"ZCTA 33610",37
"G33611","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33611",,,,,,,"86000US33611",,"ZCTA 33611",1304,"ZCTA 33611",55
"G33612","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33612",,,,,,,"86000US33612",,"ZCTA 33612",969,"ZCTA 33612",29
"G33613","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33613",,,,,,,"86000US33613",,"ZCTA 33613",959,"ZCTA 33613",39
"G33614","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33614",,,,,,,"86000US33614",,"ZCTA 33614",1014,"ZCTA 33614",28
"G33615","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33615",,,,,,,"86000US33615",,"ZCTA 33615",1125,"ZCTA 33615",45
"G33616","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33616",,,,,,,"86000US33616",,"ZCTA 33616",1287,"ZCTA 33616",59
"G33617","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33617",,,,,,,"86000US33617",,"ZCTA 33617",1032,"ZCTA 33617",32
"G33618","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33618",,,,,,,"86000US33618",,"ZCTA 33618",1134,"ZCTA 33618",46
"G33619","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33619",,,,,,,"86000US33619",,"ZCTA 33619",1020,"ZCTA 33619",43
"G33620","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33620",,,,,,,"86000US33620",,"ZCTA 33620",,"ZCTA 33620",
"G33621","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33621",,,,,,,"86000US33621",,"ZCTA 33621",2277,"ZCTA 33621",188
"G33624","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33624",,,,,,,"86000US33624",,"ZCTA 33624",1275,"ZCTA 33624",55
"G33625","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33625",,,,,,,"86000US33625",,"ZCTA 33625",1344,"ZCTA 33625",47
"G33626","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33626",,,,,,,"86000US33626",,"ZCTA 33626",1766,"ZCTA 33626",92
"G33629","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33629",,,,,,,"86000US33629",,"ZCTA 33629",1797,"ZCTA 33629",158
"G33634","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33634",,,,,,,"86000US33634",,"ZCTA 33634",1197,"ZCTA 33634",57
"G33635","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33635",,,,,,,"86000US33635",,"ZCTA 33635",1306,"ZCTA 33635",59
"G33637","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33637",,,,,,,"86000US33637",,"ZCTA 33637",1073,"ZCTA 33637",52
"G33647","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33647",,,,,,,"86000US33647",,"ZCTA 33647",1525,"ZCTA 33647",41
"G33701","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33701",,,,,,,"86000US33701",,"ZCTA 33701",1274,"ZCTA 33701",97
"G33702","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33702",,,,,,,"86000US33702",,"ZCTA 33702",1005,"ZCTA 33702",41
"G33703","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33703",,,,,,,"86000US33703",,"ZCTA 33703",1284,"ZCTA 33703",73
"G33704","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33704",,,,,,,"86000US33704",,"ZCTA 33704",1422,"ZCTA 33704",162
"G33705","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33705",,,,,,,"86000US33705",,"ZCTA 33705",1072,"ZCTA 33705",44
"G33706","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33706",,,,,,,"86000US33706",,"ZCTA 33706",1269,"ZCTA 33706",112
"G33707","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33707",,,,,,,"86000US33707",,"ZCTA 33707",1035,"ZCTA 33707",47
"G33708","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33708",,,,,,,"86000US33708",,"ZCTA 33708",1234,"ZCTA 33708",70
"G33709","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33709",,,,,,,"86000US33709",,"ZCTA 33709",795,"ZCTA 33709",49
"G33710","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33710",,,,,,,"86000US33710",,"ZCTA 33710",1056,"ZCTA 33710",61
"G33711","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33711",,,,,,,"86000US33711",,"ZCTA 33711",1099,"ZCTA 33711",66
"G33712","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33712",,,,,,,"86000US33712",,"ZCTA 33712",1085,"ZCTA 33712",46
"G33713","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33713",,,,,,,"86000US33713",,"ZCTA 33713",1033,"ZCTA 33713",47
"G33714","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33714",,,,,,,"86000US33714",,"ZCTA 33714",802,"ZCTA 33714",57
"G33715","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33715",,,,,,,"86000US33715",,"ZCTA 33715",1499,"ZCTA 33715",151
"G33716","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33716",,,,,,,"86000US33716",,"ZCTA 33716",1295,"ZCTA 33716",49
"G33744","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33744",,,,,,,"86000US33744",,"ZCTA 33744",,"ZCTA 33744",
"G33755","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33755",,,,,,,"86000US33755",,"ZCTA 33755",1046,"ZCTA 33755",48
"G33756","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33756",,,,,,,"86000US33756",,"ZCTA 33756",1058,"ZCTA 33756",61
"G33759","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33759",,,,,,,"86000US33759",,"ZCTA 33759",1201,"ZCTA 33759",69
"G33760","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33760",,,,,,,"86000US33760",,"ZCTA 33760",1069,"ZCTA 33760",37
"G33761","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33761",,,,,,,"86000US33761",,"ZCTA 33761",979,"ZCTA 33761",90
"G33762","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33762",,,,,,,"86000US33762",,"ZCTA 33762",1310,"ZCTA 33762",100
"G33763","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33763",,,,,,,"86000US33763",,"ZCTA 33763",853,"ZCTA 33763",68
"G33764","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33764",,,,,,,"86000US33764",,"ZCTA 33764",1095,"ZCTA 33764",63
"G33765","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33765",,,,,,,"86000US33765",,"ZCTA 33765",1005,"ZCTA 33765",100
"G33767","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33767",,,,,,,"86000US33767",,"ZCTA 33767",1700,"ZCTA 33767",146
"G33770","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33770",,,,,,,"86000US33770",,"ZCTA 33770",966,"ZCTA 33770",46
"G33771","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33771",,,,,,,"86000US33771",,"ZCTA 33771",925,"ZCTA 33771",31
"G33772","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33772",,,,,,,"86000US33772",,"ZCTA 33772",981,"ZCTA 33772",62
"G33773","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33773",,,,,,,"86000US33773",,"ZCTA 33773",952,"ZCTA 33773",60
"G33774","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33774",,,,,,,"86000US33774",,"ZCTA 33774",1093,"ZCTA 33774",96
"G33776","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33776",,,,,,,"86000US33776",,"ZCTA 33776",1328,"ZCTA 33776",120
"G33777","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33777",,,,,,,"86000US33777",,"ZCTA 33777",1092,"ZCTA 33777",100
"G33778","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33778",,,,,,,"86000US33778",,"ZCTA 33778",894,"ZCTA 33778",82
"G33781","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33781",,,,,,,"86000US33781",,"ZCTA 33781",909,"ZCTA 33781",61
"G33782","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33782",,,,,,,"86000US33782",,"ZCTA 33782",995,"ZCTA 33782",61
"G33785","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33785",,,,,,,"86000US33785",,"ZCTA 33785",1360,"ZCTA 33785",116
"G33786","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33786",,,,,,,"86000US33786",,"ZCTA 33786",2135,"ZCTA 33786",178
"G33801","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33801",,,,,,,"86000US33801",,"ZCTA 33801",787,"ZCTA 33801",32
"G33803","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33803",,,,,,,"86000US33803",,"ZCTA 33803",970,"ZCTA 33803",43
"G33805","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33805",,,,,,,"86000US33805",,"ZCTA 33805",893,"ZCTA 33805",37
"G33809","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33809",,,,,,,"86000US33809",,"ZCTA 33809",1009,"ZCTA 33809",40
"G33810","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33810",,,,,,,"86000US33810",,"ZCTA 33810",946,"ZCTA 33810",42
"G33811","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33811",,,,,,,"86000US33811",,"ZCTA 33811",1063,"ZCTA 33811",47
"G33812","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33812",,,,,,,"86000US33812",,"ZCTA 33812",1173,"ZCTA 33812",111
"G33813","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33813",,,,,,,"86000US33813",,"ZCTA 33813",1244,"ZCTA 33813",54
"G33815","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33815",,,,,,,"86000US33815",,"ZCTA 33815",587,"ZCTA 33815",37
"G33823","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33823",,,,,,,"86000US33823",,"ZCTA 33823",831,"ZCTA 33823",30
"G33825","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33825",,,,,,,"86000US33825",,"ZCTA 33825",609,"ZCTA 33825",42
"G33827","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33827",,,,,,,"86000US33827",,"ZCTA 33827",939,"ZCTA 33827",81
"G33830","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33830",,,,,,,"86000US33830",,"ZCTA 33830",845,"ZCTA 33830",46
"G33834","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33834",,,,,,,"86000US33834",,"ZCTA 33834",693,"ZCTA 33834",103
"G33837","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33837",,,,,,,"86000US33837",,"ZCTA 33837",1244,"ZCTA 33837",73
"G33838","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33838",,,,,,,"86000US33838",,"ZCTA 33838",855,"ZCTA 33838",89
"G33839","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33839",,,,,,,"86000US33839",,"ZCTA 33839",828,"ZCTA 33839",113
"G33841","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33841",,,,,,,"86000US33841",,"ZCTA 33841",659,"ZCTA 33841",68
"G33843","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"33843",,,,,,,"86000US33843",,"ZCTA 33843",507,"ZCTA 33843",48
