GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,AGQNE001,NAME_M,AGQNM001
"G12547","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12547",,,,,,,"86000US12547",,"ZCTA5 12547",1474,"ZCTA5 12547",287
"G12548","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12548",,,,,,,"86000US12548",,"ZCTA5 12548",1259,"ZCTA5 12548",580
"G12549","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12549",,,,,,,"86000US12549",,"ZCTA5 12549",1624,"ZCTA5 12549",72
"G12550","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12550",,,,,,,"86000US12550",,"ZCTA5 12550",1343,"ZCTA5 12550",41
"G12553","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12553",,,,,,,"86000US12553",,"ZCTA5 12553",1563,"ZCTA5 12553",103
"G12561","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12561",,,,,,,"86000US12561",,"ZCTA5 12561",1401,"ZCTA5 12561",79
"G12563","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12563",,,,,,,"86000US12563",,"ZCTA5 12563",1724,"ZCTA5 12563",167
"G12564","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12564",,,,,,,"86000US12564",,"ZCTA5 12564",1671,"ZCTA5 12564",152
"G12565","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12565",,,,,,,"86000US12565",,"ZCTA5 12565",868,"ZCTA5 12565",94
"G12566","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12566",,,,,,,"86000US12566",,"ZCTA5 12566",1384,"ZCTA5 12566",117
"G12567","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12567",,,,,,,"86000US12567",,"ZCTA5 12567",1233,"ZCTA5 12567",152
"G12569","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12569",,,,,,,"86000US12569",,"ZCTA5 12569",1590,"ZCTA5 12569",95
"G12570","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12570",,,,,,,"86000US12570",,"ZCTA5 12570",2408,"ZCTA5 12570",186
"G12571","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12571",,,,,,,"86000US12571",,"ZCTA5 12571",1445,"ZCTA5 12571",81
"G12572","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12572",,,,,,,"86000US12572",,"ZCTA5 12572",1382,"ZCTA5 12572",95
"G12574","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12574",,,,,,,"86000US12574",,"ZCTA5 12574",2250,"ZCTA5 12574",416
"G12575","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12575",,,,,,,"86000US12575",,"ZCTA5 12575",2317,"ZCTA5 12575",228
"G12577","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12577",,,,,,,"86000US12577",,"ZCTA5 12577",2095,"ZCTA5 12577",288
"G12578","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12578",,,,,,,"86000US12578",,"ZCTA5 12578",1559,"ZCTA5 12578",211
"G12580","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12580",,,,,,,"86000US12580",,"ZCTA5 12580",1391,"ZCTA5 12580",192
"G12581","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12581",,,,,,,"86000US12581",,"ZCTA5 12581",1206,"ZCTA5 12581",192
"G12582","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12582",,,,,,,"86000US12582",,"ZCTA5 12582",2178,"ZCTA5 12582",201
"G12583","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12583",,,,,,,"86000US12583",,"ZCTA5 12583",1375,"ZCTA5 12583",122
"G12585","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12585",,,,,,,"86000US12585",,"ZCTA5 12585",1551,"ZCTA5 12585",540
"G12586","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12586",,,,,,,"86000US12586",,"ZCTA5 12586",1458,"ZCTA5 12586",107
"G12589","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12589",,,,,,,"86000US12589",,"ZCTA5 12589",1630,"ZCTA5 12589",117
"G12590","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12590",,,,,,,"86000US12590",,"ZCTA5 12590",1531,"ZCTA5 12590",75
"G12592","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12592",,,,,,,"86000US12592",,"ZCTA5 12592",928,"ZCTA5 12592",260
"G12594","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12594",,,,,,,"86000US12594",,"ZCTA5 12594",1547,"ZCTA5 12594",167
"G12601","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12601",,,,,,,"86000US12601",,"ZCTA5 12601",1140,"ZCTA5 12601",25
"G12603","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12603",,,,,,,"86000US12603",,"ZCTA5 12603",1483,"ZCTA5 12603",55
"G12604","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12604",,,,,,,"86000US12604",,"ZCTA5 12604",.,"ZCTA5 12604",.
"G12701","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12701",,,,,,,"86000US12701",,"ZCTA5 12701",830,"ZCTA5 12701",76
"G12719","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12719",,,,,,,"86000US12719",,"ZCTA5 12719",1062,"ZCTA5 12719",212
"G12720","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12720",,,,,,,"86000US12720",,"ZCTA5 12720",949,"ZCTA5 12720",508
"G12721","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12721",,,,,,,"86000US12721",,"ZCTA5 12721",1349,"ZCTA5 12721",151
"G12722","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12722",,,,,,,"86000US12722",,"ZCTA5 12722",.,"ZCTA5 12722",.
"G12723","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12723",,,,,,,"86000US12723",,"ZCTA5 12723",884,"ZCTA5 12723",77
"G12724","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12724",,,,,,,"86000US12724",,"ZCTA5 12724",1094,"ZCTA5 12724",851
"G12725","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12725",,,,,,,"86000US12725",,"ZCTA5 12725",806,"ZCTA5 12725",336
"G12726","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12726",,,,,,,"86000US12726",,"ZCTA5 12726",1118,"ZCTA5 12726",309
"G12729","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12729",,,,,,,"86000US12729",,"ZCTA5 12729",1091,"ZCTA5 12729",144
"G12732","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12732",,,,,,,"86000US12732",,"ZCTA5 12732",1040,"ZCTA5 12732",251
"G12733","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12733",,,,,,,"86000US12733",,"ZCTA5 12733",1031,"ZCTA5 12733",367
"G12734","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12734",,,,,,,"86000US12734",,"ZCTA5 12734",1262,"ZCTA5 12734",567
"G12736","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12736",,,,,,,"86000US12736",,"ZCTA5 12736",759,"ZCTA5 12736",59
"G12737","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12737",,,,,,,"86000US12737",,"ZCTA5 12737",1421,"ZCTA5 12737",245
"G12738","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12738",,,,,,,"86000US12738",,"ZCTA5 12738",1153,"ZCTA5 12738",256
"G12740","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12740",,,,,,,"86000US12740",,"ZCTA5 12740",985,"ZCTA5 12740",161
"G12741","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12741",,,,,,,"86000US12741",,"ZCTA5 12741",661,"ZCTA5 12741",134
"G12742","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12742",,,,,,,"86000US12742",,"ZCTA5 12742",.,"ZCTA5 12742",.
"G12743","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12743",,,,,,,"86000US12743",,"ZCTA5 12743",780,"ZCTA5 12743",181
"G12745","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12745",,,,,,,"86000US12745",,"ZCTA5 12745",754,"ZCTA5 12745",192
"G12746","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12746",,,,,,,"86000US12746",,"ZCTA5 12746",1308,"ZCTA5 12746",317
"G12747","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12747",,,,,,,"86000US12747",,"ZCTA5 12747",1054,"ZCTA5 12747",280
"G12748","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12748",,,,,,,"86000US12748",,"ZCTA5 12748",878,"ZCTA5 12748",120
"G12749","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12749",,,,,,,"86000US12749",,"ZCTA5 12749",629,"ZCTA5 12749",144
"G12750","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12750",,,,,,,"86000US12750",,"ZCTA5 12750",1255,"ZCTA5 12750",230
"G12751","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12751",,,,,,,"86000US12751",,"ZCTA5 12751",1098,"ZCTA5 12751",145
"G12752","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12752",,,,,,,"86000US12752",,"ZCTA5 12752",809,"ZCTA5 12752",135
"G12754","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12754",,,,,,,"86000US12754",,"ZCTA5 12754",837,"ZCTA5 12754",41
"G12758","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12758",,,,,,,"86000US12758",,"ZCTA5 12758",854,"ZCTA5 12758",100
"G12759","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12759",,,,,,,"86000US12759",,"ZCTA5 12759",843,"ZCTA5 12759",105
"G12760","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12760",,,,,,,"86000US12760",,"ZCTA5 12760",540,"ZCTA5 12760",185
"G12762","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12762",,,,,,,"86000US12762",,"ZCTA5 12762",755,"ZCTA5 12762",294
"G12763","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12763",,,,,,,"86000US12763",,"ZCTA5 12763",955,"ZCTA5 12763",264
"G12764","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12764",,,,,,,"86000US12764",,"ZCTA5 12764",798,"ZCTA5 12764",103
"G12765","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12765",,,,,,,"86000US12765",,"ZCTA5 12765",835,"ZCTA5 12765",216
"G12766","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12766",,,,,,,"86000US12766",,"ZCTA5 12766",664,"ZCTA5 12766",115
"G12767","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12767",,,,,,,"86000US12767",,"ZCTA5 12767",.,"ZCTA5 12767",.
"G12768","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12768",,,,,,,"86000US12768",,"ZCTA5 12768",834,"ZCTA5 12768",143
"G12769","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12769",,,,,,,"86000US12769",,"ZCTA5 12769",1045,"ZCTA5 12769",187
"G12770","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12770",,,,,,,"86000US12770",,"ZCTA5 12770",894,"ZCTA5 12770",402
"G12771","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12771",,,,,,,"86000US12771",,"ZCTA5 12771",1092,"ZCTA5 12771",52
"G12775","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12775",,,,,,,"86000US12775",,"ZCTA5 12775",1446,"ZCTA5 12775",381
"G12776","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12776",,,,,,,"86000US12776",,"ZCTA5 12776",1015,"ZCTA5 12776",164
"G12777","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12777",,,,,,,"86000US12777",,"ZCTA5 12777",1280,"ZCTA5 12777",220
"G12778","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12778",,,,,,,"86000US12778",,"ZCTA5 12778",1017,"ZCTA5 12778",243
"G12779","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12779",,,,,,,"86000US12779",,"ZCTA5 12779",867,"ZCTA5 12779",118
"G12780","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12780",,,,,,,"86000US12780",,"ZCTA5 12780",1475,"ZCTA5 12780",213
"G12781","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12781",,,,,,,"86000US12781",,"ZCTA5 12781",1125,"ZCTA5 12781",383
"G12783","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12783",,,,,,,"86000US12783",,"ZCTA5 12783",962,"ZCTA5 12783",170
"G12784","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12784",,,,,,,"86000US12784",,"ZCTA5 12784",.,"ZCTA5 12784",.
"G12785","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12785",,,,,,,"86000US12785",,"ZCTA5 12785",1181,"ZCTA5 12785",156
"G12786","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12786",,,,,,,"86000US12786",,"ZCTA5 12786",921,"ZCTA5 12786",267
"G12787","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12787",,,,,,,"86000US12787",,"ZCTA5 12787",770,"ZCTA5 12787",393
"G12788","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12788",,,,,,,"86000US12788",,"ZCTA5 12788",906,"ZCTA5 12788",102
"G12789","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12789",,,,,,,"86000US12789",,"ZCTA5 12789",915,"ZCTA5 12789",191
"G12790","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12790",,,,,,,"86000US12790",,"ZCTA5 12790",1118,"ZCTA5 12790",89
"G12791","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12791",,,,,,,"86000US12791",,"ZCTA5 12791",897,"ZCTA5 12791",728
"G12792","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12792",,,,,,,"86000US12792",,"ZCTA5 12792",968,"ZCTA5 12792",401
"G12801","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12801",,,,,,,"86000US12801",,"ZCTA5 12801",892,"ZCTA5 12801",28
"G12803","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12803",,,,,,,"86000US12803",,"ZCTA5 12803",1016,"ZCTA5 12803",70
"G12804","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12804",,,,,,,"86000US12804",,"ZCTA5 12804",1098,"ZCTA5 12804",37
"G12808","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12808",,,,,,,"86000US12808",,"ZCTA5 12808",675,"ZCTA5 12808",298
"G12809","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12809",,,,,,,"86000US12809",,"ZCTA5 12809",941,"ZCTA5 12809",54
"G12810","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12810",,,,,,,"86000US12810",,"ZCTA5 12810",809,"ZCTA5 12810",57
"G12811","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12811",,,,,,,"86000US12811",,"ZCTA5 12811",.,"ZCTA5 12811",.
"G12812","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12812",,,,,,,"86000US12812",,"ZCTA5 12812",750,"ZCTA5 12812",343
"G12814","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12814",,,,,,,"86000US12814",,"ZCTA5 12814",1070,"ZCTA5 12814",281
"G12815","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12815",,,,,,,"86000US12815",,"ZCTA5 12815",807,"ZCTA5 12815",231
"G12816","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12816",,,,,,,"86000US12816",,"ZCTA5 12816",883,"ZCTA5 12816",87
"G12817","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12817",,,,,,,"86000US12817",,"ZCTA5 12817",845,"ZCTA5 12817",192
"G12819","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12819",,,,,,,"86000US12819",,"ZCTA5 12819",917,"ZCTA5 12819",182
"G12821","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12821",,,,,,,"86000US12821",,"ZCTA5 12821",.,"ZCTA5 12821",.
"G12822","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12822",,,,,,,"86000US12822",,"ZCTA5 12822",875,"ZCTA5 12822",57
"G12823","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12823",,,,,,,"86000US12823",,"ZCTA5 12823",.,"ZCTA5 12823",.
"G12824","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12824",,,,,,,"86000US12824",,"ZCTA5 12824",1077,"ZCTA5 12824",126
"G12827","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12827",,,,,,,"86000US12827",,"ZCTA5 12827",918,"ZCTA5 12827",161
"G12828","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12828",,,,,,,"86000US12828",,"ZCTA5 12828",865,"ZCTA5 12828",71
"G12831","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12831",,,,,,,"86000US12831",,"ZCTA5 12831",1309,"ZCTA5 12831",88
"G12832","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12832",,,,,,,"86000US12832",,"ZCTA5 12832",727,"ZCTA5 12832",39
"G12833","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12833",,,,,,,"86000US12833",,"ZCTA5 12833",1289,"ZCTA5 12833",163
"G12834","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12834",,,,,,,"86000US12834",,"ZCTA5 12834",1021,"ZCTA5 12834",91
"G12835","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12835",,,,,,,"86000US12835",,"ZCTA5 12835",870,"ZCTA5 12835",67
"G12836","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12836",,,,,,,"86000US12836",,"ZCTA5 12836",815,"ZCTA5 12836",162
"G12837","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12837",,,,,,,"86000US12837",,"ZCTA5 12837",805,"ZCTA5 12837",308
"G12838","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12838",,,,,,,"86000US12838",,"ZCTA5 12838",760,"ZCTA5 12838",41
"G12839","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12839",,,,,,,"86000US12839",,"ZCTA5 12839",895,"ZCTA5 12839",47
"G12841","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12841",,,,,,,"86000US12841",,"ZCTA5 12841",950,"ZCTA5 12841",164
"G12842","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12842",,,,,,,"86000US12842",,"ZCTA5 12842",596,"ZCTA5 12842",120
"G12843","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12843",,,,,,,"86000US12843",,"ZCTA5 12843",758,"ZCTA5 12843",190
"G12844","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12844",,,,,,,"86000US12844",,"ZCTA5 12844",.,"ZCTA5 12844",.
"G12845","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12845",,,,,,,"86000US12845",,"ZCTA5 12845",1053,"ZCTA5 12845",94
"G12846","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12846",,,,,,,"86000US12846",,"ZCTA5 12846",970,"ZCTA5 12846",79
"G12847","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12847",,,,,,,"86000US12847",,"ZCTA5 12847",766,"ZCTA5 12847",197
"G12849","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12849",,,,,,,"86000US12849",,"ZCTA5 12849",1214,"ZCTA5 12849",850
"G12850","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12850",,,,,,,"86000US12850",,"ZCTA5 12850",1270,"ZCTA5 12850",123
"G12851","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12851",,,,,,,"86000US12851",,"ZCTA5 12851",579,"ZCTA5 12851",121
"G12852","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12852",,,,,,,"86000US12852",,"ZCTA5 12852",535,"ZCTA5 12852",76
"G12853","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12853",,,,,,,"86000US12853",,"ZCTA5 12853",735,"ZCTA5 12853",202
"G12855","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12855",,,,,,,"86000US12855",,"ZCTA5 12855",592,"ZCTA5 12855",114
"G12856","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12856",,,,,,,"86000US12856",,"ZCTA5 12856",1031,"ZCTA5 12856",526
"G12857","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12857",,,,,,,"86000US12857",,"ZCTA5 12857",625,"ZCTA5 12857",207
"G12858","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12858",,,,,,,"86000US12858",,"ZCTA5 12858",1281,"ZCTA5 12858",966
"G12859","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12859",,,,,,,"86000US12859",,"ZCTA5 12859",1154,"ZCTA5 12859",171
"G12860","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12860",,,,,,,"86000US12860",,"ZCTA5 12860",629,"ZCTA5 12860",283
"G12861","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12861",,,,,,,"86000US12861",,"ZCTA5 12861",929,"ZCTA5 12861",130
"G12862","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12862",,,,,,,"86000US12862",,"ZCTA5 12862",.,"ZCTA5 12862",.
"G12863","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12863",,,,,,,"86000US12863",,"ZCTA5 12863",1059,"ZCTA5 12863",697
"G12864","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12864",,,,,,,"86000US12864",,"ZCTA5 12864",.,"ZCTA5 12864",.
"G12865","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12865",,,,,,,"86000US12865",,"ZCTA5 12865",935,"ZCTA5 12865",99
"G12866","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12866",,,,,,,"86000US12866",,"ZCTA5 12866",1279,"ZCTA5 12866",57
"G12870","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12870",,,,,,,"86000US12870",,"ZCTA5 12870",814,"ZCTA5 12870",285
"G12871","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12871",,,,,,,"86000US12871",,"ZCTA5 12871",1094,"ZCTA5 12871",118
"G12872","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12872",,,,,,,"86000US12872",,"ZCTA5 12872",950,"ZCTA5 12872",369
"G12873","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12873",,,,,,,"86000US12873",,"ZCTA5 12873",826,"ZCTA5 12873",132
"G12874","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12874",,,,,,,"86000US12874",,"ZCTA5 12874",985,"ZCTA5 12874",232
"G12878","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12878",,,,,,,"86000US12878",,"ZCTA5 12878",692,"ZCTA5 12878",68
"G12883","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12883",,,,,,,"86000US12883",,"ZCTA5 12883",829,"ZCTA5 12883",86
"G12884","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12884",,,,,,,"86000US12884",,"ZCTA5 12884",996,"ZCTA5 12884",118
"G12885","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12885",,,,,,,"86000US12885",,"ZCTA5 12885",773,"ZCTA5 12885",72
"G12886","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12886",,,,,,,"86000US12886",,"ZCTA5 12886",506,"ZCTA5 12886",258
"G12887","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12887",,,,,,,"86000US12887",,"ZCTA5 12887",865,"ZCTA5 12887",82
"G12901","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12901",,,,,,,"86000US12901",,"ZCTA5 12901",801,"ZCTA5 12901",31
"G12903","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12903",,,,,,,"86000US12903",,"ZCTA5 12903",1230,"ZCTA5 12903",105
"G12910","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12910",,,,,,,"86000US12910",,"ZCTA5 12910",669,"ZCTA5 12910",55
"G12911","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12911",,,,,,,"86000US12911",,"ZCTA5 12911",.,"ZCTA5 12911",.
"G12912","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12912",,,,,,,"86000US12912",,"ZCTA5 12912",670,"ZCTA5 12912",86
"G12913","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12913",,,,,,,"86000US12913",,"ZCTA5 12913",887,"ZCTA5 12913",105
"G12914","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12914",,,,,,,"86000US12914",,"ZCTA5 12914",801,"ZCTA5 12914",120
"G12916","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12916",,,,,,,"86000US12916",,"ZCTA5 12916",654,"ZCTA5 12916",86
"G12917","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12917",,,,,,,"86000US12917",,"ZCTA5 12917",699,"ZCTA5 12917",86
"G12918","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12918",,,,,,,"86000US12918",,"ZCTA5 12918",888,"ZCTA5 12918",258
"G12919","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12919",,,,,,,"86000US12919",,"ZCTA5 12919",663,"ZCTA5 12919",97
"G12920","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12920",,,,,,,"86000US12920",,"ZCTA5 12920",716,"ZCTA5 12920",50
"G12921","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12921",,,,,,,"86000US12921",,"ZCTA5 12921",938,"ZCTA5 12921",93
"G12922","2012-2016","US",,,,,,,,,,,,,,,,,,,,,,,,,"12922",,,,,,,"86000US12922",,"ZCTA5 12922",.,"ZCTA5 12922",.
