scraped_city,facility,operator,street,zip_code,city_in_desc
San Antonio,Rowan Cinco,Rowan Digital Infrastructure,TX-132 & Co Rd 683,78052,Lytle
San Antonio,Vantage TX22 - San Antonio,Vantage Data Centers,5207 Rogers Rd,78251,San Antonio
San Antonio,Microsoft San Antonio (SAT15),Microsoft,3555 Westover Link,78251,San Antonio
San Antonio,Microsoft Texas Research Park (SAT46 / TRP3),Microsoft,15000 Lambda Dr,78245,San Antonio
San Antonio,Microsoft San Antonio (SAT80 & SAT81),Microsoft,18844 Fm1957,78009,Castroville
San Antonio,Microsoft Texas Research Park (TRP4),Microsoft,15000 Lambda Dr,78245,San Antonio
San Antonio,Microsoft San Antonio Chevron,Microsoft,5150 Rogers Rd,78251,San Antonio
San Antonio,CyrusOne SAT3 - San Antonio,CyrusOne Data Centers,9554 Westover Hills Boulevard,78251,San Antonio
San Antonio,Duos Edge AI - Victoria EDC,"Duos Edge AI, Inc.",1905 Leary Ln,77901,Victoria
San Antonio,Vantage TX21 - San Antonio,Vantage Data Centers,5207 Rogers Rd,78251,San Antonio
San Antonio,CyrusOne SAT9 - San Antonio,CyrusOne Data Centers,14815 Omicron Dr,78245,San Antonio
San Antonio,Windstream San Antonio,Windstream,106 S St Mary's St,78205,San Antonio
San Antonio,Amazon AWS SAT - 12807 Donop,Amazon AWS,12807 Donop Rd,78223,Elmendorf
San Antonio,Microsoft Texas Research Park (TRP5),Microsoft,15000 Lambda Dr,78245,San Antonio
San Antonio,Microsoft San Antonio (SN7),Microsoft,5200 Rogers Rd,78251,San Antonio
San Antonio,Amazon AWS SAT - 7400 Potranco,Amazon AWS,7400 Potranco Rd,78251,San Antonio
San Antonio,CyrusOne SAT8 - San Antonio,CyrusOne Data Centers,14677 Omicron Dr,78245,San Antonio
San Antonio,CyrusOne SAT6 - San Antonio,CyrusOne Data Centers,14719 Omicron Drive,78245,San Antonio
San Antonio,Microsoft Texas Research Park (SAT40),Microsoft,15000 Lambda Dr,78245,San Antonio
San Antonio,Microsoft Texas Research Park (TRP6),Microsoft,15000 Lambda Dr,78245,San Antonio
San Antonio,CyrusOne SAT4 - San Antonio,CyrusOne Data Centers,9655 Raba Drive,78251,San Antonio
San Antonio,QTS San Antonio,QTS Data Centers,8535 Potranco Rd,78251,San Antonio
San Antonio,Microsoft Wiseman Boulevard (SAT14),Microsoft,3545 Wiseman Blvd,78251,San Antonio
San Antonio,CloudBurst Central Texas,CloudBurst Data Centers,within,a 75-acre site near both Austin and San Antonio in Central Texas.,78666
San Antonio,Lumen San Antonio 3,Lumen,214 E Ramsey Rd,78216,San Antonio
San Antonio,18844 Farm-to-Market 1957,Microsoft,18844 Fm1957,78009,Castroville
San Antonio,Microsoft San Antonio (SAT89),Microsoft,2995 US Hwy 90 W,78009,Castroville
San Antonio,Lumen San Antonio 2,Lumen,1203 N. Frio Street,78207,San Antonio
San Antonio,Microsoft San Antonio (SAT90),Microsoft,2995 US Hwy 90 W,78009,Castroville
San Antonio,Microsoft San Antonio (SAT93),Microsoft,within,"Medina, Texas, along County Road 381",78253
San Antonio,Microsoft San Antonio (SAT82),Microsoft,2580 Farm-to-Market 471 North,78009,Castroville
San Antonio,Microsoft San Antonio (SAT94),Microsoft,within,"Medina, Texas, along County Road 381",78253
San Antonio,Lumen San Antonio 1,Lumen,5130 Service Center Drive,78218,San Antonio
San Diego,MDC San Diego - SDG1,MDC Data Centers,7014 Manya Cir,92154,San Diego
San Diego,DataBank SAN1 - San Diego World Trade,DataBank,12270 World Trade Dr,92128,San Diego
San Diego,EdgeConneX San Diego - EDCSDG01,EdgeConneX,5761 Copley Drive,92111,San Diego
San Diego,Cogent Data Center - San Diego 2,"Cogent Communications, Inc.",9530 Towne Centre Drive,92121,San Diego
San Diego,ScaleMatrix San Diego,ScaleMatrix,5775 Kearny Villa Rd,92123,San Diego
San Diego,LightEdge - San Diego I,LightEdge,9305 Lightwave Ave,92123,San Diego
San Diego,I2B Networks San Diego,"I2B Networks, Inc",8830 Complex Dr,92123,San Diego
San Diego,CARI.net Campus,CARI.net,8915 Complex Drive,92123,Kearney Mesa
San Diego,Cogent Data Center - San Diego 1,"Cogent Communications, Inc.",525 B Street,92101,San Diego
San Diego,SimpleNet Colo,"SimpleNet, Inc.",225 Broadway,92101,San Diego
San Diego,Cogent Data Center - San Diego 3,"Cogent Communications, Inc.",1402 K St,92101,San Diego
San Diego,LightEdge - San Diego II,LightEdge,9725 Scranton Road,92121,San Diego
San Diego,Lumen San Diego 1,Lumen,8929 Aero Drive,92123,San Diego
San Diego,Lumen San Diego 2,Lumen,8923 Complex Drive,92123,San Diego
Dallas,2323 Bryan Street (DFW10),Digital Realty,2323 Bryan Street,75201,Dallas
Dallas,4025 Midway Rd (DFW11),Digital Realty,4025 Midway Rd,75007,Carrollton
Dallas,1232 Alma Road (DFW16),Digital Realty,1232 Alma Road,75081,Richardson
Dallas,H5Colo  Inc.,H5 Colo Inc.,12712 Park Central Dr,75251,Dallas
Dallas,8435 Stemmons Freeway (DFW36),Digital Realty,8435 Stemmons Freeway,75247,Dallas
Dallas,850 E. Collins Boulevard (DFW28),Digital Realty,850 E. Collins Boulevard,75081,Richardson
Dallas,900 Quality Way (DFW17),Digital Realty,900 Quality Way,75081,Richardson
Dallas,1210 Integrity Drive (DFW18),Digital Realty,1210 Integrity Drive,75081,Richardson
Dallas,Cologix DAL1,Cologix,1950 N. Stemmons Fwy,75207,Dallas
Dallas,Cologix DAL3,Cologix,1950 North Stemmons Freeway,75207,Dallas
Dallas,Cologix DAL2,Cologix,1950 North Stemmons Freeway,75207,Dallas
Dallas,1215 Integrity Drive (DFW25),Digital Realty,1215 Integrity Drive,75081,Richardson
Dallas,950 E. Collins Boulevard (DFW29),Digital Realty,950 E. Collins Boulevard,75081,Richardson
Dallas,2440 Marsh Lane (DFW12),Digital Realty,2440 Marsh Lane,75006,Carrollton
Dallas,4849 Alpha Road (DFW14),Digital Realty,4849 Alpha Road,75244,Dallas
Dallas,907 Security Row (DFW35),Digital Realty,907 Security Row,75081,Richardson
Dallas,Hivelocity - Dallas 1,Hivelocity,1515 Round Table Dr,75247,Dallas
Dallas,Flexential Dallas - Richardson Data Center,Flexential,3010 Waterview Parkway,75080,Richardson
Dallas,2501 S. State Highway 121 (DFW26),Digital Realty,2501 S. State Highway 121,75056,Lewisville
Dallas,Flexential Dallas - Downtown Data Center,Flexential,1950 Stemmons Freeway,75207,Dallas
Dallas,Flexential Dallas - Plano Data Center,Flexential,3500 E Plano Pkwy,75074,Plano
Dallas,Datacenter Park - Dallas,Digital Realty,900-908 Quality Way,75081,Richardson
Dallas,908 Quality Way (DFW20),Digital Realty,908 Quality Way,75081,Richardson
Dallas,Digital Realty Garland Campus,Digital Realty,1702 W Campbell Rd / 1502 Ferris Rd / 1505 Ferris Rd,75044,Garland
Dallas,904 Quality Way (DFW21),Digital Realty,904 Quality Way,75081,Richardson
Dallas,1702 W Campbell Rd,Digital Realty,1702 W Campbell Rd,75044,Garland
Dallas,1502 Ferris Rd,Digital Realty,1502 Ferris Rd,75044,Garland
Dallas,1505 Ferris Rd,Digital Realty,1505 Ferris Rd,75044,Garland
Dallas,GDC - Dallas TX1 Data Center,"NTT DATA, Inc.",2008 Lookout Drive,75044,Garland
Dallas,CyrusOne DFW1 - Carrollton,CyrusOne Data Centers,1649 Frankfort Road West,75007,Carrollton
Dallas,"IRVING-TX (Dallas, Texas)",Cloudnium LLC.,6001 W Campus Circle,75063,Irving city
Dallas,Prime Dallas Data Center Campus,Prime Data Centers,1515 Round Table,75247,Dallas
Dallas,CyrusOne DFW3 - Allen,CyrusOne Data Centers,2300 Chelsea Blvd,75013,Allen
Dallas,CyrusOne DFW2 - Lewsiville,CyrusOne Data Centers,2501 S. State Hwy 121 Business,75067,Lewsiville
Dallas,CoreSpace Dallas Data Center,"CoreSpace, Inc.",7505 John W Carpenter Freeway,75247,Dallas
Dallas,DataBank DFW1 - Downtown Dallas,DataBank,400 S Akard St,75202,Dallas
Dallas,Equinix DA1,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,Alpha Data Center,M&A Technology Inc.,4407 Alpha Road,75244,Dallas
Dallas,Equinix DA6,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,Centersquare - Dallas DFW3-A,Csquare,11830 Webb Chapel Rd.,75234,Dallas
Dallas,Prime Dallas - Data Center 1,Prime Data Centers,1515 Round Table,75247,Dallas
Dallas,TierPoint Dallas,TierPoint,3004 Irving Blvd,75247,Dallas
Dallas,DataBank DFW2 - North Dallas,DataBank,904 Quality Way,75801,Dallas
Dallas,Tierpoint Dallas-Allen,TierPoint,820 Allen Commerce Parkway,75013,Allen
Dallas,Equinix DA2,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,Equinix DA11,Equinix,1990 North Stemmons Freeway,75207,Dallas
Dallas,Prime Dallas - Data Center 2,Prime Data Centers,1517 Round Table,75247,Dallas
Dallas,TierPoint Dallas - Fort Worth,TierPoint,13701 Independence,76177,Fort Worth
Dallas,Evocative DAL6,Evocative Data Centers,1221 Coit Road,75075,Plano
Dallas,Cogent Data Center - Dallas,"Cogent Communications, Inc.",400 S. Akard St,75202,Dallas
Dallas,Centersquare - Dallas DFW2-A,Csquare,900 Guardians Way,75013,Dallas
Dallas,VAZATA Dallas I,VAZATA,4025 Midway Road,75007,Carrollton
Dallas,DataBank DFW5 - Dallas Infomart,DataBank,1950 Stemmons Fwy,75207,Dallas
Dallas,GDC - Dallas TX4 Data Center,"NTT DATA, Inc.",2011 Lookout Drive,75044,Garland
Dallas,GDC - Dallas TX2 Data Center,"NTT DATA, Inc.",2108 Lookout Drive,75044,Garland
Dallas,VAZATA McKinney,VAZATA,1720 Bray Central Dr,75069,McKinney
Dallas,Equinix DA3,Equinix,1950 North Stemmons Freeway,75207,Dallas
Dallas,Aligned DFW-01,Aligned Data Centers,2800 Summit Avenue,75074,Plano
Dallas,Edged Dallas-Fort Worth DFW01-1,Edged Energy,505 N Wildwood Dr,75061,Irving
Dallas,Serverphase Data Center,M&A Technology Inc.,2045 Chenault Drive,75006,Carrollton
Dallas,Resilience DFW,Overwatch Capital,6815 Communications Pkwy,75024,Plano
Dallas,DataBank DFW6 - Dallas Love Field,DataBank,8600 Harry Hines Blvd,75235,Dallas
Dallas,DataBank DFW7 - Dallas LBJ,DataBank,6606 Lyndon B Johnson Fwy,75240,Dallas
Dallas,DataBank DFW3 - Plano,DataBank,8375 Dominion Pkwy,75024,Plano
Dallas,365 Data Centers - Richardson,365 Data Centers,1001 East Campbell Road,75081,Richardson
Dallas,ScaleMatrix Dallas,ScaleMatrix,820 Allen Commerce Pkwy,75013,Allen
Dallas,Evocative DAL1,Evocative Data Centers,2800 Summit Ave,75074,Plano
Dallas,Provision Data Services,Provision Data Services,2020 Live Oak,75201,Dallas
Dallas,Rackspace Dallas 2,Rackspace Hosting,1215 Integrity Drive,75081,Richardson
Dallas,DataBank DFW4 - Dallas Empire,DataBank,1100 Empire Central Place,75247,Dallas
Dallas,24 Hour Data Plano,24 Hour Data,811 E Plano Pkwy,75074,Plano
Dallas,ColoCrossing DFW1,ColoCrossing,3004 Irving Blvd,75247,Dallas
Dallas,Equinix DA7,Equinix,6653 Pinecrest Dr,75024,Plano
Dallas,GDC - Dallas TX3 Data Center,"NTT DATA, Inc.",2080 Lookout Drive,75044,Garland
Dallas,GIPNetworks Plano,Plano Data Center | Global IP Networks,1009 Jupiter Rd,75074,Plano
Dallas,Stream DC DFW VII - Garland,Stream Data Centers,1813 Lookout Drive,75044,Garland
Dallas,STACK Infrastructure DFW02 Campus,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,VAZATA Dallas II,VAZATA,2440 Marsh Lane,75007,Carrollton
Dallas,Stream DC DFWC - Wilmer II Campus,Stream Data Centers,"930 Sunrise Rd, Lancaster, TX , USA",75146,Wilmer
Dallas,Infomart Dallas,Equinix,1950 N. Stemmons Freeway,75207,Dallas
Dallas,STACK Infrastructure DFW01B,STACK INFRASTRUCTURE,6715 Pinecrest Dr,75024,Plano
Dallas,STACK Infrastructure DFW01A,STACK INFRASTRUCTURE,6653 Pinecrest Dr,75024,Plano
Dallas,Stream DC DFWC1,Stream Data Centers,930 N Sunrise Rd,75172,Wilmer
Dallas,DigiCo Dallas DAL1,DigiCo Infrastructure REIT,1402 E Lookout Dr,75082,Richardson
Dallas,Cogent Data Center - Irving,"Cogent Communications, Inc.",2511 E Grauwyler Rd,75061,Irving
Dallas,ColoHouse Dallas,ColoHouse,1649 West Frankford Road,75007,Dallas
Dallas,QTS Irving Campus,QTS Data Centers,6431 Longhorn Drive,75063,Irving
Dallas,Neutron Data Center,M&A Technology Inc.,13616 Neutron Road,75244,Dallas
Dallas,Equinix DA4,Equinix,2323 Bryan St,75201,Dallas
Dallas,Cogent Data Center - Fort Worth,"Cogent Communications, Inc.",1400 E Presidio St,76102,Fort Worth
Dallas,Epic.io Dallas Data Center,Epic.io,1526 Viceroy Dr,75235,Dallas
Dallas,Enterhost Data Center,Consuro Managed Technology,801 Cherry Street,76102,Fort Worth
Dallas,5CDC Dallas-Fort Worth - DFW01,5C Group Inc.,1201 John Burgess Dr,76140,Fort Worth
Dallas,STACK Infrastructure DFW02A,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,STACK Infrastructure DFW02B,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,STACK Infrastructure DFW02E,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,STACK Infrastructure DFW02C,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,STACK Infrastructure DFW02D,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,STACK Infrastructure DFW02F,STACK INFRASTRUCTURE,E Belt Line Road,75146,Lancaster
Dallas,Equinix DA9,Equinix,2222 East Grauwyler Road,75061,Irving
Dallas,Vantage Frontier - Shackelford County,Vantage Data Centers,TX-351 & Farm to Market Road 604,79601,Abilene
Dallas,DataBank DFW9 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,CyrusOne DFW10 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,STACK Infrastructure DFW01C,STACK INFRASTRUCTURE,5601 W Spring Creek Pkwy,75024,Plano
Dallas,DataBank DFW8 - Plano,DataBank,8375 Dominion Pkwy,75024,Plano
Dallas,DataBank DFW10 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,Centersquare - Dallas DFW1,Csquare,14901 FAA Blvd,76155,Fort Worth
Dallas,QTS Fort Worth 1 DC1,QTS Data Centers,14100 Park Vista Boulevard,76177,Fort Worth
Dallas,QTS Irving DC1 & DC2,QTS Data Centers,6431 Longhorn Drive,75063,Irving
Dallas,CyrusOne DFW17B - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,CyrusOne DFW11 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,Tier.Net Dallas Data Center,TierNet,1515 Round Table Dr,75247,Dallas
Dallas,Aligned DFW-04,Aligned Data Centers,601 North Star Rd,75074,Plano
Dallas,Equinix DA12-2,Equinix,1550 W Mockingbird Ln,75235,Dallas
Dallas,KDC Richardson,KDC,1510 E Lookout Dr,75082,Richardson
Dallas,Riot Platforms Corsicana,"Riot Platforms, Inc.",6980 Farm to Market Rd 709,75110,Corsicana
Dallas,CyrusOne DFW17C - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,CyrusOne DFW17 - Whitney,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,CoreWeave Plano,CoreWeave,1000 Coit Rd,75075,Plano
Dallas,ServerMania Dallas Data Center,ServerMania Inc,3000 Irving Blvd,75247,Dallas
Dallas,Aligned DFW-02,Aligned Data Centers,2800 Summit Avenue,75074,Plano
Dallas,Edged Dallas-Fort Worth DFW01-2,Edged Energy,N Wildwood Dr,75061,Irving
Dallas,Cogent Data Center - Dallas 2,"Cogent Communications, Inc.",146 Parkhouse St,75207,Dallas
Dallas,Project Orange,Unknown Company,201 Sunrise Road,75146,Lancaster
Dallas,Skybox Atlantic Station,Skybox Datacenters,2300 W Plano Pkwy,75075,Plano
Dallas,Skybox Legacy Campus,Skybox Datacenters,within,about 25 miles north of Downtown Austin,75075
Dallas,Core Scientific Denton,Core Scientific,8171 Jim Christal Rd,76207,Denton
Dallas,Skybox PowerCampus Dallas,Skybox Datacenters,within,near Interstate 35E,75146
Dallas,Consolidated Dallas,Consolidated Communications,400 S Akard St,75202,Dallas
Dallas,Nexus Hubbard Campus,Nexus Data Centers,880 State Hwy 171,76648,Hubbard
Dallas,DataBank Red Oak Campus,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,NTT Garland Campus,"NTT DATA, Inc.",2008-2108 Lookout Drive,75044,Garland
Dallas,Aligned Plano Campus,Aligned Data Centers,2800 Summit Avenue,75074,Plano
Dallas,Aligned DFW-03,Aligned Data Centers,3801 Britton Rd,76063,Mansfield
Dallas,Stream DC DFW-VIII - Wilmer,Stream Data Centers,60 Sunrise Road,75146,Wilmer
Dallas,QTS South Dallas Campus,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,QTS Irving DC3,QTS Data Centers,6351 Longhorn Drive,75063,Irving
Dallas,Wowrack Dallas,Wowrack,4939 Reading St,75247,Dallas
Dallas,CyrusOne DFW6 - Richardson,CyrusOne Data Centers,1510 E Lookout Dr,75082,Richardson
Dallas,CyrusOne Whitney Campus,CyrusOne Data Centers,557 County Rd 3610,76692,Whitney
Dallas,Lincoln Red Oak Campus,Lincoln Property Company,within,"Red Oak, Texas along the newly opened Loop 9 highway",75154
Dallas,1000 Coit Road,Lincoln Property Company,1000 Coit Rd,75075,Plano
Dallas,Google Midlothian Data Center,Google,3800 Railport Pkwy,76065,Midlothian
Dallas,Psychz Dallas,Psychz Networks,1515 Roundtable Dr,75457,Dallas
Dallas,Prometheus TX-1,Prometheus Hyperscale,6998 Farm to Market 987,75160,Terrell
Dallas,QTS South Dallas DC3,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,Equinix DA12-1,Equinix,1550 W Mockingbird Ln,75235,Dallas
Dallas,QTS South Dallas DC1,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,QTS South Dallas DC2,QTS Data Centers,303 Mason Rd,75146,Lancaster
Dallas,DataBank - 2323 Bryan St,DataBank,2323 Bryan St,75201,Dallas
Dallas,Project Labrador,Unknown Company,1401 Greene Road,75146,Lancaster
Dallas,365 Data Centers - Dallas,365 Data Centers,2323 Bryan St.,75201,Dallas
Dallas,CyrusOne DFW7 - Fort Worth,CyrusOne Data Centers,Asphalt Dr,76179,Fort Worth
Dallas,Windstream Dallas,Windstream,600 N Pearl St,75201,Dallas
Dallas,LightEdge - Dallas,LightEdge,2501 State Hwy 121,75067,Lewisville
Dallas,Compass Red Oak - 300 Houston School Rd,Compass Datacenters,300 Houston School Rd,75154,Red Oak
Dallas,Yondr Lancaster,Yondr Group,within,"Lancaster, south of Dallas",TBA
Dallas,DataBank DFW11 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,Mobius Partners - Farmers Branch,Mobius Partners,4215 N. Beltwood Pkwy,75244,Farmers Branch
Dallas,Edged Dallas-Fort Worth DFW02,Edged Energy,I-20 & Chapin School Rd,76126,Fort Worth
Dallas,Edged Dallas-Fort Worth DFW01 Campus,Edged Energy,505 N Wildwood Dr,75061,Irving
Dallas,Meta Fort Worth Data Center,Meta,4500 Like Way,76177,Fort Worth
Dallas,DataBank DFW12 - Red Oak,DataBank,Batchler Rd & Stainback Rd,75154,Red Oak
Dallas,Project Annie,Soluna Computing,within,Tyson Nick Solar Project,75460
Dallas,4099 Hereford Street,Frasier Cole,4099 Hereford St,76043,Glen Rose
Dallas,PowerHouse Grand Prairie,PowerHouse Data Centers,881 Miller Rd,76065,Midlothian
Dallas,Equinix DA12 Campus,Equinix,1550 W Mockingbird Ln,75235,Dallas
Dallas,Lumen Dallas,Lumen,3180 Irving Blvd.,75247,Dallas
Dallas,Lumen Fort Worth 2,Lumen,1101 E 9th St,76102,Fort Worth
Dallas,PowerHouse Irving Campus,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,Eonix Communications Dallas,Eonix Communications Inc,1515 Round Table Drive,75207,Dallas
Dallas,Black Mountain Power LLC,Unknown Company,7600-7780 Forest Hill Dr & LonStephenson Rd,76140,Forest Hill
Dallas,LOGIX Fort Worth,LOGIX FIBER NETWORKS,307-309 West 7th St,76102,Fort Worth
Dallas,NocRoom Dallas Colocation and VPS,NocRoom Miami Colocation VPS,33004 Irving Blvd,75247,Dallas
Dallas,LOGIX Dallas #1,LOGIX FIBER NETWORKS,2323 Bryan St,75201,Dallas
Dallas,Lunavi Dallas,Lunavi,"1950 North Stemmons, Fwy",75207,Dallas
Dallas,Cisco Allen Data Center,Cisco Systems,2260 Chelsea Blvd,75013,Allen
Dallas,Cisco Richardson Data Center,Cisco Systems,2300 E President George Bush Hwy,75082,Richardson
Dallas,LOGIX Dallas #2,LOGIX FIBER NETWORKS,2914 Taylor Street,75226,Dallas
Dallas,ATOS Dallas Data Center,Atos Group,2323 Bryan Street,75201,Dallas
Dallas,TPx Dallas Data Center,TPx Communications,717 N Harwood St,75201,Dallas
Dallas,Synoptek - Dallas Data Center,Synoptek,2323 Bryan Street,75201,Dallas
Dallas,IBM DAL07,IBM,1700 Summit Ave,75074,Plano
Dallas,IBM DAL01,IBM,1950 N. Stemmons Freeway,75207,Dallas
Dallas,IBM DAL02/06,IBM,1333 North Stemmons Freeway,75207,Dallas
Dallas,PowerHouse Irving - Building A,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,PowerHouse Irving - Building C,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,PowerHouse Irving - Building B,PowerHouse Data Centers,111 Customer Way,75039,Irving
Dallas,ACS Fort Worth Campus,Grupo ACS,10059-10197 Hicks Field Rd,76179,Fort Worth
Dallas,Lumen Dallas,Lumen,1150 Regal Row,75247,Dallas
Dallas,STACK Infrastructure,STACK INFRASTRUCTURE,1950 N Stemmons Freeway,75207,Dallas
Dallas,IBM DAL04,IBM,400 Akard St,75202,Dallas
Dallas,QTS Irving DC5,QTS Data Centers,6300 Longhorn Drive,75063,Irving
Dallas,QTS Irving DC6,QTS Data Centers,6300 Longhorn Drive,75063,Irving
Dallas,Lumen Fort Worth 1,Lumen,1601 Jones Street,76102,Fort Worth
Dallas,ACS Fort Worth - Building D,Grupo ACS,1645 Hicks Field Rd E,76179,Fort Worth
Dallas,CyrusOne DFW4 - Allen,CyrusOne Data Centers,2300 Chelsea Boulevard,75013,Allen
Dallas,ACS Fort Worth - Building B,Grupo ACS,10100 Hicks Field Rd,76179,Fort Worth
Dallas,CyrusOne DFW5 - Allen,CyrusOne Data Centers,2300 Chelsea Boulevard,75013,Allen
Dallas,Lumen Dallas 3,Lumen,1201 Main Street,75202,Dallas
Dallas,IBM DAL05,IBM,4849 Alpha Rd,75244,Dallas
Dallas,ACS Fort Worth - Building E,Grupo ACS,Hillwood Blvd,76179,Fort Worth
Dallas,ACS Fort Worth - Building C,Grupo ACS,Hillwood Blvd,76179,Fort Worth
Dallas,ACS Fort Worth - Building A,Grupo ACS,10121 Hicks Field Rd,76179,Fort Worth
Dallas,Lumen Dallas 4,Lumen,400 S Akrad,75202,Dallas
Dallas,Data Canopy - Dallas,Data Canopy,1807 Ross Avenue,75201,Dallas
Dallas,Lumen Dallas 2,Lumen,1950 Stemmons Freeway,75207,Dallas
Jacksonville,Cologix JAX1,Cologix,421 West Church Street,32202,Jacksonville
Jacksonville,Cologix JAX2,Cologix,4800 Spring Park Road,32207,Jacksonville
Jacksonville,Flexential Jacksonville Data Center,Flexential,4905 Belfort Road,32256,Jacksonville
Jacksonville,TierPoint Jacksonville,TierPoint,8324 Baymeadows Way,32256,Jacksonville
Jacksonville,EdgeConneX Jacksonville - EDCJAX01,EdgeConneX,"6602 Executive Park Ct N, Unit #105.",32216,Jacksonville
Jacksonville,CSX Data Center,ColoCSX,6425 Southpoint Pkwy,32216,Jacksonville
Jacksonville,ScaleMatrix Jacksonville,ScaleMatrix,8324 Baymeadows Way,32256,Jacksonville
Jacksonville,SBA Edge Jacksonville,SBA Edge,800 Water Street,32204,Jacksonville
Jacksonville,American Tower EDC Jacksonville,American Tower Corporation,325 17th Ave N,32250,Jacksonville Beach
Jacksonville,Windstream Jacksonville,Windstream,421 W. Church St.,32202,Jacksonville
Jacksonville,DC BLOX Palm Coast,DC BLOX Inc.,1035 Town Center Blvd,32164,Palm Coast
Jacksonville,SBA Edge JaxNAP,SBA Edge,421 West Church Street,32202,Jacksonville
Jacksonville,Lumen Jacksonville,Lumen,608 W. Adams Street,32204,Jacksonville
Jacksonville,Lumen Jacksonville 1,Lumen,4814 Phillips Highway,32207,Jacksonville
Jacksonville,Lumen Jacksonville 2,Lumen,608 W. Adams Street,32204,Jacksonville
