ZCTA5A,2007-2011,2008-2012,2009-2013,2010-2014,2011-2015,2012-2016,2013-2017,2014-2018,2015-2019,2016-2020,2017-2021,2018-2022,2019-2023,2020-2024
46322,4.38719920615232,4.3792375012574185,4.345235050386209,4.33160516417607,4.264873335074432,4.276206932663106,4.290444605658617,4.335034102150257,4.360250737463127,4.341438178996379,4.488766259361451,4.561254932152824,4.5774935113088615,4.578637742439563
46323,4.198653392415261,4.16706245547376,4.173868374932012,4.116599755629255,4.10837975296682,4.140636385717755,4.18099183774425,4.186293792255685,4.2224,4.1966954657249165,4.273173124080431,4.3890262285197466,4.45935491549631,4.478477014855539
46324,4.274242514435383,4.257821311962006,4.258780256288562,4.3021854695806265,4.180220702890728,4.138383838383838,4.150664002820543,4.153754540582385,4.159302048594569,4.214021490223709,4.26527913528431,4.416248288452762,4.481638014735279,4.534328860944254
46327,3.996681133520552,4.042653425006367,4.007123655913978,3.929958960328317,3.897690655209452,3.8256091101694913,3.831570597567425,3.857753595025262,3.810094952523738,3.894320357370772,4.043810758263124,4.14287598944591,4.113147830673876,4.180925303696045
46340,4.4542553191489365,4.518742442563482,4.66865315852205,4.653352353780313,4.702068965517241,4.278008298755187,4.109709962168979,3.7140864714086472,3.452599388379205,4.123699421965318,4.399816176470588,4.507079646017699,4.611893583724569,4.648892534864643
46341,4.228709288299156,4.231554353172651,4.253920019448159,4.24095165780815,4.09520639147803,4.042221325803415,4.072783987522745,4.041190228690229,4.106507338615405,4.082308180088776,4.089660339660339,4.187813989437073,4.245161290322581,4.251364794370981
46342,4.4306893374654495,4.368386243386244,4.368156175169447,4.36826491340603,4.250676467024757,4.276573024478396,4.287706697845332,4.326292077524651,4.320753116783988,4.36278172338766,4.480214360607355,4.546162701458173,4.621891113133152,4.6287520922447465
46345,4.157635467980295,4.0,4.049586776859504,4.151162790697675,3.875598086124402,3.6411764705882352,3.772727272727273,3.5793650793650795,3.901315789473684,4.205128205128205,4.011627906976744,4.333333333333333,4.872340425531915,4.282051282051282
46346,3.8245770258236864,3.865008880994672,3.861552028218695,3.7529711375212234,3.5372340425531914,3.552254098360656,3.568273092369478,3.44639175257732,3.435374149659864,3.449,3.5376647834274952,3.795627376425856,3.751412429378531,3.935398230088496
46347,4.542126670540384,4.564858490566038,4.600346520358071,4.618599175985874,4.511337868480726,4.494490358126722,4.509672219236969,4.468142548596112,4.529570618417499,4.405412647374062,4.460038986354776,4.517935982339956,4.542857142857143,4.541915390604723
